时间,大项,比赛,场馆
29日19:09,游泳,女子200米仰泳分组预赛第2组,东京水上运动中心
29日19:13,游泳,女子200米仰泳分组预赛第3组,东京水上运动中心
29日19:16,游泳,女子200米仰泳分组预赛第4组,东京水上运动中心
29日19:21,游泳,男女混合4x100米混合泳接力分组预赛第1组,东京水上运动中心
29日19:27,游泳,男女混合4x100米混合泳接力分组预赛第2组,东京水上运动中心
29日10:00,拳击,男子中量级 (69-75公斤) 16强 赫日尼亚克 亚历山大 VS 森胁 唯人 ,国技馆
29日10:15,拳击,男子中量级 (69-75公斤) 16强 贝隆 VS 塞德诺·马丁内斯,国技馆
29日10:30,拳击,男子中量级 (69-75公斤) 16强 达奇尼扬 VS 切梅兹·安德烈,国技馆
29日10:48,拳击,男子中量级 (69-75公斤) 16强 奈莫齐 VS 马夏尔,国技馆
29日11:03,拳击,男子超重量级 (91公斤以上) 16强 贾洛洛夫 巴霍季尔 VS 阿布杜尔拉耶夫 穆哈姆梅德,国技馆
29日11:18,拳击,男子超重量级 (91公斤以上) 16强 萨蒂什·库马尔 VS 布朗,国技馆
29日11:36,拳击,男子超重量级 (91公斤以上) 16强 罗加瓦 措特涅 VS 克拉克,国技馆
29日11:51,拳击,男子超重量级 (91公斤以上) 16强 祖胡罗夫 VS 阿利耶夫,国技馆
29日12:06,拳击,女子蝇量级 (48-51公斤) 16强 卡基罗格鲁·巴斯纳兹 VS 拉希莫娃 图勒孙诺,国技馆
29日12:24,拳击,女子蝇量级 (48-51公斤) 16强 马格诺 VS 吉彭·朱塔玛斯,国技馆
29日12:39,拳击,女子蝇量级 (48-51公斤) 16强 哈维亚里马纳 VS 拉多瓦诺维奇,国技馆
29日12:54,拳击,女子蝇量级 (48-51公斤) 16强 索伦蒂诺 VS 黄筱雯,国技馆
29日16:00,拳击,男子中量级 (69-75公斤) 16强 索萨 VS 托合塔尔别克,国技馆
29日16:15,拳击,男子中量级 (69-75公斤) 16强 卡赫拉蒙诺夫 凡纳特 VS 阿曼库尔·阿比尔汗,国技馆
29日16:30,拳击,男子中量级 (69-75公斤) 16强 小瓦桑 VS 察马·姆韦内卡布韦,国技馆
29日16:48,拳击,男子中量级 (69-75公斤) 16强 艾利 VS 巴克希 格列布,国技馆
29日17:03,拳击,男子超重量级 (91公斤以上) 16强 小托雷斯 VS 布卢迪纳特,国技馆
29日17:18,拳击,男子超重量级 (91公斤以上) 16强 佩罗 VS 萨尔塞多·科达齐,国技馆
29日17:36,拳击,男子超重量级 (91公斤以上) 16强 韦里阿索夫 伊万 VS 耶格农·恩杰尤,国技馆
29日17:51,拳击,男子超重量级 (91公斤以上) 16强 尤斯利·利兹克·穆斯塔法·哈菲兹 VS 昆卡巴耶夫·卡姆西别克,国技馆
29日18:06,拳击,女子蝇量级 (48-51公斤) 16强 瓦伦西亚·维多利亚 VS 曼特,国技馆
29日18:24,拳击,女子蝇量级 (48-51公斤) 16强 并木 月海 VS 索萨,国技馆
29日18:39,拳击,女子蝇量级 (48-51公斤) 16强 富赫斯 VS 克拉斯提娃,国技馆
29日18:54,拳击,女子蝇量级 (48-51公斤) 16强 戴维森 VS 常园,国技馆
29日10:00,柔道,男子100公斤级32强淘汰赛 沙阿 VS 拉马丹·达尔维什,日本武道馆
29日10:00,柔道,女子78公斤级32强淘汰赛 马振昭 VS 格雷夫,日本武道馆
29日10:07,柔道,男子100公斤级32强淘汰赛 伊纳哈斯 VS 雷马伦科,日本武道馆
29日10:07,柔道,女子78公斤级32强淘汰赛 普罗丹 VS 佩科维奇,日本武道馆
29日10:14,柔道,男子100公斤级32强淘汰赛 科措耶夫 泽雷姆 VS 伊迪尔,日本武道馆
29日10:14,柔道,女子78公斤级32强淘汰赛 图勒钦 安娜斯塔锡娅 VS 查拉,日本武道馆
29日10:21,柔道,男子100公斤级32强淘汰赛 腊吴格苏荣·奥特贡巴雅塔尔 VS 明纳斯金 格里戈里,日本武道馆
29日10:21,柔道,女子78公斤级32强淘汰赛 巴博基斯 VS 尹贤智,日本武道馆
29日10:28,柔道,男子100公斤级32强淘汰赛 弗莱彻 VS 胡尔拉莫夫 穆哈姆马德卡里姆,日本武道馆
29日10:28,柔道,女子78公斤级32强淘汰赛 帕库特·贝娅塔 VS 马祖兹,日本武道馆
29日10:35,柔道,男子100公斤级32强淘汰赛 尼基福罗夫 VS 布扎卡里尼,日本武道馆
29日10:35,柔道,女子78公斤级32强淘汰赛 布兰瑟 VS 芭宾采娃 亚历山德拉,日本武道馆
29日10:42,柔道,男子100公斤级32强淘汰赛 西耶尼奇·米克洛斯 VS 博罗达夫科,日本武道馆
29日10:42,柔道,女子78公斤级32强淘汰赛 莱昂 VS 桑帕约,日本武道馆
29日10:49,柔道,男子100公斤级32强淘汰赛 弗雷 VS 斯维里德 尼基塔,日本武道馆
29日10:49,柔道,女子78公斤级32强淘汰赛 奥特贡·蒙赫采 VS 英巴·拉尼尔,日本武道馆
29日10:56,柔道,男子100公斤级32强淘汰赛 库科尔吉 VS 塔卡亚瓦·特维塔,日本武道馆
29日10:56,柔道,女子78公斤级16强淘汰赛 马隆加 VS 格雷夫,日本武道馆
29日11:03,柔道,男子100公斤级16强淘汰赛 利帕尔捷利安尼 瓦尔拉姆 VS 拉马丹·达尔维什,日本武道馆
29日11:03,柔道,女子78公斤级16强淘汰赛 安托马尔奇 VS 普罗丹,日本武道馆
29日11:10,柔道,男子100公斤级16强淘汰赛 伊纳哈斯 VS 科措耶夫 泽雷姆,日本武道馆
29日11:10,柔道,女子78公斤级16强淘汰赛 斯坦胡埃斯·古斯杰 VS 图勒钦 安娜斯塔锡娅,日本武道馆
29日11:17,柔道,男子100公斤级16强淘汰赛 彼得·帕尔奇克 VS 腊吴格苏荣·奥特贡巴雅塔尔,日本武道馆
29日11:17,柔道,女子78公斤级16强淘汰赛 鲍威尔 VS 尹贤智,日本武道馆
29日11:24,柔道,男子100公斤级16强淘汰赛 亚伦沃尔夫 VS 胡尔拉莫夫 穆哈姆马德卡里姆,日本武道馆
29日11:24,柔道,女子78公斤级16强淘汰赛 浜田尚里 VS 帕库特·贝娅塔,日本武道馆
29日11:31,柔道,男子100公斤级16强淘汰赛 丰塞卡 VS 尼基福罗夫,日本武道馆
29日11:31,柔道,女子78公斤级16强淘汰赛 库卡 VS 芭宾采娃 亚历山德拉,日本武道馆
29日11:38,柔道,男子100公斤级16强淘汰赛 伊利亚索夫 尼亚兹 VS 西耶尼奇·米克洛斯,日本武道馆
29日11:38,柔道,女子78公斤级16强淘汰赛 瓦格纳 VS 桑帕约,日本武道馆
29日11:45,柔道,男子100公斤级16强淘汰赛 科雷尔·迈克尔 VS 弗雷,日本武道馆
29日11:45,柔道,女子78公斤级16强淘汰赛 阿吉亚尔 VS 英巴·拉尼尔,日本武道馆
29日11:52,柔道,男子100公斤级16强淘汰赛 赵九含 VS 库科尔吉,日本武道馆
29日11:52,柔道,女子78公斤级1/4决赛 马隆加 VS 安托马尔奇,日本武道馆
29日11:59,柔道,男子100公斤级1/4决赛 利帕尔捷利安尼 瓦尔拉姆 VS 伊纳哈斯,日本武道馆
29日11:59,柔道,女子78公斤级1/4决赛 斯坦胡埃斯·古斯杰 VS 尹贤智,日本武道馆
29日12:06,柔道,男子100公斤级1/4决赛 彼得·帕尔奇克 VS 亚伦沃尔夫,日本武道馆
29日12:06,柔道,女子78公斤级1/4决赛 浜田尚里 VS 芭宾采娃 亚历山德拉,日本武道馆
29日12:13,柔道,男子100公斤级1/4决赛 丰塞卡 VS 伊利亚索夫 尼亚兹,日本武道馆
29日12:13,柔道,女子78公斤级1/4决赛 瓦格纳 VS 阿吉亚尔,日本武道馆
29日12:20,柔道,男子100公斤级1/4决赛 弗雷 VS 赵九含,日本武道馆
29日16:00,柔道,女子78公斤级复活赛 安托马尔奇 VS 斯坦胡埃斯·古斯杰,日本武道馆
29日16:08,柔道,女子78公斤级复活赛 芭宾采娃 亚历山德拉 VS 阿吉亚尔,日本武道馆
29日16:17,柔道,女子78公斤级B表半决赛 浜田尚里 VS 瓦格纳,日本武道馆
29日16:25,柔道,女子78公斤级A表半决赛 马隆加 VS 尹贤智,日本武道馆
29日16:34,柔道,男子100公斤级复活赛 伊纳哈斯 VS 彼得·帕尔奇克,日本武道馆
29日16:42,柔道,男子100公斤级复活赛 伊利亚索夫 尼亚兹 VS 弗雷,日本武道馆
29日16:51,柔道,男子100公斤级B表半决赛 丰塞卡 VS 赵九含,日本武道馆
29日16:59,柔道,男子100公斤级A表半决赛 利帕尔捷利安尼 瓦尔拉姆 VS 亚伦沃尔夫,日本武道馆
29日17:08,柔道,女子78公斤级铜牌争夺赛A 安托马尔奇 VS 瓦格纳,日本武道馆
29日17:16,柔道,女子78公斤级铜牌争夺赛B 阿吉亚尔 VS 尹贤智,日本武道馆
29日17:25,柔道,女子78公斤级决赛 马隆加 VS 浜田尚里,日本武道馆
29日17:33,柔道,男子100公斤级铜牌争夺赛A 伊纳哈斯 VS 丰塞卡,日本武道馆
29日17:42,柔道,男子100公斤级铜牌争夺赛B 伊利亚索夫 尼亚兹 VS 利帕尔捷利安尼 瓦尔拉姆,日本武道馆
29日17:50,柔道,男子100公斤级决赛 亚伦沃尔夫 VS 赵九含,日本武道馆
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日08:00,击剑,女子团体花剑16强,幕张展览馆 B厅
29日09:50,击剑,女子团体花剑1/4决赛1 ROC VS 埃及,幕张展览馆 B厅
29日09:50,击剑,女子团体花剑1/4决赛2 日本 VS 美国,幕张展览馆 B厅
29日09:50,击剑,女子团体花剑1/4决赛3 法国 VS 加拿大,幕张展览馆 B厅
29日09:50,击剑,女子团体花剑1/4决赛4 意大利 VS 匈牙利,幕张展览馆 B厅
29日11:35,击剑,女子团体花剑5-8名排名赛 日本 VS 埃及,幕张展览馆 B厅
29日11:35,击剑,女子团体花剑5-8名排名赛 加拿大 VS 匈牙利,幕张展览馆 B厅
29日12:55,击剑,女子团体花剑半决赛1 ROC VS 美国,幕张展览馆 B厅
29日12:55,击剑,女子团体花剑半决赛2 法国 VS 意大利,幕张展览馆 B厅
29日14:10,击剑,女子团体花剑5-6名赛 日本 VS 加拿大,幕张展览馆 B厅
29日14:10,击剑,女子团体花剑7-8名赛 埃及 VS 匈牙利,幕张展览馆 B厅
29日17:30,击剑,女子团体花剑铜牌赛 美国 VS 意大利,幕张展览馆 B厅
29日18:55,击剑,女子团体花剑金牌赛 ROC VS 法国,幕张展览馆 B厅
29日18:50,竞技体操,女子全能决赛,有明体操竞技场
29日13:00,皮划艇激流回旋,女子划艇半决赛,葛西激流皮划艇赛场
29日14:55,皮划艇激流回旋,女子划艇决赛,葛西激流皮划艇赛场
29日11:05,帆船,男子49人级第5轮,江之岛游艇码头
29日11:05,帆船,男子单人艇激光级第7轮,江之岛游艇码头
29日11:05,帆船,女子双人艇470级第3轮,江之岛游艇码头
29日11:05,帆船,男女混合多体船诺卡拉17级第4轮,江之岛游艇码头
29日11:15,帆船,女子单人艇激光雷迪尔级第7轮,江之岛游艇码头
29日12:00,帆船,男子49人级第6轮,江之岛游艇码头
29日12:00,帆船,男女混合多体船诺卡拉17级第5轮,江之岛游艇码头
29日12:05,帆船,女子帆板RS:X级第10轮,江之岛游艇码头
29日12:20,帆船,男子单人艇激光级第8轮,江之岛游艇码头
29日12:20,帆船,女子双人艇470级第4轮,江之岛游艇码头
29日12:30,帆船,女子单人艇激光雷迪尔级第8轮,江之岛游艇码头
29日12:55,帆船,女子帆板RS:X级第11轮,江之岛游艇码头
29日12:55,帆船,男女混合多体船诺卡拉17级第6轮,江之岛游艇码头
29日13:35,帆船,男子单人艇芬兰人级第5轮,江之岛游艇码头
29日13:45,帆船,女子帆板RS:X级第12轮,江之岛游艇码头
29日14:05,帆船,男子双人艇470级第3轮,江之岛游艇码头
29日14:20,帆船,男子帆板RS:X级第10轮,江之岛游艇码头
29日14:50,帆船,男子单人艇芬兰人级第6轮,江之岛游艇码头
29日15:10,帆船,男子帆板RS:X级第11轮,江之岛游艇码头
29日15:20,帆船,男子双人艇470级第4轮,江之岛游艇码头
29日16:00,帆船,男子帆板RS:X级第12轮,江之岛游艇码头
29日07:30,赛艇,男子双人单桨决赛B,海之森水上竞技场
29日07:40,赛艇,女子双人单桨决赛B,海之森水上竞技场
29日07:50,赛艇,男子轻量级双人双桨决赛B,海之森水上竞技场
29日08:00,赛艇,女子轻量级双人双桨决赛B,海之森水上竞技场
29日08:18,赛艇,男子双人单桨决赛A,海之森水上竞技场
29日08:30,赛艇,女子双人单桨决赛A,海之森水上竞技场
29日08:50,赛艇,男子轻量级双人双桨决赛A,海之森水上竞技场
29日09:10,赛艇,女子轻量级双人双桨决赛A,海之森水上竞技场
29日09:30,赛艇,女子单人双桨半决赛 A/B 1,海之森水上竞技场
29日09:50,赛艇,女子单人双桨半决赛 A/B 2,海之森水上竞技场
29日10:00,赛艇,男子单人双桨半决赛 A/B 1,海之森水上竞技场
29日10:10,赛艇,男子单人双桨半决赛 A/B 2,海之森水上竞技场
29日10:20,赛艇,男子轻量级双人双桨决赛C,海之森水上竞技场
29日10:30,赛艇,女子轻量级双人双桨决赛C,海之森水上竞技场
29日10:40,赛艇,男子单人双桨半决赛 C/D 1,海之森水上竞技场
29日10:50,赛艇,男子单人双桨半决赛 C/D 2,海之森水上竞技场
29日11:00,赛艇,女子单人双桨半决赛 C/D 1,海之森水上竞技场
29日11:10,赛艇,女子单人双桨半决赛 C/D 2,海之森水上竞技场
29日09:00,小轮车竞速,男子1/4决赛第1轮,有明城市运动公园
29日09:12,小轮车竞速,男子1/4决赛第4组(3轮),有明城市运动公园
29日09:21,小轮车竞速,女子1/4决赛第1轮,有明城市运动公园
29日09:33,小轮车竞速,女子1/4决赛第4组(3轮),有明城市运动公园
29日09:42,小轮车竞速,男子1/4决赛第2轮,有明城市运动公园
29日10:03,小轮车竞速,女子1/4决赛第2轮,有明城市运动公园
29日10:24,小轮车竞速,男子1/4决赛第3轮,有明城市运动公园
29日10:45,小轮车竞速,女子1/4决赛第3轮,有明城市运动公园
29日08:00,射击,女子25米手枪精准资格赛,朝霞射击场
29日08:00,射击,女子多向飞碟资格赛 - 第2天,朝霞射击场
29日08:50,射击,男子多向飞碟资格赛 - 第2天,朝霞射击场
29日13:30,射击,女子多向飞碟决赛,朝霞射击场
29日14:30,射击,男子多向飞碟决赛,朝霞射击场
29日08:30,射箭,男子个人1/32淘汰赛 魏绍轩 VS 皮内达,梦之岛公园射箭场
29日08:43,射箭,男子个人1/32淘汰赛 沃特 VS 普拉斯蒂阿迪·阿尔维扬托,梦之岛公园射箭场
29日08:56,射箭,女子个人1/32淘汰赛 耶格 VS 乔乔尼萨·蒂安纳达,梦之岛公园射箭场
29日09:09,射箭,女子个人1/32淘汰赛 佩萝娃 克谢尼娅 VS 英格利,梦之岛公园射箭场
29日09:22,射箭,男子个人1/16淘汰赛 沃特 VS 魏绍轩,梦之岛公园射箭场
29日09:35,射箭,女子个人1/16淘汰赛 佩萝娃 克谢尼娅 VS 耶格,梦之岛公园射箭场
29日09:48,射箭,男子个人1/32淘汰赛 吴真爀 VS 穆罕默德·哈米德,梦之岛公园射箭场
29日10:01,射箭,男子个人1/32淘汰赛 达斯 VS 邓宇成,梦之岛公园射箭场
29日10:14,射箭,女子个人1/32淘汰赛 济奥明斯卡娅 卡琳娜 VS 西迪基,梦之岛公园射箭场
29日10:27,射箭,女子个人1/32淘汰赛 瓦伦西亚 VS 卡兹卢斯卡娅 卡琳娜,梦之岛公园射箭场
29日10:40,射箭,男子个人1/16淘汰赛 达斯 VS 吴真爀,梦之岛公园射箭场
29日10:53,射箭,女子个人1/16淘汰赛 瓦伦西亚 VS 济奥明斯卡娅 卡琳娜,梦之岛公园射箭场
29日11:06,射箭,男子个人1/32淘汰赛 泰亚克 VS 达摩,梦之岛公园射箭场
29日11:19,射箭,男子个人1/32淘汰赛 加索兹·迈特 VS 汉克尔斯,梦之岛公园射箭场
29日11:32,射箭,女子个人1/32淘汰赛 林佳恩 VS 萨拉,梦之岛公园射箭场
29日11:45,射箭,女子个人1/32淘汰赛 帕纳特 瑞娜 VS 巴伦科维奇·德妮莎,梦之岛公园射箭场
29日11:58,射箭,男子个人1/16淘汰赛 加索兹·迈特 VS 泰亚克,梦之岛公园射箭场
