时间,大项,比赛,场馆
06日12:52,空手道,女子组手61公斤级淘汰赛A组,日本武道馆
06日12:59,空手道,女子组手61公斤级淘汰赛A组,日本武道馆
06日13:06,空手道,女子组手61公斤级淘汰赛B组,日本武道馆
06日13:18,空手道,女子组手61公斤级淘汰赛B组,日本武道馆
06日13:20,空手道,女子组手61公斤级淘汰赛A组,日本武道馆
06日13:27,空手道,女子组手61公斤级淘汰赛A组,日本武道馆
06日13:34,空手道,女子组手61公斤级淘汰赛B组,日本武道馆
06日13:41,空手道,女子组手61公斤级淘汰赛B组,日本武道馆
06日16:00,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日16:07,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日16:14,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日16:21,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日16:28,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日16:35,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日16:42,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日16:49,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日16:56,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日17:03,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日17:10,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日17:17,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日17:24,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日17:31,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日17:38,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日17:45,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日17:52,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日17:59,空手道,男子组手75公斤级淘汰赛A组,日本武道馆
06日18:06,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日10:00,摔跤,男子自由式74公斤复活赛 加尔松·卡瓦耶罗 VS 戴克,幕张展览馆 A厅
06日18:13,空手道,男子组手75公斤级淘汰赛B组,日本武道馆
06日10:00,摔跤,男子自由式125公斤复活赛 戴艾汀·卡迈勒·古达·阿卜杜拉穆塔利卜 VS 邓志伟,幕张展览馆 A厅
06日18:30,空手道,男子个人型铜牌赛1,日本武道馆
06日18:40,空手道,男子个人型铜牌赛2,日本武道馆
06日10:00,摔跤,女子自由式53公斤复活赛 埃林·阿维拉 VS 温彻斯特,幕张展览馆 A厅
06日18:50,空手道,男子个人型决赛,日本武道馆
06日10:00,摔跤,男子自由式65公斤复活赛,幕张展览馆 A厅
06日19:05,空手道,女子组手61公斤级半决赛,日本武道馆
06日19:13,空手道,女子组手61公斤级半决赛,日本武道馆
06日10:00,摔跤,男子自由式65公斤复活赛,幕张展览馆 A厅
06日19:22,空手道,男子组手75公斤级半决赛,日本武道馆
06日10:00,摔跤,男子自由式65公斤级资格赛,幕张展览馆 A厅
06日19:30,空手道,男子组手75公斤级半决赛,日本武道馆
06日19:40,空手道,女子组手61公斤级金牌赛,日本武道馆
06日10:00,摔跤,男子自由式65公斤级资格赛,幕张展览馆 A厅
06日19:50,空手道,男子组手75公斤级金牌赛,日本武道馆
06日10:00,摔跤,男子自由式65公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式65公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式65公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式97公斤复活赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式97公斤复活赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式97公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式97公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,男子自由式97公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,女子自由式50公斤复活赛,幕张展览馆 A厅
06日10:00,摔跤,女子自由式50公斤复活赛,幕张展览馆 A厅
06日10:00,摔跤,女子自由式50公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,女子自由式50公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,女子自由式50公斤级资格赛,幕张展览馆 A厅
06日10:00,摔跤,女子自由式50公斤级资格赛,幕张展览馆 A厅
06日10:07,摔跤,男子自由式74公斤复活赛 米达纳 VS 阿布杜拉赫蒙诺夫 别克佐德,幕张展览馆 A厅
06日10:07,摔跤,男子自由式125公斤复活赛 拉扎列夫 艾阿尔 VS 阿克古·塔哈,幕张展览馆 A厅
06日10:07,摔跤,女子自由式53公斤复活赛 埃松贝·蒂亚科 VS 扎西娜·罗克萨娜,幕张展览馆 A厅
06日10:30,摔跤,男子自由式65公斤级1/8决赛 拉希多夫 加吉穆拉德 VS 特瓦扬,幕张展览馆 A厅
06日10:30,摔跤,男子自由式97公斤级1/8决赛 萨杜拉耶夫 阿布杜尔拉希德 VS 沙里福夫 沙里夫,幕张展览馆 A厅
06日10:30,摔跤,女子自由式50公斤级1/8决赛 斯塔德妮克 玛丽娅 VS 奥勒舒什 斯塔莉维拉,幕张展览馆 A厅
06日10:37,摔跤,男子自由式65公斤级1/8决赛 菲利迪斯 VS 加吉耶夫·马戈梅德穆拉德,幕张展览馆 A厅
06日10:37,摔跤,男子自由式97公斤级1/8决赛 穆罕默蒂安·穆罕默德侯赛因 VS 奥季卡泽 埃利兹巴尔,幕张展览馆 A厅
06日10:37,摔跤,女子自由式50公斤级1/8决赛 萨拉·哈姆迪 VS 西马,幕张展览馆 A厅
06日10:44,摔跤,男子自由式65公斤级1/8决赛 乙黑 拓斗 VS 奥奇尔·图尔加,幕张展览馆 A厅
06日10:44,摔跤,男子自由式97公斤级1/8决赛 胡什滕 亚历山大 VS 萨拉斯·佩雷斯,幕张展览馆 A厅
06日10:44,摔跤,女子自由式50公斤级1/8决赛 须崎 优衣 VS 奥希尔·纳蒙采采格,幕张展览馆 A厅
06日10:51,摔跤,男子自由式65公斤级1/8决赛 德斯特里巴斯 VS 穆苏卡耶夫·伊斯梅尔,幕张展览馆 A厅
06日10:51,摔跤,男子自由式97公斤级1/8决赛 穆罕默德·萨达奥伊 VS 努罗夫,幕张展览馆 A厅
06日10:51,摔跤,女子自由式50公斤级1/8决赛 耶佩斯·古斯曼 VS 伊斯拉莫娃·瓦莉安蒂娜,幕张展览馆 A厅
06日10:58,摔跤,男子自由式65公斤级1/8决赛 尼亚兹别科夫·道莱特 VS 瓦尔德斯·托比尔,幕张展览馆 A厅
06日10:58,摔跤,男子自由式97公斤级1/8决赛 耶加利·阿利舍尔 VS 法尔吉,幕张展览馆 A厅
06日10:58,摔跤,女子自由式50公斤级1/8决赛 莉娃奇 奥克桑娜 VS 伊德里斯,幕张展览馆 A厅
06日11:05,摔跤,男子自由式65公斤级1/8决赛 迪亚塔 VS 阿利耶夫 加吉,幕张展览馆 A厅
06日11:05,摔跤,男子自由式97公斤级1/8决赛 伊布拉吉莫夫 马戈梅德 伊德里索维奇 VS 卡拉德尼兹·苏莱曼,幕张展览馆 A厅
06日11:05,摔跤,女子自由式50公斤级1/8决赛 古斯曼·洛佩斯 VS 孙亚楠,幕张展览馆 A厅
06日11:12,摔跤,男子自由式65公斤级1/8决赛 海西姆·达赫拉维 VS 切卡·莫尔特扎,幕张展览馆 A厅
06日11:12,摔跤,男子自由式97公斤级1/8决赛 康耶多-鲁阿诺 VS 萨利多夫,幕张展览馆 A厅
06日11:12,摔跤,女子自由式50公斤级1/8决赛 德米尔汉·埃文 VS 希尔德布兰特,幕张展览馆 A厅
06日11:19,摔跤,男子自由式65公斤级1/8决赛 阿克马塔利耶夫 埃尔纳扎尔 VS 巴让,幕张展览馆 A厅
06日11:19,摔跤,男子自由式97公斤级1/8决赛 斯汀 VS 施耐德,幕张展览馆 A厅
06日11:19,摔跤,女子自由式50公斤级1/8决赛 塞利什卡 VS 翁克,幕张展览馆 A厅
06日11:26,摔跤,男子自由式65公斤级1/4决赛 拉希多夫 加吉穆拉德 VS 加吉耶夫·马戈梅德穆拉德,幕张展览馆 A厅
06日11:26,摔跤,男子自由式97公斤级1/4决赛 萨杜拉耶夫 阿布杜尔拉希德 VS 奥季卡泽 埃利兹巴尔,幕张展览馆 A厅
06日11:26,摔跤,女子自由式50公斤级1/4决赛 斯塔德妮克 玛丽娅 VS 萨拉·哈姆迪,幕张展览馆 A厅
06日11:33,摔跤,男子自由式65公斤级1/4决赛 乙黑 拓斗 VS 穆苏卡耶夫·伊斯梅尔,幕张展览馆 A厅
06日11:33,摔跤,男子自由式97公斤级1/4决赛 萨拉斯·佩雷斯 VS 努罗夫,幕张展览馆 A厅
06日11:33,摔跤,女子自由式50公斤级1/4决赛 须崎 优衣 VS 耶佩斯·古斯曼,幕张展览馆 A厅
06日11:40,摔跤,男子自由式65公斤级1/4决赛 尼亚兹别科夫·道莱特 VS 阿利耶夫 加吉,幕张展览馆 A厅
06日13:00,拳击,女子中量级 (69-75公斤) 半决赛1 普莱斯 VS 丰廷·努奇卡,国技馆
06日13:15,拳击,女子中量级 (69-75公斤) 半决赛2 玛戈梅达莉叶娃 津菲拉 VS 李倩,国技馆
06日11:40,摔跤,男子自由式97公斤级1/4决赛 耶加利·阿利舍尔 VS 卡拉德尼兹·苏莱曼,幕张展览馆 A厅
06日13:32,拳击,男子轻量级 (57-63公斤) 半决赛1 戴维斯 VS 巴科夫,国技馆
06日11:40,摔跤,女子自由式50公斤级1/4决赛 莉娃奇 奥克桑娜 VS 孙亚楠,幕张展览馆 A厅
06日13:47,拳击,男子轻量级 (57-63公斤) 半决赛2 克鲁斯 VS 加赛德,国技馆
06日11:47,摔跤,男子自由式65公斤级1/4决赛 切卡·莫尔特扎 VS 巴让,幕张展览馆 A厅
06日14:05,拳击,男子重量级 (81-91公斤) 决赛 加吉马戈梅多夫 穆斯利姆 VS 拉克鲁斯,国技馆
06日11:47,摔跤,男子自由式97公斤级1/4决赛 康耶多-鲁阿诺 VS 施耐德,幕张展览馆 A厅
06日11:47,摔跤,女子自由式50公斤级1/4决赛 希尔德布兰特 VS 塞利什卡,幕张展览馆 A厅
06日17:15,摔跤,男子自由式65公斤级半决赛 拉希多夫 加吉穆拉德 VS 乙黑 拓斗,幕张展览馆 A厅
06日17:25,摔跤,男子自由式65公斤级半决赛 阿利耶夫 加吉 VS 巴让,幕张展览馆 A厅
06日17:35,摔跤,男子自由式97公斤级半决赛 萨杜拉耶夫 阿布杜尔拉希德 VS 萨拉斯·佩雷斯,幕张展览馆 A厅
06日17:45,摔跤,男子自由式97公斤级半决赛 卡拉德尼兹·苏莱曼 VS 施耐德,幕张展览馆 A厅
06日17:55,摔跤,女子自由式50公斤级半决赛 斯塔德妮克 玛丽娅 VS 须崎 优衣,幕张展览馆 A厅
06日18:05,摔跤,女子自由式50公斤级半决赛 孙亚楠 VS 希尔德布兰特,幕张展览馆 A厅
06日18:30,摔跤,男子自由式74公斤级铜牌赛 戴克 VS 查米索-马尔克斯,幕张展览馆 A厅
06日18:40,摔跤,男子自由式74公斤级铜牌赛 阿布杜拉赫蒙诺夫 别克佐德 VS 凯萨诺夫·达尼亚尔,幕张展览馆 A厅
06日18:50,摔跤,男子自由式74公斤级决赛 卡济马哈梅多夫 马哈梅德哈比布 VS 西达科夫 扎乌尔别克,幕张展览馆 A厅
06日19:00,摔跤,男子自由式125公斤级铜牌赛 邓志伟 VS 扎雷·阿米尔,幕张展览馆 A厅
06日19:10,摔跤,男子自由式125公斤级铜牌赛 阿克古·塔哈 VS 蒙赫图尔·勒哈格瓦格尔,幕张展览馆 A厅
06日19:20,摔跤,男子自由式125公斤级决赛 佩特里阿什维利 根诺 VS 史蒂文森,幕张展览馆 A厅
06日19:55,摔跤,女子自由式53公斤级铜牌赛 温彻斯特 VS 卡拉津斯卡娅 万涅萨,幕张展览馆 A厅
06日20:05,摔跤,女子自由式53公斤级铜牌赛 埃松贝·蒂亚科 VS 奥希尔·博洛图亚,幕张展览馆 A厅
06日20:15,摔跤,女子自由式53公斤级决赛 庞倩玉 VS 向田 真优,幕张展览馆 A厅
06日14:30,场地自行车,女子争先赛资格赛,伊豆场地自行车馆
06日15:10,场地自行车,男子争先赛半决赛 - 第1场,伊豆场地自行车馆
06日15:16,场地自行车,女子争先赛1/32决赛 - 第1组 弗里德里希 VS 马罗扎特·米格尔,伊豆场地自行车馆
06日15:19,场地自行车,女子争先赛1/32决赛 - 第2组 米歇尔 VS 芭索娃 柳博维,伊豆场地自行车馆
06日15:22,场地自行车,女子争先赛1/32决赛 - 第3组 欣泽 VS 杜普雷斯,伊豆场地自行车馆
06日15:25,场地自行车,女子争先赛1/32决赛 - 第4组 格罗 VS 李慧珍,伊豆场地自行车馆
06日15:28,场地自行车,女子争先赛1/32决赛 - 第5组 詹尼斯特 VS 戈比,伊豆场地自行车馆
06日15:31,场地自行车,女子争先赛1/32决赛 - 第6组 斯塔丽科娃 叶连娜 VS 维尔杜戈·奥苏纳,伊豆场地自行车馆
06日15:34,场地自行车,女子争先赛1/32决赛 - 第7组 布拉斯彭宁克斯·莎恩 VS 鲍珊菊,伊豆场地自行车馆
06日15:37,场地自行车,女子争先赛1/32决赛 - 第8组 马尚 VS 小林 由佳 ,伊豆场地自行车馆
06日15:40,场地自行车,女子争先赛1/32决赛 - 第9组 李慧诗 VS 克鲁佩凯特·西蒙娜,伊豆场地自行车馆
06日15:43,场地自行车,女子争先赛1/32决赛 - 第10组 钟天使 VS 加西奥拉·冈萨雷斯,伊豆场地自行车馆
06日15:46,场地自行车,女子争先赛1/32决赛 - 第11组 安德鲁斯 VS 麦库洛赫,伊豆场地自行车馆
06日15:49,场地自行车,女子争先赛1/32决赛 - 第12组 沃伊诺娃 安娜斯塔锡娅 VS 什梅列娃 达丽娅,伊豆场地自行车馆
06日15:52,场地自行车,男子争先赛半决赛 - 第2场,伊豆场地自行车馆
06日15:58,场地自行车,女子争先赛1/32决赛复活赛 - 第1组,伊豆场地自行车馆
06日16:01,场地自行车,女子争先赛1/32决赛复活赛 - 第2组,伊豆场地自行车馆
06日16:04,场地自行车,女子争先赛1/32决赛复活赛 - 第3组,伊豆场地自行车馆
06日16:07,场地自行车,女子争先赛1/32决赛复活赛 - 第4组,伊豆场地自行车馆
06日16:10,场地自行车,男子争先赛半决赛 - 第3场,伊豆场地自行车馆
06日16:15,场地自行车,女子麦迪逊赛决赛,伊豆场地自行车馆
06日17:00,场地自行车,男子争先赛决赛 - 第1场,伊豆场地自行车馆
06日17:06,场地自行车,女子争先赛1/16决赛 - 第1组 弗里德里希 VS 戈比,伊豆场地自行车馆
06日17:09,场地自行车,女子争先赛1/16决赛 - 第2组 米歇尔 VS 麦库洛赫,伊豆场地自行车馆
06日17:12,场地自行车,女子争先赛1/16决赛 - 第3组 欣泽 VS 鲍珊菊,伊豆场地自行车馆
06日17:15,场地自行车,女子争先赛1/16决赛 - 第4组 格罗 VS 小林 由佳 ,伊豆场地自行车馆
06日17:18,场地自行车,女子争先赛1/16决赛 - 第5组 詹尼斯特 VS 沃伊诺娃 安娜斯塔锡娅,伊豆场地自行车馆
06日17:21,场地自行车,女子争先赛1/16决赛 - 第6组 斯塔丽科娃 叶连娜 VS 安德鲁斯,伊豆场地自行车馆
06日17:24,场地自行车,女子争先赛1/16决赛 - 第7组 布拉斯彭宁克斯·莎恩 VS 钟天使,伊豆场地自行车馆
06日17:27,场地自行车,女子争先赛1/16决赛 - 第8组 马尚 VS 李慧诗,伊豆场地自行车馆
06日17:35,场地自行车,男子争先赛决赛 - 第2场,伊豆场地自行车馆
06日17:50,场地自行车,男子争先赛决赛 - 第3场,伊豆场地自行车馆
06日17:53,场地自行车,女子争先赛1/16决赛复活赛 - 第1组 李慧诗 VS 戈比,伊豆场地自行车馆
06日17:56,场地自行车,女子争先赛1/16决赛复活赛 - 第2组 钟天使 VS 麦库洛赫,伊豆场地自行车馆
06日17:59,场地自行车,女子争先赛1/16决赛复活赛 - 第3组 安德鲁斯 VS 鲍珊菊,伊豆场地自行车馆
06日18:02,场地自行车,女子争先赛1/16决赛复活赛 - 第4组 沃伊诺娃 安娜斯塔锡娅 VS 小林 由佳 ,伊豆场地自行车馆
06日13:30,现代五项,女子个人200米自由泳第1组,东京体育场
06日13:36,现代五项,女子个人200米自由泳第2组,东京体育场
06日13:42,现代五项,女子个人200米自由泳第3组,东京体育场
06日13:48,现代五项,女子个人200米自由泳第4组,东京体育场
06日13:54,现代五项,女子个人200米自由泳第5组,东京体育场
06日14:00,现代五项,女子个人200米自由泳第6组,东京体育场
06日14:45,现代五项,女子个人击剑加分赛,东京体育场
06日16:15,现代五项,女子个人马术障碍跳跃,东京体育场
06日18:45,现代五项,女子个人激光跑,东京体育场
06日09:20,艺术体操,个人全能资格赛 - 第1轮,有明体操竞技场
06日10:50,艺术体操,个人全能资格赛 - 第2轮,有明体操竞技场
06日13:50,艺术体操,个人全能资格赛 - 第3轮,有明体操竞技场
06日15:20,艺术体操,个人全能资格赛 - 第4轮,有明体操竞技场
06日04:30,田径,男子50公里竞走决赛,札幌大通公园
06日15:30,田径,女子20公里竞走决赛,札幌大通公园
06日19:25,田径,男子 4 x 400米接力第1轮 - 第1组,奥林匹克体育场
06日19:37,田径,男子 4 x 400米接力第1轮 - 第2组,奥林匹克体育场
06日19:50,田径,女子标枪决赛,奥林匹克体育场
06日20:00,田径,男子5000米决赛,奥林匹克体育场
06日20:35,田径,女子400米决赛,奥林匹克体育场
06日20:50,田径,女子1500米决赛,奥林匹克体育场
06日21:30,田径,女子 4 x 100米接力决赛,奥林匹克体育场
06日21:50,田径,男子 4 x 100米接力决赛,奥林匹克体育场
06日08:30,皮划艇静水,女子500米双人划艇分组预赛1,海之森水上竞技场
06日08:37,皮划艇静水,女子500米双人划艇分组预赛2,海之森水上竞技场
06日08:44,皮划艇静水,男子1000米单人划艇分组预赛1,海之森水上竞技场
06日08:52,皮划艇静水,男子1000米单人划艇分组预赛2,海之森水上竞技场
06日09:00,皮划艇静水,男子1000米单人划艇分组预赛3,海之森水上竞技场
06日09:08,皮划艇静水,男子1000米单人划艇分组预赛4,海之森水上竞技场
06日09:16,皮划艇静水,男子1000米单人划艇分组预赛5,海之森水上竞技场
06日09:30,皮划艇静水,女子500米四人皮艇分组预赛1,海之森水上竞技场
06日09:37,皮划艇静水,女子500米四人皮艇分组预赛2,海之森水上竞技场
06日09:44,皮划艇静水,男子500米四人皮艇分组预赛1,海之森水上竞技场
06日09:51,皮划艇静水,男子500米四人皮艇分组预赛2,海之森水上竞技场
06日10:21,皮划艇静水,女子500米双人划艇1/4决赛1,海之森水上竞技场
06日10:28,皮划艇静水,女子500米双人划艇1/4决赛2,海之森水上竞技场
06日10:35,皮划艇静水,男子1000米单人划艇1/4决赛1,海之森水上竞技场
06日10:43,皮划艇静水,男子1000米单人划艇1/4决赛2,海之森水上竞技场
06日10:51,皮划艇静水,男子1000米单人划艇1/4决赛3,海之森水上竞技场
06日11:05,皮划艇静水,女子500米四人皮艇1/4决赛1,海之森水上竞技场
06日11:12,皮划艇静水,男子500米四人皮艇1/4决赛1,海之森水上竞技场
06日16:30,运动攀岩,女子全能决赛 - 速度赛,青海城市运动公园
06日17:30,运动攀岩,女子全能决赛 - 抱石赛,青海城市运动公园
06日20:10,运动攀岩,女子全能决赛 - 先锋赛,青海城市运动公园
06日18:00,马术,团体场地障碍预赛,马事公苑
