时间,大项,比赛,场馆
28日12:55,帆船,女子帆板RS:X级第9轮,江之岛游艇码头
28日11:50,皮划艇激流回旋,女子划艇分组预赛第1轮,葛西激流皮划艇赛场
28日13:35,帆船,女子双人艇470级第1轮,江之岛游艇码头
28日12:50,皮划艇激流回旋,男子皮艇分组预赛第1轮,葛西激流皮划艇赛场
28日13:35,帆船,男女混合多体船诺卡拉17级第1轮,江之岛游艇码头
28日14:00,皮划艇激流回旋,女子划艇分组预赛第2轮,葛西激流皮划艇赛场
28日13:50,帆船,女子49人FX级第4轮,江之岛游艇码头
28日15:00,皮划艇激流回旋,男子皮艇分组预赛第2轮,葛西激流皮划艇赛场
28日14:30,帆船,男女混合多体船诺卡拉17级第2轮,江之岛游艇码头
28日14:45,帆船,女子49人FX级第5轮,江之岛游艇码头
28日14:50,帆船,女子双人艇470级第2轮,江之岛游艇码头
28日15:25,帆船,男女混合多体船诺卡拉17级第3轮,江之岛游艇码头
28日15:40,帆船,女子49人FX级第6轮,江之岛游艇码头
28日07:10,赛艇,女子双人双桨决赛B,海之森水上竞技场
28日07:20,赛艇,男子双人双桨决赛B,海之森水上竞技场
28日07:30,赛艇,女子四人单桨决赛B,海之森水上竞技场
28日07:40,赛艇,男子四人单桨决赛B,海之森水上竞技场
28日07:50,赛艇,男子四人双桨决赛B,海之森水上竞技场
28日08:00,赛艇,女子四人双桨决赛B,海之森水上竞技场
28日08:18,赛艇,女子双人双桨决赛A,海之森水上竞技场
28日08:30,赛艇,男子双人双桨决赛A,海之森水上竞技场
28日08:50,赛艇,女子四人单桨决赛A,海之森水上竞技场
28日09:10,赛艇,男子四人单桨决赛A,海之森水上竞技场
28日09:30,赛艇,男子四人双桨决赛A,海之森水上竞技场
28日09:50,赛艇,女子四人双桨决赛A,海之森水上竞技场
28日10:10,赛艇,男子轻量级双人双桨半决赛 A/B 1,海之森水上竞技场
28日10:30,赛艇,男子轻量级双人双桨半决赛 A/B 2,海之森水上竞技场
28日10:40,赛艇,女子轻量级双人双桨半决赛 A/B 1,海之森水上竞技场
28日10:50,赛艇,女子轻量级双人双桨半决赛 A/B 2,海之森水上竞技场
28日11:00,赛艇,男子双人单桨半决赛 A/B 1,海之森水上竞技场
28日11:10,赛艇,男子双人单桨半决赛 A/B 2,海之森水上竞技场
28日11:20,赛艇,女子双人单桨半决赛 A/B 1,海之森水上竞技场
28日11:30,赛艇,女子双人单桨半决赛 A/B 2,海之森水上竞技场
28日11:40,赛艇,女子八人单桨有舵手复活赛1,海之森水上竞技场
28日11:50,赛艇,男子八人单桨有舵手复活赛1,海之森水上竞技场
28日08:00,射击,女子多向飞碟资格赛 - 第1天,朝霞射击场
28日08:50,射击,男子多向飞碟资格赛 - 第1天,朝霞射击场
28日08:30,射箭,男子个人1/32淘汰赛 王大鹏 VS 穆萨耶夫·桑佳尔,梦之岛公园射箭场
28日08:43,射箭,男子个人1/32淘汰赛 穆罕默德 VS 维克斯特罗姆,梦之岛公园射箭场
28日12:50,举重,男子73公斤级B组,东京国际论坛大楼
28日08:56,射箭,女子个人1/32淘汰赛 贝塔斯 VS 阿科斯塔·希拉尔多,梦之岛公园射箭场
28日18:50,举重,男子73公斤级A组,东京国际论坛大楼
28日09:09,射箭,女子个人1/32淘汰赛 吴佳欣 VS 福尔科尔德,梦之岛公园射箭场
28日09:22,射箭,男子个人1/16淘汰赛 穆罕默德 VS 王大鹏,梦之岛公园射箭场
28日09:35,射箭,女子个人1/16淘汰赛 吴佳欣 VS 贝塔斯,梦之岛公园射箭场
28日09:48,射箭,男子个人1/32淘汰赛 艾特伊·尚妮 VS 武藤弘树,梦之岛公园射箭场
28日10:01,射箭,男子个人1/32淘汰赛 拉伊 VS 洪宾 阿列克谢,梦之岛公园射箭场
28日10:14,射箭,女子个人1/32淘汰赛 中村美树 VS 霍拉科娃·玛丽,梦之岛公园射箭场
28日10:27,射箭,女子个人1/32淘汰赛 张敏熙 VS 阿迈勒·阿丹,梦之岛公园射箭场
28日10:40,射箭,男子个人1/16淘汰赛 艾特伊·尚妮 VS 拉伊,梦之岛公园射箭场
28日10:53,射箭,女子个人1/16淘汰赛 中村美树 VS 张敏熙,梦之岛公园射箭场
28日11:06,射箭,女子个人1/32淘汰赛 考夫霍尔德 VS 德贝拉斯科,梦之岛公园射箭场
28日11:19,射箭,女子个人1/32淘汰赛 早川涟 VS 杜氏英,梦之岛公园射箭场
28日11:32,射箭,男子个人1/32淘汰赛 古川高晴 VS 阿尔瓦雷斯,梦之岛公园射箭场
28日11:45,射箭,男子个人1/32淘汰赛 布罗克斯玛·吉斯 VS 奇罗,梦之岛公园射箭场
28日11:58,射箭,女子个人1/16淘汰赛 早川涟 VS 考夫霍尔德,梦之岛公园射箭场
28日12:11,射箭,男子个人1/16淘汰赛 古川高晴 VS 布罗克斯玛·吉斯,梦之岛公园射箭场
28日12:24,射箭,男子个人1/32淘汰赛 达梅达 VS 胡斯敦,梦之岛公园射箭场
28日12:37,射箭,男子个人1/32淘汰赛 范德博格·斯杰夫 VS 瓦拉东,梦之岛公园射箭场
28日12:50,射箭,女子个人1/32淘汰赛 山内梓 VS 比希恩迪·乌兰通加拉格,梦之岛公园射箭场
28日13:03,射箭,女子个人1/32淘汰赛 玛鲁萨娃 汉娜 VS 乌鲁赫,梦之岛公园射箭场
28日13:16,射箭,男子个人1/16淘汰赛 达梅达 VS 范德博格·斯杰夫,梦之岛公园射箭场
28日13:29,射箭,女子个人1/16淘汰赛 玛鲁萨娃 汉娜 VS 山内梓,梦之岛公园射箭场
28日15:00,射箭,男子个人1/32淘汰赛 贾达夫 VS 巴扎尔扎波夫 加尔桑,梦之岛公园射箭场
28日15:13,射箭,男子个人1/32淘汰赛 埃利森 VS 泰莫洛伊·米拉德,梦之岛公园射箭场
28日15:26,射箭,女子个人1/32淘汰赛 布朗 VS 薛华兹,梦之岛公园射箭场
28日15:39,射箭,女子个人1/32淘汰赛 龙晓清 VS 阿马伊斯特罗耶,梦之岛公园射箭场
28日15:52,射箭,男子个人1/16淘汰赛 埃利森 VS 贾达夫,梦之岛公园射箭场
28日16:05,射箭,女子个人1/16淘汰赛 布朗 VS 龙晓清,梦之岛公园射箭场
28日16:18,射箭,男子个人1/32淘汰赛 李佳伦 VS 巴塔克胡亚格·奥特贡博尔德,梦之岛公园射箭场
28日16:31,射箭,男子个人1/32淘汰赛 德·斯梅特 VS 河田悠希,梦之岛公园射箭场
28日16:44,射箭,女子个人1/32淘汰赛 库玛丽 VS 卡尔玛,梦之岛公园射箭场
28日16:57,射箭,女子个人1/32淘汰赛 马奇诺·费尔南德斯 VS 帕弗洛娃 安娜斯塔锡娅,梦之岛公园射箭场
28日17:10,射箭,男子个人1/16淘汰赛 李佳伦 VS 德·斯梅特,梦之岛公园射箭场
28日17:23,射箭,女子个人1/16淘汰赛 库玛丽 VS 马奇诺·费尔南德斯,梦之岛公园射箭场
28日17:36,射箭,男子个人1/32淘汰赛 普利洪 VS 威廉姆斯,梦之岛公园射箭场
28日17:49,射箭,男子个人1/32淘汰赛 金优镇 VS 巴罗格·玛特亚斯,梦之岛公园射箭场
28日18:02,射箭,女子个人1/32淘汰赛 姜彩瑛 VS 埃斯皮诺萨·德洛斯蒙特罗斯,梦之岛公园射箭场
28日18:15,射箭,女子个人1/32淘汰赛 玛勒琴科 韦龙妮卡 VS 雷千莹,梦之岛公园射箭场
28日18:28,射箭,男子个人1/16淘汰赛 金优镇 VS 普利洪,梦之岛公园射箭场
28日18:41,射箭,女子个人1/16淘汰赛 姜彩瑛 VS 玛勒琴科 韦龙妮卡,梦之岛公园射箭场
28日16:30,马术,个人盛装舞步音乐自由演绎大奖赛,马事公苑
