时间,大项,比赛,场馆
28日13:20,排球,男子预赛 - B组 阿根廷3:2法国,有明竞技场
28日15:25,排球,男子预赛 - A组 波兰3:1委内瑞拉,有明竞技场
28日18:40,排球,男子预赛 - A组 日本1:3意大利,有明竞技场
28日20:45,排球,男子预赛 - B组 巴西0:3ROC,有明竞技场
28日08:00,沙滩排球,男子预赛 - C组 吉布/克拉布2:0格森/海德里希,潮风公园
28日09:00,沙滩排球,女子预赛 - F组 村上 惠/石井 美树1:2贝特沙特/胡贝里,潮风公园
28日10:00,沙滩排球,女子预赛 - D组 席尔瓦·拉莫斯/席尔瓦1:2克拉夫切诺卡/格劳迪娜,潮风公园
28日14:00,沙滩排球,女子预赛 - F组 路德维希/寇祖赫2:0斯鲁科娃·马克塔/赫尔曼诺娃·芭芭拉,潮风公园
28日15:00,沙滩排球,女子预赛 - E组 玛克萝古佐娃 娜杰日达/霍洛明娜 斯韦特兰娜2:0埃切瓦里亚·贝尼特斯/马丁内斯·奥尔特加,潮风公园
28日16:00,沙滩排球,男子预赛 - A组 埃雷拉·阿耶普斯/加维拉·科亚多2:0麦克休/舒曼,潮风公园
28日19:00,沙滩排球,男子预赛 - C组 艾哈迈德·蒂扬/谢里夫·尤努瑟2:0罗西/卡兰布拉-劳里奇,潮风公园
28日20:00,沙滩排球,女子预赛 - E组 阿塔乔/克兰西2:0梅内加蒂/奥西-托特,潮风公园
28日21:00,沙滩排球,男子预赛 - A组 莫勒/索鲁姆0:2列舒科夫 伊利亚/谢缅诺夫 康斯坦丁,潮风公园
28日11:00,棒球/垒球,棒球开幕分组循环赛A组 多米尼加3:4日本,福岛县营吾妻球场
28日08:30,曲棍球,女子分组循环赛A组 荷兰5:0南非,大井曲棍球场
28日09:00,曲棍球,女子分组循环赛A组 英国4:1印度,大井曲棍球场
28日10:45,曲棍球,女子分组循环赛B组 新西兰1:2西班牙,大井曲棍球场
28日11:15,曲棍球,女子分组循环赛A组 德国4:2爱尔兰,大井曲棍球场
28日17:30,曲棍球,女子分组循环赛B组 日本0:1澳大利亚,大井曲棍球场
28日18:00,曲棍球,女子分组循环赛B组 阿根廷3:2中国,大井曲棍球场
28日19:45,曲棍球,男子分组循环赛A组 日本1:4西班牙,大井曲棍球场
28日20:15,曲棍球,男子分组循环赛A组 澳大利亚4:2新西兰,大井曲棍球场
28日08:00,手球,男子预赛B组 丹麦31:21巴林,国立代代木竞技场
28日10:00,手球,男子预赛B组 瑞典29:28葡萄牙,国立代代木竞技场
28日13:15,手球,男子预赛B组 日本29:33埃及,国立代代木竞技场
28日15:15,手球,男子预赛A组 挪威27:23阿根廷,国立代代木竞技场
28日18:30,手球,男子预赛A组 巴西25:32西班牙,国立代代木竞技场
28日20:30,手球,男子预赛A组 法国30:29德国,国立代代木竞技场
28日08:00,橄榄球,男子11-12名排名赛 韩国19:31日本,东京体育场
28日08:30,橄榄球,男子9-10名排名赛 爱尔兰0:22肯尼亚,东京体育场
28日09:00,橄榄球,男子5-8名排名赛 加拿大14:21美国,东京体育场
28日09:30,橄榄球,男子5-8名排名赛 南非22:19澳大利亚,东京体育场
28日10:00,橄榄球,男子半决赛 新西兰29:7英国,东京体育场
28日10:30,橄榄球,男子半决赛 阿根廷14:26斐济,东京体育场
28日15:30,橄榄球,男子7-8名排名赛 加拿大7:26澳大利亚,东京体育场
28日16:00,橄榄球,男子5-6名排名赛 美国7:28南非,东京体育场
28日16:30,橄榄球,男子铜牌赛 英国12:17阿根廷,东京体育场
28日17:00,橄榄球,男子金牌赛 新西兰12:27斐济,东京体育场
28日10:00,网球,女子单打1/4决赛 乔治 VS 斯维托琳娜 埃琳娜,有明网球森林公园
28日10:00,网球,男子单打第3轮 伊瓦什卡 伊利亚 VS 锦织 圭,有明网球森林公园
28日10:00,网球,男子单打第3轮 兹维列夫 VS 巴西拉什维利 尼科洛兹,有明网球森林公园
28日10:00,网球,女子双打1/4决赛 斯托苏尔/佩雷兹 VS 本西奇/戈鲁比奇,有明网球森林公园
28日10:00,网球,混合双打第1轮,有明网球森林公园
28日10:00,网球,男子单打第3轮 卡雷诺·布斯塔 VS 珂珀弗,有明网球森林公园
28日10:00,网球,男子单打第3轮 安贝尔 VS 齐齐帕斯,有明网球森林公园
28日10:00,网球,女子单打1/4决赛 莱巴基娜·伊莲娜 VS 穆古鲁萨,有明网球森林公园
28日10:00,网球,混合双打第1轮,有明网球森林公园
28日10:00,网球,女子双打1/4决赛 韦斯宁娜 叶连娜/兹沃娜列娃 韦拉 VS 基琴诺克 娜季娅/基琴诺克 柳德米拉,有明网球森林公园
28日10:00,网球,男子单打第3轮 施瓦茨曼 VS 哈昌诺夫 卡连,有明网球森林公园
28日10:00,网球,男子单打第3轮 查迪 VS 布罗迪,有明网球森林公园
28日10:00,网球,混合双打第1轮,有明网球森林公园
28日10:00,网球,男子双打1/4决赛 桑德格伦/克拉切克 VS 斯特鲁夫/兹维列夫,有明网球森林公园
28日10:00,网球,男子双打1/4决赛 维娜斯/丹尼尔 VS 卡巴尔/法拉,有明网球森林公园
28日10:00,网球,女子单打1/4决赛 巴多萨 VS 万卓索娃·马克塔,有明网球森林公园
28日10:00,网球,混合双打第1轮,有明网球森林公园
28日10:00,网球,混合双打第1轮,有明网球森林公园
28日10:00,网球,男子单打第3轮 弗格尼尼 VS 梅德韦杰夫 丹尼尔,有明网球森林公园
28日10:00,网球,女子单打1/4决赛 帕弗柳琴科娃 安娜斯塔锡娅 VS 本西奇,有明网球森林公园
28日10:00,网球,男子单打第3轮 德约科维奇 VS 戴维多维奇·福基纳,有明网球森林公园
28日10:00,网球,男子双打1/4决赛 帕维奇/梅克蒂克 VS 锦织 圭/马克拉奇兰 本,有明网球森林公园
28日10:00,网球,混合双打第1轮,有明网球森林公园
28日11:30,网球,男子双打1/4决赛 多迪格/西里奇 VS 索尔兹伯里/穆雷,有明网球森林公园
28日11:30,网球,女子双打1/4决赛,有明网球森林公园
28日11:30,网球,混合双打第1轮,有明网球森林公园
28日11:30,网球,混合双打第1轮,有明网球森林公园
28日12:00,网球,女子双打1/4决赛 斯尼亚科娃·卡特琳娜/克赖奇科娃 ·巴尔博拉 VS 巴蒂/桑德斯,有明网球森林公园
28日13:00,水球,女子预赛B组 匈牙利10:9美国,东京辰巳国际游泳场水球中心
28日14:30,水球,女子预赛A组 加拿大21:1南非,东京辰巳国际游泳场水球中心
28日17:20,水球,女子预赛B组 中国16:11日本,东京辰巳国际游泳场水球中心
28日18:50,水球,女子预赛A组 荷兰14:13西班牙,东京辰巳国际游泳场水球中心
28日14:00,跳水,男子双人3米跳板跳水,东京水上运动中心
28日09:30,游泳,男子100米自由泳半决赛第1组,东京水上运动中心
28日09:35,游泳,男子100米自由泳半决赛第2组,东京水上运动中心
28日09:41,游泳,女子200米自由泳决赛,东京水上运动中心
28日09:49,游泳,男子200米蝶泳决赛,东京水上运动中心
28日09:57,游泳,女子200米蝶泳半决赛第1组,东京水上运动中心
28日10:04,游泳,女子200米蝶泳半决赛第2组,东京水上运动中心
28日10:21,游泳,男子200米蛙泳半决赛第1组,东京水上运动中心
28日10:28,游泳,男子200米蛙泳半决赛第2组,东京水上运动中心
28日10:45,游泳,女子200米个人混合泳决赛,东京水上运动中心
28日10:54,游泳,女子1500米自由泳决赛,东京水上运动中心
28日11:26,游泳,男子4x200米自由泳接力决赛,东京水上运动中心
28日18:00,游泳,女子100米自由泳分组预赛第1组,东京水上运动中心
28日18:04,游泳,女子100米自由泳分组预赛第2组,东京水上运动中心
28日18:07,游泳,女子100米自由泳分组预赛第3组,东京水上运动中心
28日18:10,游泳,女子100米自由泳分组预赛第4组,东京水上运动中心
28日18:12,游泳,女子100米自由泳分组预赛第5组,东京水上运动中心
28日18:15,游泳,女子100米自由泳分组预赛第6组,东京水上运动中心
28日18:17,游泳,女子100米自由泳分组预赛第7组,东京水上运动中心
28日18:21,游泳,男子200米仰泳分组预赛第1组,东京水上运动中心
28日18:25,游泳,男子200米仰泳分组预赛第2组,东京水上运动中心
28日18:28,游泳,男子200米仰泳分组预赛第3组,东京水上运动中心
28日18:32,游泳,男子200米仰泳分组预赛第4组,东京水上运动中心
28日18:36,游泳,女子200米蛙泳分组预赛第1组,东京水上运动中心
28日18:41,游泳,女子200米蛙泳分组预赛第2组,东京水上运动中心
28日18:45,游泳,女子200米蛙泳分组预赛第3组,东京水上运动中心
28日18:49,游泳,女子200米蛙泳分组预赛第4组,东京水上运动中心
28日18:54,游泳,男子200米个人混合泳分组预赛第1组,东京水上运动中心
28日18:58,游泳,男子200米个人混合泳分组预赛第2组,东京水上运动中心
28日19:01,游泳,男子200米个人混合泳分组预赛第3组,东京水上运动中心
28日19:05,游泳,男子200米个人混合泳分组预赛第4组,东京水上运动中心
28日19:09,游泳,男子200米个人混合泳分组预赛第5组,东京水上运动中心
28日19:12,游泳,男子200米个人混合泳分组预赛第6组,东京水上运动中心
28日19:17,游泳,女子4x200米自由泳接力分组预赛第1组,东京水上运动中心
28日19:27,游泳,女子4x200米自由泳接力分组预赛第2组,东京水上运动中心
28日10:00,拳击,女子羽量级 (54-57公斤) 1/4决赛1 佩特西奥 VS 阿里亚斯·卡斯塔涅达,国技馆
28日10:15,拳击,女子羽量级 (54-57公斤) 1/4决赛2 韦尔 VS 海德,国技馆
28日10:30,拳击,女子中量级 (69-75公斤) 16强 普莱斯 VS 蒙克巴特·米格玛加尔格,国技馆
28日10:48,拳击,女子中量级 (69-75公斤) 16强 帕克 VS 拜伦,国技馆
28日11:03,拳击,女子中量级 (69-75公斤) 16强 蒂博尔特 VS 里亚贝茨·娜杰日达,国技馆
28日11:18,拳击,女子中量级 (69-75公斤) 16强 沃西克·埃尔兹别塔 VS 丰廷·努奇卡,国技馆
28日11:36,拳击,男子羽量级 (52-57公斤) 16强 米尔扎哈利洛夫 米拉济兹别克 VS 沃克,国技馆
28日11:51,拳击,男子羽量级 (52-57公斤) 16强 捷米尔扎诺夫·塞里克 VS 拉甘,国技馆
28日12:06,拳击,男子羽量级 (52-57公斤) 16强 塔基 VS 凯塞多·帕奇托,国技馆
28日12:24,拳击,男子羽量级 (52-57公斤) 16强 阿维拉·塞古拉 VS 姆伦加,国技馆
28日12:39,拳击,男子轻重量级 (75-81公斤) 16强 努尔达列托夫·贝克扎特 VS 哈塔耶夫 伊马姆,国技馆
28日12:54,拳击,男子轻重量级 (75-81公斤) 16强 贾利多夫·加弗洛娃 VS 奥库索,国技馆
28日13:12,拳击,男子轻重量级 (75-81公斤) 16强 马查多 VS 陈大祥,国技馆
28日13:27,拳击,男子轻重量级 (75-81公斤) 16强 惠特克 VS 阿卜杜勒拉赫曼·萨拉赫·阿拉比·阿卜杜拉贾瓦德,国技馆
28日16:00,拳击,女子羽量级 (54-57公斤) 1/4决赛3 阿廷斯托尔 VS 尼科尔森,国技馆
28日16:15,拳击,女子羽量级 (54-57公斤) 1/4决赛4 奈给塔 VS 入江 圣奈,国技馆
28日16:30,拳击,女子中量级 (69-75公斤) 16强 格拉汉姆 VS 玛戈梅达莉叶娃 津菲拉,国技馆
28日16:48,拳击,女子中量级 (69-75公斤) 16强 格拉曼 VS 帕奇托·胡拉多,国技馆
28日17:03,拳击,女子中量级 (69-75公斤) 16强 普加拉尼 VS 柴伯,国技馆
28日17:18,拳击,女子中量级 (69-75公斤) 16强 奥罗克 VS 李倩,国技馆
28日17:36,拳击,男子羽量级 (52-57公斤) 16强 阿尔瓦雷斯 VS 沙巴赫什·达尼亚尔,国技馆
28日17:51,拳击,男子羽量级 (52-57公斤) 16强 德恰布提·查柴 VS 库埃洛,国技馆
28日18:06,拳击,男子羽量级 (52-57公斤) 16强 阮范阳 VS 滕巴塔尔·埃德内巴特,国技馆
28日18:24,拳击,男子羽量级 (52-57公斤) 16强 德拉克鲁斯·巴埃斯 VS 巴特尔加济耶夫 阿利别尔特,国技馆
28日18:39,拳击,男子轻重量级 (75-81公斤) 16强 洛佩斯 VS 侯默里,国技馆
28日18:54,拳击,男子轻重量级 (75-81公斤) 16强 普兰蒂克 VS 罗梅罗·托雷斯,国技馆
28日19:12,拳击,男子轻重量级 (75-81公斤) 16强 萨梅德 VS 马尔坎·拜拉姆,国技馆
28日19:27,拳击,男子轻重量级 (75-81公斤) 16强 鲁兹梅托夫 季利绍德 VS 阿利丰索 多明格斯 洛连,国技馆
28日10:00,柔道,女子70公斤级32强淘汰赛 曼纳洛姆 VS 玛特妮娅佐娃 古莉诺扎,日本武道馆
28日10:00,柔道,男子90公斤级64强淘汰赛 马塞多 VS 波兹巴耶夫·伊斯拉穆,日本武道馆
28日10:06,柔道,男子90公斤级32强淘汰赛 谢拉扎迪什维利 VS 甘图尔加·阿拉坦巴嘎纳,日本武道馆
28日10:06,柔道,女子70公斤级32强淘汰赛 博恩霍姆 VS 兰杜尔西,日本武道馆
28日10:13,柔道,男子90公斤级32强淘汰赛 菲奈斯 VS 纽曼,日本武道馆
28日10:13,柔道,女子70公斤级32强淘汰赛 贝兰迪 VS 阿斯玛·酿,日本武道馆
28日10:19,柔道,男子90公斤级32强淘汰赛 伊戈利尼科夫 米哈伊尔 VS 多索·雅武,日本武道馆
28日10:19,柔道,女子70公斤级32强淘汰赛 德赖斯代尔·戴利 VS 蒂莫,日本武道馆
28日10:26,柔道,男子90公斤级32强淘汰赛 波兹巴耶夫·伊斯拉穆 VS 梅赫季耶夫 马马达利,日本武道馆
28日10:26,柔道,女子70公斤级32强淘汰赛 波列斯 VS 弗莱彻,日本武道馆
28日10:32,柔道,男子90公斤级32强淘汰赛 别考里 拉沙 VS 库切拉·皮奥特,日本武道馆
28日10:32,柔道,女子70公斤级32强淘汰赛 金省然 VS 阿雷·索菲娜,日本武道馆
28日10:39,柔道,男子90公斤级32强淘汰赛 克拉默特·大卫 VS 李·科赫曼,日本武道馆
28日10:39,柔道,女子70公斤级32强淘汰赛 泰尔茨杜 VS 孙晓倩,日本武道馆
28日10:45,柔道,男子90公斤级32强淘汰赛 博邦诺夫 达夫拉特 VS 蒙盖,日本武道馆
28日10:45,柔道,女子70公斤级32强淘汰赛 波特拉 VS 沙欣,日本武道馆
28日10:52,柔道,男子90公斤级32强淘汰赛 弗洛伦蒂诺 VS 纳巴利 奎焦,日本武道馆
28日10:52,柔道,女子70公斤级32强淘汰赛 伯纳乌 VS 泰玛佐娃 玛金娜,日本武道馆
28日10:58,柔道,男子90公斤级32强淘汰赛 恩德·诺尔 VS 佩尔索利亚,日本武道馆
28日10:58,柔道,女子70公斤级32强淘汰赛 佩雷斯 VS 豪厄尔,日本武道馆
28日11:05,柔道,男子90公斤级32强淘汰赛 克莱热 VS 乌斯托皮里翁 科姆龙绍赫,日本武道馆
28日11:05,柔道,女子70公斤级32强淘汰赛 斯科齐马罗 VS 罗德里格斯,日本武道馆
28日11:11,柔道,男子90公斤级32强淘汰赛 席尔瓦·莫拉莱斯 VS 兹甘克·米哈伊尔,日本武道馆
28日11:11,柔道,女子70公斤级32强淘汰赛 科夫兰 VS 比里博,日本武道馆
28日11:18,柔道,男子90公斤级32强淘汰赛 布朗 VS 穆罕默德·阿卜杜拉,日本武道馆
28日11:18,柔道,女子70公斤级16强淘汰赛 戴克·桑恩 VS 玛特妮娅佐娃 古莉诺扎,日本武道馆
28日11:24,柔道,男子90公斤级32强淘汰赛 托斯·克里斯蒂安 VS 米森加,日本武道馆
28日11:24,柔道,女子70公斤级16强淘汰赛 博恩霍姆 VS 贝兰迪,日本武道馆
28日11:31,柔道,男子90公斤级32强淘汰赛 莱埃莱特 VS 向翔一郎,日本武道馆
28日11:31,柔道,女子70公斤级16强淘汰赛 马蒂克 VS 蒂莫,日本武道馆
28日11:37,柔道,男子90公斤级32强淘汰赛 马吉多夫 VS 特里普尔,日本武道馆
28日11:37,柔道,女子70公斤级16强淘汰赛 波列斯 VS 金省然,日本武道馆
28日11:44,柔道,男子90公斤级32强淘汰赛 郭同韩 VS 阿纳尼,日本武道馆
28日11:44,柔道,女子70公斤级16强淘汰赛 比诺 VS 泰尔茨杜,日本武道馆
28日11:50,柔道,男子90公斤级16强淘汰赛 谢拉扎迪什维利 VS 纽曼,日本武道馆
28日11:50,柔道,女子70公斤级16强淘汰赛 波特拉 VS 泰玛佐娃 玛金娜,日本武道馆
28日11:57,柔道,男子90公斤级16强淘汰赛 伊戈利尼科夫 米哈伊尔 VS 梅赫季耶夫 马马达利,日本武道馆
28日11:57,柔道,女子70公斤级16强淘汰赛 新井千鹤 VS 佩雷斯,日本武道馆
28日12:03,柔道,男子90公斤级16强淘汰赛 别考里 拉沙 VS 李·科赫曼,日本武道馆
28日12:03,柔道,女子70公斤级16强淘汰赛 斯科齐马罗 VS 科夫兰,日本武道馆
28日12:10,柔道,男子90公斤级16强淘汰赛 博邦诺夫 达夫拉特 VS 纳巴利 奎焦,日本武道馆
28日12:10,柔道,女子70公斤级1/4决赛 戴克·桑恩 VS 贝兰迪,日本武道馆
28日12:16,柔道,男子90公斤级16强淘汰赛 恩德·诺尔 VS 克莱热,日本武道馆
28日12:16,柔道,女子70公斤级1/4决赛 马蒂克 VS 波列斯,日本武道馆
28日12:23,柔道,男子90公斤级16强淘汰赛 兹甘克·米哈伊尔 VS 布朗,日本武道馆
28日12:23,柔道,女子70公斤级1/4决赛 泰尔茨杜 VS 泰玛佐娃 玛金娜,日本武道馆
28日12:29,柔道,男子90公斤级16强淘汰赛 托斯·克里斯蒂安 VS 向翔一郎,日本武道馆
28日12:29,柔道,女子70公斤级1/4决赛 新井千鹤 VS 斯科齐马罗,日本武道馆
28日12:36,柔道,男子90公斤级16强淘汰赛 特里普尔 VS 郭同韩,日本武道馆
28日12:42,柔道,男子90公斤级1/4决赛 谢拉扎迪什维利 VS 伊戈利尼科夫 米哈伊尔,日本武道馆
28日12:49,柔道,男子90公斤级1/4决赛 别考里 拉沙 VS 博邦诺夫 达夫拉特,日本武道馆
28日12:55,柔道,男子90公斤级1/4决赛 恩德·诺尔 VS 兹甘克·米哈伊尔,日本武道馆
28日13:02,柔道,男子90公斤级1/4决赛 托斯·克里斯蒂安 VS 特里普尔,日本武道馆
28日16:00,柔道,女子70公斤级复活赛 贝兰迪 VS 马蒂克,日本武道馆
28日16:08,柔道,女子70公斤级复活赛 泰尔茨杜 VS 斯科齐马罗,日本武道馆
28日16:17,柔道,女子70公斤级B表半决赛 泰玛佐娃 玛金娜 VS 新井千鹤,日本武道馆
28日16:25,柔道,女子70公斤级A表半决赛 戴克·桑恩 VS 波列斯,日本武道馆
28日16:34,柔道,男子90公斤级复活赛 谢拉扎迪什维利 VS 博邦诺夫 达夫拉特,日本武道馆
28日16:42,柔道,男子90公斤级复活赛 恩德·诺尔 VS 托斯·克里斯蒂安,日本武道馆
28日16:51,柔道,男子90公斤级B表半决赛 兹甘克·米哈伊尔 VS 特里普尔,日本武道馆
28日16:59,柔道,男子90公斤级A表半决赛 伊戈利尼科夫 米哈伊尔 VS 别考里 拉沙,日本武道馆
28日17:08,柔道,女子70公斤级铜牌争夺赛A 马蒂克 VS 泰玛佐娃 玛金娜,日本武道馆
28日17:16,柔道,女子70公斤级铜牌争夺赛B 斯科齐马罗 VS 戴克·桑恩,日本武道馆
28日17:25,柔道,女子70公斤级决赛 波列斯 VS 新井千鹤,日本武道馆
28日17:33,柔道,男子90公斤级铜牌争夺赛A 博邦诺夫 达夫拉特 VS 兹甘克·米哈伊尔,日本武道馆
28日17:42,柔道,男子90公斤级铜牌争夺赛B 托斯·克里斯蒂安 VS 伊戈利尼科夫 米哈伊尔,日本武道馆
28日17:50,柔道,男子90公斤级决赛 别考里 拉沙 VS 特里普尔,日本武道馆
28日10:30,公路自行车,女子个人计时赛,富士国际赛车场
28日13:00,公路自行车,男子个人计时赛,富士国际赛车场
28日09:00,击剑,男子团体佩剑16强 日本 VS 埃及,幕张展览馆 B厅
28日10:25,击剑,男子团体佩剑1/4决赛1 韩国 VS 埃及,幕张展览馆 B厅
28日10:25,击剑,男子团体佩剑1/4决赛2 ROC VS 德国,幕张展览馆 B厅
28日10:25,击剑,男子团体佩剑1/4决赛3 意大利 VS 伊朗,幕张展览馆 B厅
28日10:25,击剑,男子团体佩剑1/4决赛4 美国 VS 匈牙利,幕张展览馆 B厅
28日11:45,击剑,男子团体佩剑5-8名排名赛 埃及 VS ROC,幕张展览馆 B厅
28日11:45,击剑,男子团体佩剑5-8名排名赛 伊朗 VS 美国,幕张展览馆 B厅
28日12:40,击剑,男子团体佩剑半决赛1 韩国 VS 德国,幕张展览馆 B厅
28日12:40,击剑,男子团体佩剑半决赛2 匈牙利 VS 意大利,幕张展览馆 B厅
28日13:30,击剑,男子团体佩剑5-6名赛 埃及 VS 伊朗,幕张展览馆 B厅
28日13:30,击剑,男子团体佩剑7-8名赛 ROC VS 美国,幕张展览馆 B厅
28日17:30,击剑,男子团体佩剑铜牌赛 德国 VS 匈牙利,幕张展览馆 B厅
28日18:30,击剑,男子团体佩剑金牌赛 韩国 VS 意大利,幕张展览馆 B厅
28日18:15,竞技体操,男子全能决赛,有明体操竞技场
28日11:05,帆船,男子双人艇470级第1轮,江之岛游艇码头
28日11:05,帆船,男子49人级第2轮,江之岛游艇码头
28日11:05,帆船,男子单人艇芬兰人级第3轮,江之岛游艇码头
28日11:05,帆船,男子帆板RS:X级第7轮,江之岛游艇码头
28日11:15,帆船,女子帆板RS:X级第7轮,江之岛游艇码头
28日11:55,帆船,男子帆板RS:X级第8轮,江之岛游艇码头
28日12:00,帆船,男子49人级第3轮,江之岛游艇码头
28日12:05,帆船,女子帆板RS:X级第8轮,江之岛游艇码头
28日12:20,帆船,男子双人艇470级第2轮,江之岛游艇码头
28日12:20,帆船,男子单人艇芬兰人级第4轮,江之岛游艇码头
28日12:45,帆船,男子帆板RS:X级第9轮,江之岛游艇码头
28日12:55,帆船,男子49人级第4轮,江之岛游艇码头
