时间,大项,比赛,场馆
31日10:45,曲棍球,女子分组循环赛B组 阿根廷0:2澳大利亚,大井曲棍球场
31日11:15,曲棍球,女子分组循环赛A组 印度4:3南非,大井曲棍球场
31日17:30,曲棍球,女子分组循环赛A组 德国1:3荷兰,大井曲棍球场
31日19:45,曲棍球,女子分组循环赛A组 爱尔兰0:2英国,大井曲棍球场
31日08:00,手球,女子预赛A组 安哥拉28:25日本,国立代代木竞技场
31日10:00,手球,女子预赛A组 黑山28:26韩国,国立代代木竞技场
31日13:15,手球,女子预赛B组 ROC28:27法国,国立代代木竞技场
31日15:15,手球,女子预赛B组 巴西31:34瑞典,国立代代木竞技场
31日18:30,手球,女子预赛B组 匈牙利29:25西班牙,国立代代木竞技场
31日20:30,手球,女子预赛A组 挪威29:27荷兰,国立代代木竞技场
31日08:00,橄榄球,女子11-12名排名赛 巴西21:12日本,东京体育场
31日08:30,橄榄球,女子9-10名排名赛 加拿大24:10肯尼亚,东京体育场
31日09:00,橄榄球,女子5-8名排名赛 ROC7:35澳大利亚,东京体育场
31日09:30,橄榄球,女子5-8名排名赛 美国33:14中国,东京体育场
31日10:00,橄榄球,女子半决赛 新西兰22:17斐济,东京体育场
31日10:30,橄榄球,女子半决赛 英国19:26法国,东京体育场
31日15:30,橄榄球,女子7-8名排名赛 ROC10:22中国,东京体育场
31日16:00,橄榄球,女子5-6名排名赛 澳大利亚17:7美国,东京体育场
31日16:30,橄榄球,女子铜牌赛 斐济21:12英国,东京体育场
31日17:00,橄榄球,女子金牌赛 新西兰26:12法国,东京体育场
31日14:00,网球,女子双打铜牌赛,有明网球森林公园
31日14:00,网球,混合双打铜牌赛,有明网球森林公园
31日14:00,网球,男子单打铜牌赛 德约科维奇 VS 卡雷诺·布斯塔,有明网球森林公园
31日14:00,网球,女子单打铜牌赛 莱巴基娜·伊莲娜 VS 斯维托琳娜 埃琳娜,有明网球森林公园
31日14:00,网球,女子单打金牌赛 本西奇 VS 万卓索娃·马克塔,有明网球森林公园
31日09:00,水球,男子预赛B组 黑山19:12哈萨克斯坦,东京辰巳国际游泳场水球中心
31日10:30,水球,男子预赛B组 澳大利亚5:16西班牙,东京辰巳国际游泳场水球中心
31日13:00,水球,男子预赛A组 美国8:11匈牙利,东京辰巳国际游泳场水球中心
31日14:30,水球,男子预赛B组 克罗地亚14:12塞尔维亚,东京辰巳国际游泳场水球中心
31日17:20,水球,男子预赛A组 意大利16:8日本,东京辰巳国际游泳场水球中心
31日18:50,水球,男子预赛A组 南非5:28希腊,东京辰巳国际游泳场水球中心
31日14:00,跳水,女子3米跳板跳水半决赛,东京水上运动中心
31日09:30,游泳,男子100米蝶泳决赛,东京水上运动中心
31日09:37,游泳,女子200米仰泳决赛,东京水上运动中心
31日09:46,游泳,女子800米自由泳决赛,东京水上运动中心
31日10:11,游泳,男子50米自由泳半决赛第1组,东京水上运动中心
31日10:16,游泳,男子50米自由泳半决赛第2组,东京水上运动中心
31日10:32,游泳,女子50米自由泳半决赛第1组,东京水上运动中心
31日10:37,游泳,女子50米自由泳半决赛第2组,东京水上运动中心
31日10:43,游泳,男女混合4x100米混合泳接力决赛,东京水上运动中心
31日10:00,拳击,男子蝇量级 (48-52公斤) 16强 阿米特 VS 马丁内斯·里瓦斯,国技馆
31日10:15,拳击,男子蝇量级 (48-52公斤) 16强 胡建关 VS 田中 亮明,国技馆
31日10:30,拳击,男子蝇量级 (48-52公斤) 16强 瓦雷拉·德·皮纳 VS 佐伊罗夫 沙霍比金,国技馆
31日10:48,拳击,男子蝇量级 (48-52公斤) 16强 帕拉姆 VS 弗利西,国技馆
31日11:03,拳击,男子轻量级 (57-63公斤) 16强 乌米亚 VS 戴维斯,国技馆
31日11:18,拳击,男子轻量级 (57-63公斤) 16强 科林 VS 马梅多夫 加比利,国技馆
31日11:36,拳击,男子轻量级 (57-63公斤) 16强 巴科夫 VS 恰拉比耶夫 贾维德,国技馆
31日11:51,拳击,男子轻量级 (57-63公斤) 16强 乌斯蒙诺夫 巴霍杜尔 VS 阿布杜赖莫夫 埃利努尔,国技馆
31日12:06,拳击,女子中量级 (69-75公斤) 1/4决赛1 普莱斯 VS 拜伦,国技馆
31日12:24,拳击,女子中量级 (69-75公斤) 1/4决赛2 蒂博尔特 VS 丰廷·努奇卡,国技馆
31日12:39,拳击,女子羽量级 (54-57公斤) 半决赛1 佩特西奥 VS 海德,国技馆
31日16:00,拳击,男子蝇量级 (48-52公斤) 16强 维蒂亚 VS 苏莱马努,国技馆
31日16:15,拳击,男子蝇量级 (48-52公斤) 16强 钦扬巴 VS 亚菲,国技馆
31日16:30,拳击,男子蝇量级 (48-52公斤) 16强 阿赛诺夫 VS 埃斯科瓦尔·马斯库纳诺,国技馆
31日16:48,拳击,男子蝇量级 (48-52公斤) 16强 比博西诺夫·萨肯 VS 本纳马,国技馆
31日17:03,拳击,男子轻量级 (57-63公斤) 16强 克鲁斯 VS 麦科马克,国技馆
31日17:18,拳击,男子轻量级 (57-63公斤) 16强 阿萨诺夫 德米特里 VS 德奥利维拉,国技馆
31日17:36,拳击,男子轻量级 (57-63公斤) 16强 萨菲乌林·扎基尔 VS 成松 大介,国技馆
31日17:37,拳击,男子轻量级 (57-63公斤) 16强 加赛德 VS 乔纳斯,国技馆
31日17:51,拳击,女子中量级 (69-75公斤) 1/4决赛3 玛戈梅达莉叶娃 津菲拉 VS 格拉曼,国技馆
31日18:06,拳击,女子中量级 (69-75公斤) 1/4决赛4 普加拉尼 VS 李倩,国技馆
31日18:24,拳击,女子羽量级 (54-57公斤) 半决赛2 阿廷斯托尔 VS 入江 圣奈,国技馆
31日09:00,击剑,女子团体佩剑16强 突尼斯 VS 日本,幕张展览馆 B厅
31日10:25,击剑,女子团体佩剑1/4决赛1 日本 VS ROC,幕张展览馆 B厅
31日10:25,击剑,女子团体佩剑1/4决赛2 匈牙利 VS 韩国,幕张展览馆 B厅
31日10:25,击剑,女子团体佩剑1/4决赛3 法国 VS 美国,幕张展览馆 B厅
31日10:25,击剑,女子团体佩剑1/4决赛4 中国 VS 意大利,幕张展览馆 B厅
31日11:45,击剑,女子团体佩剑5-8名排名赛 日本 VS 匈牙利,幕张展览馆 B厅
31日11:45,击剑,女子团体佩剑5-8名排名赛 中国 VS 美国,幕张展览馆 B厅
31日12:40,击剑,女子团体佩剑半决赛1 ROC VS 韩国,幕张展览馆 B厅
31日12:40,击剑,女子团体佩剑半决赛2 法国 VS 意大利,幕张展览馆 B厅
31日13:30,击剑,女子团体佩剑5-6名赛 日本 VS 美国,幕张展览馆 B厅
31日13:30,击剑,女子团体佩剑7-8名赛 匈牙利 VS 中国,幕张展览馆 B厅
31日17:30,击剑,女子团体佩剑铜牌赛 韩国 VS 意大利,幕张展览馆 B厅
31日18:30,击剑,女子团体佩剑金牌赛 ROC VS 法国,幕张展览馆 B厅
31日10:00,柔道,混合团体16强淘汰赛,日本武道馆
31日10:00,柔道,混合团体16强淘汰赛,日本武道馆
31日10:25,柔道,混合团体16强淘汰赛,日本武道馆
31日10:25,柔道,混合团体16强淘汰赛,日本武道馆
31日10:50,柔道,混合团体1/4决赛,日本武道馆
31日10:50,柔道,混合团体1/4决赛,日本武道馆
31日11:30,柔道,混合团体1/4决赛,日本武道馆
31日11:30,柔道,混合团体1/4决赛,日本武道馆
31日12:20,柔道,混合团体复活赛,日本武道馆
31日12:20,柔道,混合团体复活赛,日本武道馆
31日12:55,柔道,混合团体半决赛A,日本武道馆
31日12:55,柔道,混合团体半决赛B,日本武道馆
31日16:00,柔道,混合团体铜牌赛A,日本武道馆
31日16:56,柔道,混合团体铜牌赛B,日本武道馆
31日17:52,柔道,混合团体决赛,日本武道馆
31日08:00,田径,女子400米跨栏第1轮 - 第1组,奥林匹克体育场
31日08:08,田径,女子400米跨栏第1轮 - 第2组,奥林匹克体育场
31日08:16,田径,女子400米跨栏第1轮 - 第3组,奥林匹克体育场
31日08:24,田径,女子400米跨栏第1轮 - 第4组,奥林匹克体育场
31日08:30,田径,女子铁饼资格赛 - A组,奥林匹克体育场
31日08:32,田径,女子400米跨栏第1轮 - 第5组,奥林匹克体育场
31日08:40,田径,男子撑竿跳高资格赛 - A组,奥林匹克体育场
31日08:50,田径,男子800米第1轮 - 第1组,奥林匹克体育场
31日08:58,田径,男子800米第1轮 - 第2组,奥林匹克体育场
31日09:06,田径,男子800米第1轮 - 第3组,奥林匹克体育场
31日09:14,田径,男子800米第1轮 - 第4组,奥林匹克体育场
31日09:22,田径,男子800米第1轮 - 第5组,奥林匹克体育场
31日09:30,田径,男子800米第1轮 - 第6组,奥林匹克体育场
31日09:45,田径,女子100米跨栏第1轮 - 第1组,奥林匹克体育场
31日09:53,田径,女子100米跨栏第1轮 - 第2组,奥林匹克体育场
31日09:55,田径,女子铁饼资格赛 - B组,奥林匹克体育场
31日10:01,田径,女子100米跨栏第1轮 - 第3组,奥林匹克体育场
31日10:09,田径,女子100米跨栏第1轮 - 第4组,奥林匹克体育场
31日10:17,田径,女子100米跨栏第1轮 - 第5组,奥林匹克体育场
31日10:31,田径,男子撑竿跳高资格赛 - B组,奥林匹克体育场
31日10:35,田径,男子100米预赛 - 第1组,奥林匹克体育场
31日10:43,田径,男子100米预赛 - 第2组,奥林匹克体育场
31日10:51,田径,男子100米预赛 - 第3组,奥林匹克体育场
31日10:59,田径,男子100米预赛 - 第4组,奥林匹克体育场
31日18:10,田径,男子跳远资格赛 - A组,奥林匹克体育场
31日18:10,田径,男子跳远资格赛 - B组,奥林匹克体育场
31日18:15,田径,女子100米半决赛1,奥林匹克体育场
31日18:23,田径,女子100米半决赛2,奥林匹克体育场
31日18:31,田径,女子100米半决赛3,奥林匹克体育场
31日18:45,田径,男子100米第1轮 - 第1组,奥林匹克体育场
31日18:53,田径,男子100米第1轮 - 第2组,奥林匹克体育场
31日19:01,田径,男子100米第1轮 - 第3组,奥林匹克体育场
31日19:09,田径,男子100米第1轮 - 第4组,奥林匹克体育场
31日19:15,田径,男子铁饼决赛,奥林匹克体育场
31日19:17,田径,男子100米第1轮 - 第5组,奥林匹克体育场
31日19:25,田径,男子100米第1轮 - 第6组,奥林匹克体育场
31日19:33,田径,男子100米第1轮 - 第7组,奥林匹克体育场
31日19:50,田径,女子800米半决赛1,奥林匹克体育场
31日20:00,田径,女子800米半决赛2,奥林匹克体育场
31日20:10,田径,女子800米半决赛3,奥林匹克体育场
31日20:35,田径,4 x 400米混合接力决赛,奥林匹克体育场
31日20:50,田径,女子100米决赛,奥林匹克体育场
31日06:30,铁人三项,混合接力赛,御台场海滨公园
31日12:00,蹦床,男子资格赛,有明体操竞技场
31日13:50,蹦床,男子决赛,有明体操竞技场
31日11:05,帆船,男子49人级第10轮,江之岛游艇码头
31日11:05,帆船,男子单人艇芬兰人级第7轮,江之岛游艇码头
31日11:05,帆船,女子49人FX级第10轮,江之岛游艇码头
31日11:05,帆船,男女混合多体船诺卡拉17级第7轮,江之岛游艇码头
31日12:00,帆船,男子49人级第11轮,江之岛游艇码头
31日12:00,帆船,女子49人FX级第11轮,江之岛游艇码头
31日12:00,帆船,男女混合多体船诺卡拉17级第8轮,江之岛游艇码头
31日12:20,帆船,男子单人艇芬兰人级第8轮,江之岛游艇码头
31日12:55,帆船,男子49人级第12轮,江之岛游艇码头
31日12:55,帆船,女子49人FX级第12轮,江之岛游艇码头
31日12:55,帆船,男女混合多体船诺卡拉17级第9轮,江之岛游艇码头
31日13:33,帆船,女子帆板RS:X级奖牌赛,江之岛游艇码头
31日14:33,帆船,男子帆板RS:X级奖牌赛,江之岛游艇码头
31日09:10,自由式小轮车,女子自由式公园赛排位赛,有明城市运动公园
31日10:20,自由式小轮车,男子自由式公园赛排位赛,有明城市运动公园
31日08:00,射击,混合团体多向飞碟资格赛,朝霞射击场
31日11:00,射击,女子50米步枪三姿资格赛,朝霞射击场
31日12:30,射击,混合团体多向飞碟铜牌赛,朝霞射击场
31日13:05,射击,混合团体多向飞碟金牌赛,朝霞射击场
31日15:00,射击,女子50米步枪三姿决赛,朝霞射击场
31日10:50,举重,男子81公斤级B组,东京国际论坛大楼
31日10:50,举重,男子96公斤级B组,东京国际论坛大楼
31日14:50,举重,男子81公斤级A组,东京国际论坛大楼
31日18:50,举重,男子96公斤级A组,东京国际论坛大楼
31日07:30,马术,三项赛 - 盛装舞步次日 - 第3场,马事公苑
31日08:30,射箭,男子个人1/8淘汰赛 内斯波利 VS 达梅达,梦之岛公园射箭场
31日08:43,射箭,男子个人1/8淘汰赛 汤智钧 VS 艾特伊·尚妮,梦之岛公园射箭场
31日08:56,射箭,男子个人1/8淘汰赛 金优镇 VS 穆罕默德,梦之岛公园射箭场
31日09:09,射箭,男子个人1/8淘汰赛 乌鲁赫 VS 杜纳斯,梦之岛公园射箭场
31日09:22,射箭,男子个人1/8淘汰赛 加索兹·迈特 VS 沃特,梦之岛公园射箭场
31日09:35,射箭,男子个人1/8淘汰赛 李佳伦 VS 阿卜杜勒林·伊法特,梦之岛公园射箭场
31日09:48,射箭,男子个人1/8淘汰赛 古川高晴 VS 达斯,梦之岛公园射箭场
31日10:01,射箭,男子个人1/8淘汰赛 埃利森 VS 伍奇,梦之岛公园射箭场
31日13:45,射箭,男子个人1/4决赛 汤智钧 VS 金优镇,梦之岛公园射箭场
31日14:00,射箭,男子个人1/4决赛 内斯波利 VS 乌鲁赫,梦之岛公园射箭场
31日14:15,射箭,男子个人1/4决赛 加索兹·迈特 VS 埃利森,梦之岛公园射箭场
31日14:30,射箭,男子个人1/4决赛 古川高晴 VS 李佳伦,梦之岛公园射箭场
31日14:45,射箭,男子个人半决赛 内斯波利 VS 汤智钧,梦之岛公园射箭场
31日15:00,射箭,男子个人半决赛 加索兹·迈特 VS 古川高晴,梦之岛公园射箭场
31日15:30,射箭,男子个人铜牌赛 古川高晴 VS 汤智钧,梦之岛公园射箭场
31日15:45,射箭,男子个人金牌赛 加索兹·迈特 VS 内斯波利,梦之岛公园射箭场
