时间,大项,比赛,场馆
01日10:28,摔跤,男子古典式130公斤级1/8决赛 阿布杜尔拉耶夫 穆明忠 VS 维汀 阿图尔,幕张展览馆 A厅
01日10:28,摔跤,女子自由式76公斤级1/8决赛 皆川 博惠 VS 奥奇尔巴特·布尔玛,幕张展览馆 A厅
01日10:35,摔跤,男子古典式60公斤级1/8决赛 沙尔申别科夫 若拉曼 VS 艾纳古洛夫·米拉姆别克,幕张展览馆 A厅
01日10:35,摔跤,男子古典式130公斤级1/8决赛 阿科斯塔·费尔南德斯 VS 艾敏·古恩尼奇,幕张展览馆 A厅
01日10:35,摔跤,女子自由式76公斤级1/8决赛 威比 VS 马耶 艾普,幕张展览馆 A厅
01日10:42,摔跤,男子古典式60公斤级1/8决赛 奥尔塔·桑切斯 VS 哈菲佐夫,幕张展览馆 A厅
01日10:42,摔跤,男子古典式130公斤级1/8决赛 卡贾亚 伊阿茨 VS 库斯马宁,幕张展览馆 A厅
01日10:42,摔跤,女子自由式76公斤级1/8决赛 周倩 VS 别琳斯卡娅 阿拉,幕张展览馆 A厅
01日10:49,摔跤,男子古典式60公斤级1/8决赛 海瑟姆·马哈茂德 VS 耶梅利因 谢尔盖,幕张展览馆 A厅
01日10:49,摔跤,男子古典式130公斤级1/8决赛 谢缅诺夫 谢尔盖 VS 阿卜杜拉提夫·穆罕默德·艾哈迈德·穆罕默德,幕张展览馆 A厅
01日10:49,摔跤,女子自由式76公斤级1/8决赛 玛勒扎柳克 娃锡莉萨 VS 罗特-福克恩,幕张展览馆 A厅
01日10:56,摔跤,男子古典式60公斤级1/4决赛 文田 健一郎 VS 瓦里汗·赛里克,幕张展览馆 A厅
01日10:56,摔跤,男子古典式130公斤级1/4决赛 卡亚拉普·里扎 VS 波普,幕张展览馆 A厅
01日10:56,摔跤,女子自由式76公斤级1/4决赛 格雷 VS 阿达尔·亚塞明,幕张展览馆 A厅
01日11:03,摔跤,男子古典式60公斤级1/4决赛 捷米罗夫 连努尔 VS 梅利基扬,幕张展览馆 A厅
01日11:03,摔跤,男子古典式130公斤级1/4决赛 洛佩斯·努涅斯 VS 米尔扎德·阿敏,幕张展览馆 A厅
01日11:03,摔跤,女子自由式76公斤级1/4决赛 沃萝比叶娃 娜塔莉娅 VS 梅杰特 克济 艾佩丽,幕张展览馆 A厅
01日11:10,摔跤,男子古典式60公斤级1/4决赛 乔班诺夫 维克托 VS 沙尔申别科夫 若拉曼,幕张展览馆 A厅
01日11:10,摔跤,男子古典式130公斤级1/4决赛 阿布杜尔拉耶夫 穆明忠 VS 阿科斯塔·费尔南德斯,幕张展览馆 A厅
01日11:10,摔跤,女子自由式76公斤级1/4决赛 皆川 博惠 VS 马耶 艾普,幕张展览馆 A厅
01日11:17,摔跤,男子古典式60公斤级1/4决赛 奥尔塔·桑切斯 VS 耶梅利因 谢尔盖,幕张展览馆 A厅
01日11:17,摔跤,男子古典式130公斤级1/4决赛 卡贾亚 伊阿茨 VS 谢缅诺夫 谢尔盖,幕张展览馆 A厅
01日11:17,摔跤,女子自由式76公斤级1/4决赛 周倩 VS 罗特-福克恩,幕张展览馆 A厅
01日17:15,摔跤,男子古典式60公斤级半决赛 文田 健一郎 VS 捷米罗夫 连努尔,幕张展览馆 A厅
01日17:22,摔跤,男子古典式60公斤级半决赛 乔班诺夫 维克托 VS 奥尔塔·桑切斯,幕张展览馆 A厅
01日17:29,摔跤,男子古典式130公斤级半决赛 卡亚拉普·里扎 VS 洛佩斯·努涅斯,幕张展览馆 A厅
01日17:36,摔跤,男子古典式130公斤级半决赛 阿科斯塔·费尔南德斯 VS 卡贾亚 伊阿茨,幕张展览馆 A厅
01日17:43,摔跤,女子自由式76公斤级半决赛 格雷 VS 梅杰特 克济 艾佩丽,幕张展览馆 A厅
01日17:50,摔跤,女子自由式76公斤级半决赛 皆川 博惠 VS 罗特-福克恩,幕张展览馆 A厅
01日09:30,游泳,男子50米自由泳决赛,东京水上运动中心
01日09:37,游泳,女子50米自由泳决赛,东京水上运动中心
01日09:44,游泳,男子1500米自由泳决赛,东京水上运动中心
01日10:15,游泳,女子4x100米混合泳接力决赛,东京水上运动中心
01日10:36,游泳,男子4x100米混合泳接力决赛,东京水上运动中心
01日10:00,拳击,女子蝇量级 (48-51公斤) 1/4决赛1 卡基罗格鲁·巴斯纳兹 VS 吉彭·朱塔玛斯,国技馆
01日10:15,拳击,女子蝇量级 (48-51公斤) 1/4决赛2 拉多瓦诺维奇 VS 黄筱雯,国技馆
01日10:30,拳击,男子羽量级 (52-57公斤) 1/4决赛1 沃克 VS 拉甘,国技馆
01日10:48,拳击,男子羽量级 (52-57公斤) 1/4决赛2 塔基 VS 阿维拉·塞古拉,国技馆
01日11:03,拳击,男子沉量级 (63-69公斤) 半决赛1 麦科马克 VS 沃尔什,国技馆
01日11:18,拳击,男子中量级 (69-75公斤) 1/4决赛1 赫日尼亚克 亚历山大 VS 塞德诺·马丁内斯,国技馆
01日11:36,拳击,男子中量级 (69-75公斤) 1/4决赛2 达奇尼扬 VS 马夏尔,国技馆
01日11:51,拳击,男子轻重量级 (75-81公斤) 半决赛1 哈塔耶夫 伊马姆 VS 惠特克,国技馆
01日12:06,拳击,男子超重量级 (91公斤以上) 1/4决赛1 贾洛洛夫 巴霍季尔 VS 萨蒂什·库马尔,国技馆
01日12:24,拳击,男子超重量级 (91公斤以上) 1/4决赛2 克拉克 VS 阿利耶夫,国技馆
01日16:00,拳击,女子蝇量级 (48-51公斤) 1/4决赛3 瓦伦西亚·维多利亚 VS 并木 月海,国技馆
01日16:15,拳击,女子蝇量级 (48-51公斤) 1/4决赛4 克拉斯提娃 VS 常园,国技馆
01日16:30,拳击,男子羽量级 (52-57公斤) 1/4决赛3 阿尔瓦雷斯 VS 德恰布提·查柴,国技馆
01日16:48,拳击,男子羽量级 (52-57公斤) 1/4决赛4 滕巴塔尔·埃德内巴特 VS 巴特尔加济耶夫 阿利别尔特,国技馆
01日17:03,拳击,男子沉量级 (63-69公斤) 半决赛2 伊格莱西亚斯 VS 扎姆科沃 安德列,国技馆
01日17:18,拳击,男子中量级 (69-75公斤) 1/4决赛3 索萨 VS 阿曼库尔·阿比尔汗,国技馆
01日17:36,拳击,男子中量级 (69-75公斤) 1/4决赛4 小瓦桑 VS 巴克希 格列布,国技馆
01日17:51,拳击,男子轻重量级 (75-81公斤) 半决赛2 洛佩斯 VS 阿利丰索 多明格斯 洛连,国技馆
01日18:06,拳击,男子超重量级 (91公斤以上) 1/4决赛3 小托雷斯 VS 佩罗,国技馆
01日18:24,拳击,男子超重量级 (91公斤以上) 1/4决赛4 韦里阿索夫 伊万 VS 昆卡巴耶夫·卡姆西别克,国技馆
01日08:00,击剑,男子团体花剑16强 加拿大 VS 德国,幕张展览馆 B厅
01日09:45,击剑,男子团体花剑1/4决赛1 美国 VS 德国,幕张展览馆 B厅
01日09:45,击剑,男子团体花剑1/4决赛2 中国香港 VS ROC,幕张展览馆 B厅
01日09:45,击剑,男子团体花剑1/4决赛3 意大利 VS 日本,幕张展览馆 B厅
01日09:45,击剑,男子团体花剑1/4决赛4 法国 VS 埃及,幕张展览馆 B厅
01日11:25,击剑,男子团体花剑5-8名排名赛 德国 VS 中国香港,幕张展览馆 B厅
01日11:25,击剑,男子团体花剑5-8名排名赛 意大利 VS 埃及,幕张展览馆 B厅
01日12:40,击剑,男子团体花剑半决赛1 美国 VS ROC,幕张展览馆 B厅
01日12:40,击剑,男子团体花剑半决赛2 日本 VS 法国,幕张展览馆 B厅
01日13:50,击剑,男子团体花剑5-6名赛 意大利 VS 德国,幕张展览馆 B厅
01日13:50,击剑,男子团体花剑7-8名赛 中国香港 VS 埃及,幕张展览馆 B厅
01日17:30,击剑,男子团体花剑铜牌赛 美国 VS 日本,幕张展览馆 B厅
01日18:50,击剑,男子团体花剑金牌赛 法国 VS ROC,幕张展览馆 B厅
01日08:10,田径,女子链球资格赛 - A组,奥林匹克体育场
01日08:40,田径,女子3000米障碍赛第1轮 - 第1组,奥林匹克体育场
01日08:50,田径,女子跳远资格赛 - A组,奥林匹克体育场
01日08:50,田径,女子跳远资格赛 - B组,奥林匹克体育场
01日08:55,田径,女子3000米障碍赛第1轮 - 第2组,奥林匹克体育场
01日09:10,田径,女子3000米障碍赛第1轮 - 第3组,奥林匹克体育场
01日09:35,田径,女子铅球决赛,奥林匹克体育场
01日09:40,田径,女子链球资格赛 - B组,奥林匹克体育场
01日09:45,田径,男子400米第1轮 - 第1组,奥林匹克体育场
01日09:53,田径,男子400米第1轮 - 第2组,奥林匹克体育场
01日10:01,田径,男子400米第1轮 - 第3组,奥林匹克体育场
01日10:09,田径,男子400米第1轮 - 第4组,奥林匹克体育场
01日10:17,田径,男子400米第1轮 - 第5组,奥林匹克体育场
01日10:25,田径,男子400米第1轮 - 第6组,奥林匹克体育场
01日18:10,田径,男子跳高决赛,奥林匹克体育场
01日18:15,田径,男子100米半决赛1,奥林匹克体育场
01日18:23,田径,男子100米半决赛2,奥林匹克体育场
01日18:31,田径,男子100米半决赛3,奥林匹克体育场
01日18:45,田径,女子100米跨栏半决赛1,奥林匹克体育场
01日18:53,田径,女子100米跨栏半决赛2,奥林匹克体育场
01日19:01,田径,女子100米跨栏半决赛3,奥林匹克体育场
01日19:15,田径,女子三级跳远决赛,奥林匹克体育场
01日19:25,田径,男子800米半决赛1,奥林匹克体育场
01日19:35,田径,男子800米半决赛2,奥林匹克体育场
01日19:45,田径,男子800米半决赛3,奥林匹克体育场
01日20:05,田径,男子400米跨栏半决赛1,奥林匹克体育场
01日20:15,田径,男子400米跨栏半决赛2,奥林匹克体育场
01日20:25,田径,男子400米跨栏半决赛3,奥林匹克体育场
01日20:50,田径,男子100米决赛,奥林匹克体育场
01日16:00,竞技体操,男子自由体操决赛,有明体操竞技场
01日16:52,竞技体操,女子跳马决赛,有明体操竞技场
01日17:41,竞技体操,男子鞍马决赛,有明体操竞技场
01日18:24,竞技体操,女子高低杠决赛,有明体操竞技场
01日11:05,帆船,女子双人艇470级第7轮,江之岛游艇码头
01日11:05,帆船,男女混合多体船诺卡拉17级第10轮,江之岛游艇码头
01日11:15,帆船,男子双人艇470级第7轮,江之岛游艇码头
01日12:00,帆船,男女混合多体船诺卡拉17级第11轮,江之岛游艇码头
01日12:20,帆船,女子双人艇470级第8轮,江之岛游艇码头
01日12:30,帆船,男子双人艇470级第8轮,江之岛游艇码头
01日12:55,帆船,男女混合多体船诺卡拉17级第12轮,江之岛游艇码头
01日13:05,帆船,男子单人艇芬兰人级第9轮,江之岛游艇码头
01日13:33,帆船,男子单人艇激光级奖牌赛,江之岛游艇码头
01日14:20,帆船,男子单人艇芬兰人级第10轮,江之岛游艇码头
01日14:33,帆船,女子单人艇激光雷迪尔级奖牌赛,江之岛游艇码头
01日09:10,自由式小轮车,女子自由式公园赛决赛,有明城市运动公园
01日10:20,自由式小轮车,男子自由式公园赛决赛,有明城市运动公园
01日07:30,射击,男子25米手枪速射资格赛 - 第1阶段,朝霞射击场
01日12:50,举重,女子76公斤级B组,东京国际论坛大楼
01日18:50,举重,女子76公斤级A组,东京国际论坛大楼
01日06:45,马术,三项赛 - 团体及个人越野赛,海之森马术越野赛道
