时间,大项,比赛,场馆
26日10:00,网球,女子双打第2轮 徐一璠/杨钊煊 VS 巴蒂/桑德斯,有明网球森林公园
26日10:00,网球,女子单打第2轮 彼得松 VS 莱巴基娜·伊莲娜,有明网球森林公园
26日10:00,网球,男子单打第2轮 巴西拉什维利 尼科洛兹 VS 索内戈,有明网球森林公园
26日10:00,网球,女子单打第2轮 斯维亚特克·伊加 VS 巴多萨,有明网球森林公园
26日10:00,网球,男子双打第2轮 帕维奇/梅克蒂克 VS 贝雷蒂尼/弗格尼尼,有明网球森林公园
26日10:00,网球,女子单打第2轮 韦斯宁娜 叶连娜 VS 乔治,有明网球森林公园
26日10:00,网球,女子单打第2轮 万卓索娃·马克塔 VS 布扎内斯库,有明网球森林公园
26日10:00,网球,女子双打第2轮 史楚尤丝·黛米/贝尔滕斯·琪琪 VS 韦斯宁娜 叶连娜/兹沃娜列娃 韦拉,有明网球森林公园
26日10:00,网球,女子单打第2轮 萨卡里 VS 斯托扬诺维奇,有明网球森林公园
26日10:00,网球,女子单打第2轮 索里贝斯·托尔莫 VS 费罗,有明网球森林公园
26日10:00,网球,男子双打第2轮 锦织 圭/马克拉奇兰 本 VS 斯库普斯基/埃文斯,有明网球森林公园
26日08:00,橄榄球,男子分组循环赛B组 斐济24:19日本,东京体育场
26日10:00,网球,男子双打第2轮 马拉赫/奥斯瓦尔德 VS 卡巴尔/法拉,有明网球森林公园
26日08:30,橄榄球,男子分组循环赛B组 英国24:0加拿大,东京体育场
26日09:00,橄榄球,男子分组循环赛A组 新西兰50:5韩国,东京体育场
26日10:00,网球,女子单打第2轮 戈鲁比奇 VS 大坂 直美,有明网球森林公园
26日09:30,橄榄球,男子分组循环赛A组 澳大利亚19:29阿根廷,东京体育场
26日10:00,网球,男子单打第2轮 兹维列夫 VS 加兰,有明网球森林公园
26日10:00,橄榄球,男子分组循环赛C组 南非33:14爱尔兰,东京体育场
26日10:30,橄榄球,男子分组循环赛C组 美国19:14肯尼亚,东京体育场
26日10:00,网球,女子单打第2轮 萨芭连卡 阿琳娜 VS 维基奇,有明网球森林公园
26日15:30,橄榄球,男子分组循环赛B组 英国34:0日本,东京体育场
26日10:00,网球,男子单打第2轮 德约科维奇 VS 斯特鲁夫,有明网球森林公园
26日16:00,橄榄球,男子分组循环赛B组 斐济28:14加拿大,东京体育场
26日11:30,网球,女子单打第2轮 波多罗斯卡 VS 亚历山德罗娃 叶卡捷琳娜,有明网球森林公园
26日16:30,橄榄球,男子分组循环赛A组 新西兰35:14阿根廷,东京体育场
26日17:00,橄榄球,男子分组循环赛A组 澳大利亚42:5韩国,东京体育场
26日11:30,网球,女子单打第2轮 科维托娃·佩特拉 VS 范·乌伊特万克,有明网球森林公园
26日17:30,橄榄球,男子分组循环赛C组 美国19:17爱尔兰,东京体育场
26日18:00,橄榄球,男子分组循环赛C组 南非14:5肯尼亚,东京体育场
26日11:30,网球,女子双打第2轮 奥拉鲁/尼古列斯库 VS 斯托苏尔/佩雷兹,有明网球森林公园
26日13:00,网球,女子双打第2轮,有明网球森林公园
26日13:00,网球,男子双打第2轮 库尔霍夫·韦斯利/罗杰·让 VS 维娜斯/丹尼尔,有明网球森林公园
26日13:00,水球,女子预赛B组 美国12:7中国,东京辰巳国际游泳场水球中心
26日14:30,水球,女子预赛B组 ROC10:10匈牙利,东京辰巳国际游泳场水球中心
26日17:20,水球,女子预赛A组 澳大利亚15:12荷兰,东京辰巳国际游泳场水球中心
26日18:50,水球,女子预赛A组 西班牙14:10加拿大,东京辰巳国际游泳场水球中心
26日14:00,跳水,男子双人10米跳台跳水,东京水上运动中心
26日09:30,游泳,女子100米蝶泳决赛,东京水上运动中心
26日09:37,游泳,男子200米自由泳半决赛第1组,东京水上运动中心
26日09:43,游泳,男子200米自由泳半决赛第2组,东京水上运动中心
26日09:50,游泳,女子100米蛙泳半决赛第1组,东京水上运动中心
26日09:56,游泳,女子100米蛙泳半决赛第2组,东京水上运动中心
26日10:12,游泳,男子100米蛙泳决赛,东京水上运动中心
26日10:20,游泳,女子400米自由泳决赛,东京水上运动中心
26日10:31,游泳,男子100米仰泳半决赛第1组,东京水上运动中心
26日10:37,游泳,男子100米仰泳半决赛第2组,东京水上运动中心
26日10:53,游泳,女子100米仰泳半决赛第1组,东京水上运动中心
26日10:59,游泳,女子100米仰泳半决赛第2组,东京水上运动中心
26日11:05,游泳,男子4x100米自由泳接力决赛,东京水上运动中心
26日18:00,游泳,女子200米自由泳分组预赛第1组,东京水上运动中心
26日18:05,游泳,女子200米自由泳分组预赛第2组,东京水上运动中心
26日18:09,游泳,女子200米自由泳分组预赛第3组,东京水上运动中心
26日18:13,游泳,女子200米自由泳分组预赛第4组,东京水上运动中心
26日18:17,游泳,男子200米蝶泳分组预赛第1组,东京水上运动中心
26日18:21,游泳,男子200米蝶泳分组预赛第2组,东京水上运动中心
26日18:25,游泳,男子200米蝶泳分组预赛第3组,东京水上运动中心
26日18:28,游泳,男子200米蝶泳分组预赛第4组,东京水上运动中心
26日18:32,游泳,男子200米蝶泳分组预赛第5组,东京水上运动中心
26日18:37,游泳,女子200米个人混合泳分组预赛第1组,东京水上运动中心
26日18:40,游泳,女子200米个人混合泳分组预赛第2组,东京水上运动中心
26日18:44,游泳,女子200米个人混合泳分组预赛第3组,东京水上运动中心
26日18:48,游泳,女子200米个人混合泳分组预赛第4组,东京水上运动中心
26日18:53,游泳,女子1500米自由泳分组预赛第1组,东京水上运动中心
26日19:12,游泳,女子1500米自由泳分组预赛第2组,东京水上运动中心
26日19:30,游泳,女子1500米自由泳分组预赛第3组,东京水上运动中心
26日19:48,游泳,女子1500米自由泳分组预赛第4组,东京水上运动中心
26日20:06,游泳,女子1500米自由泳分组预赛第5组,东京水上运动中心
26日09:00,跆拳道,女子67公斤级16强 阿尼亚纳乔 VS 阿斯卡里·努尔,幕张展览馆 A厅
26日09:15,跆拳道,男子80公斤级16强 阿莱西奥 VS 马丁斯·苏亚雷斯,幕张展览馆 A厅
26日09:30,跆拳道,女子67公斤级16强 麦克 弗森 VS 阿济佐娃 法丽达,幕张展览馆 A厅
26日09:45,跆拳道,男子80公斤级16强 赛义夫·伊萨 VS 马顿,幕张展览馆 A厅
26日10:00,跆拳道,女子67公斤级16强 蒂托内利 VS 朱利娅娜·萨迪克,幕张展览馆 A厅
26日10:15,跆拳道,男子80公斤级16强 卡纳特 VS 马丁内斯·加西亚,幕张展览馆 A厅
26日10:30,跆拳道,女子67公斤级16强 杰立卡 VS 劳伦·李,幕张展览馆 A厅
26日10:45,跆拳道,男子80公斤级16强 赫拉姆措夫 马克西姆 VS 萨瓦多戈,幕张展览馆 A厅
26日11:00,跆拳道,女子67公斤级16强 卡托卡 VS 巴比,幕张展览馆 A厅
26日11:15,跆拳道,男子80公斤级16强 刘威廷 VS 贝吉 哈切加尼 米拉德,幕张展览馆 A厅
26日11:30,跆拳道,女子67公斤级16强 张梦宇 VS 图勒孙库洛娃 妮戈拉,幕张展览馆 A厅
26日11:45,跆拳道,男子80公斤级16强 拉法洛维奇 尼基塔 VS 埃尔南德斯·恩卡纳西翁,幕张展览馆 A厅
26日12:00,跆拳道,女子67公斤级16强 海达雅·瓦赫巴 VS 维特·海宁,幕张展览馆 A厅
26日12:15,跆拳道,男子80公斤级16强 奥德曼 VS 萨利赫·沙拉巴蒂,幕张展览馆 A厅
26日12:30,跆拳道,女子67公斤级16强 威廉姆斯 VS 帕塞卡,幕张展览馆 A厅
26日12:45,跆拳道,男子80公斤级16强 西塞 VS 阿什拉夫·马布比,幕张展览馆 A厅
26日13:00,跆拳道,女子67公斤级1/4决赛 阿斯卡里·努尔 VS 麦克 弗森,幕张展览馆 A厅
26日13:15,跆拳道,男子80公斤级1/4决赛 阿莱西奥 VS 赛义夫·伊萨,幕张展览馆 A厅
26日13:30,跆拳道,女子67公斤级1/4决赛 蒂托内利 VS 杰立卡,幕张展览馆 A厅
26日13:45,跆拳道,男子80公斤级1/4决赛 卡纳特 VS 赫拉姆措夫 马克西姆,幕张展览馆 A厅
26日14:00,跆拳道,女子67公斤级1/4决赛 巴比 VS 张梦宇,幕张展览馆 A厅
26日14:15,跆拳道,男子80公斤级1/4决赛 贝吉 哈切加尼 米拉德 VS 拉法洛维奇 尼基塔,幕张展览馆 A厅
26日14:30,跆拳道,女子67公斤级1/4决赛 海达雅·瓦赫巴 VS 威廉姆斯,幕张展览馆 A厅
26日14:45,跆拳道,男子80公斤级1/4决赛 萨利赫·沙拉巴蒂 VS 阿什拉夫·马布比,幕张展览馆 A厅
26日15:00,跆拳道,女子67公斤级半决赛 麦克 弗森 VS 杰立卡,幕张展览馆 A厅
26日15:15,跆拳道,男子80公斤级半决赛 赛义夫·伊萨 VS 赫拉姆措夫 马克西姆,幕张展览馆 A厅
26日15:30,跆拳道,女子67公斤级半决赛 巴比 VS 威廉姆斯,幕张展览馆 A厅
26日15:45,跆拳道,男子80公斤级半决赛 拉法洛维奇 尼基塔 VS 萨利赫·沙拉巴蒂,幕张展览馆 A厅
26日18:00,跆拳道,女子67公斤级复活赛 蒂托内利 VS 劳伦·李,幕张展览馆 A厅
26日18:15,跆拳道,男子80公斤级复活赛 卡纳特 VS 萨瓦多戈,幕张展览馆 A厅
26日18:30,跆拳道,女子67公斤级复活赛 帕塞卡 VS 海达雅·瓦赫巴,幕张展览馆 A厅
26日18:45,跆拳道,男子80公斤级复活赛 奥德曼 VS 阿什拉夫·马布比,幕张展览馆 A厅
26日19:30,跆拳道,女子67公斤级铜牌赛 巴比 VS 蒂托内利,幕张展览馆 A厅
26日19:45,跆拳道,男子80公斤级铜牌赛 拉法洛维奇 尼基塔 VS 卡纳特,幕张展览馆 A厅
26日20:00,跆拳道,女子67公斤级铜牌赛 海达雅·瓦赫巴 VS 麦克 弗森,幕张展览馆 A厅
26日20:15,跆拳道,男子80公斤级铜牌赛 奥德曼 VS 赛义夫·伊萨,幕张展览馆 A厅
26日20:30,跆拳道,女子67公斤级金牌赛 杰立卡 VS 威廉姆斯,幕张展览馆 A厅
26日20:45,跆拳道,男子80公斤级金牌赛 赫拉姆措夫 马克西姆 VS 萨利赫·沙拉巴蒂,幕张展览馆 A厅
26日10:00,拳击,男子蝇量级 (48-52公斤) 32强 穆罕默德 VS 马丁内斯·里瓦斯,国技馆
26日10:15,拳击,男子蝇量级 (48-52公斤) 32强 胡建关 VS 阿拉赫韦尔多维 萨希尔,国技馆
26日10:30,拳击,男子蝇量级 (48-52公斤) 32强 田中 亮明 VS 菲诺·里瓦斯,国技馆
26日10:48,拳击,男子蝇量级 (48-52公斤) 32强,国技馆
26日10:48,拳击,男子蝇量级 (48-52公斤) 32强 佐伊罗夫 沙霍比金 VS 西夫特奇·巴图汉,国技馆
26日11:03,拳击,男子蝇量级 (48-52公斤) 32强 艾尔文 VS 帕拉姆,国技馆
26日11:18,拳击,男子蝇量级 (48-52公斤) 32强 马尔特·德拉罗萨 VS 苏莱马努,国技馆
26日11:36,拳击,男子中量级 (69-75公斤) 32强 穆萨维·赛义德 VS 森胁 唯人 ,国技馆
26日11:51,拳击,男子中量级 (69-75公斤) 32强 贝隆 VS 查托伊,国技馆
26日12:06,拳击,男子中量级 (69-75公斤) 32强 塞拉·罗德里格斯 VS 塞德诺·马丁内斯,国技馆
26日12:24,拳击,男子中量级 (69-75公斤) 32强 普林斯 VS 切梅兹·安德烈,国技馆
26日12:39,拳击,女子羽量级 (54-57公斤) 16强 林郁婷 VS 佩特西奥,国技馆
26日12:54,拳击,女子羽量级 (54-57公斤) 16强 彼得罗娃 VS 阿里亚斯·卡斯塔涅达,国技馆
26日13:12,拳击,女子羽量级 (54-57公斤) 16强 韦尔 VS 卡西奇,国技馆
26日13:27,拳击,女子羽量级 (54-57公斤) 16强 海德 VS 沃尔什,国技馆
26日16:00,拳击,男子蝇量级 (48-52公斤) 32强 钦扬巴 VS 温伍德,国技馆
26日16:15,拳击,男子蝇量级 (48-52公斤) 32强 索戈莫尼安 VS 亚菲,国技馆
26日16:30,拳击,男子蝇量级 (48-52公斤) 32强 戈来努 VS 阿赛诺夫,国技馆
26日10:00,柔道,女子57公斤级32强淘汰赛 戈弗朗·哈利菲 VS 伊利耶娃,日本武道馆
26日16:48,拳击,男子蝇量级 (48-52公斤) 32强 基罗加 VS 埃斯科瓦尔·马斯库纳诺,国技馆
26日10:00,柔道,男子73公斤级64强淘汰赛 马赫马德别科夫 索蒙 VS 阿利卡吉,日本武道馆
26日17:03,拳击,男子蝇量级 (48-52公斤) 32强 比博西诺夫·萨肯 VS 里维拉·菲格罗亚,国技馆
26日10:06,柔道,女子57公斤级32强淘汰赛 蒙泰罗 VS 达邦,日本武道馆
26日17:18,拳击,男子中量级 (69-75公斤) 32强 奈莫齐 VS 瑟穆朱,国技馆
26日10:06,柔道,男子73公斤级64强淘汰赛 济科娃 VS 阿亚什,日本武道馆
26日17:36,拳击,男子中量级 (69-75公斤) 32强 阿西什·库马尔 VS 托合塔尔别克,国技馆
26日10:12,柔道,女子57公斤级32强淘汰赛 科瓦尔齐克·朱莉娅 VS 卡拉卡斯·赫德韦格,日本武道馆
26日17:51,拳击,男子中量级 (69-75公斤) 32强 卡赫拉蒙诺夫 凡纳特 VS 哈拉巴泽 吉奥尔吉,国技馆
26日10:12,柔道,男子73公斤级64强淘汰赛 巴博萨 VS 谢纳,日本武道馆
26日18:06,拳击,男子中量级 (69-75公斤) 32强 察马·姆韦内卡布韦 VS 塞伊·恩森格,国技馆
26日10:18,柔道,女子57公斤级32强淘汰赛 金智秀 VS 罗佩尔,日本武道馆
26日18:24,拳击,男子中量级 (69-75公斤) 32强 艾利 VS 班达连卡 维塔利,国技馆
26日18:39,拳击,女子羽量级 (54-57公斤) 16强 罗密欧 VS 阿廷斯托尔,国技馆
26日10:18,柔道,男子73公斤级64强淘汰赛 努里内 VS 阿布道拉苏,日本武道馆
26日18:54,拳击,女子羽量级 (54-57公斤) 16强 任爱智 VS 尼科尔森,国技馆
26日10:24,柔道,男子73公斤级32强淘汰赛 奥鲁杰夫 鲁斯塔姆 VS 莫古什科夫 穆萨,日本武道馆
26日19:12,拳击,女子羽量级 (54-57公斤) 16强 阿里 VS 奈给塔,国技馆
26日10:24,柔道,女子57公斤级32强淘汰赛 木村圭 VS 利帕特利亚尼 埃特里,日本武道馆
26日19:27,拳击,女子羽量级 (54-57公斤) 16强 入江 圣奈 VS 库鲁德·希里米·埃普·穆来希,国技馆
26日10:30,柔道,男子73公斤级32强淘汰赛 济 VS 马赫马德别科夫 索蒙,日本武道馆
26日10:30,柔道,女子57公斤级32强淘汰赛 梅热茨卡娅 达丽娅 VS 卢童娟,日本武道馆
26日10:36,柔道,男子73公斤级32强淘汰赛 奇洛格鲁·比拉尔 VS 尤尼斯·埃亚尔·斯尔曼,日本武道馆
26日10:36,柔道,女子57公斤级32强淘汰赛 阿尔达斯 VS 佩利西奇,日本武道馆
26日10:42,柔道,男子73公斤级32强淘汰赛 哈克贝尔迪·朱马耶夫 VS 大野将平,日本武道馆
26日10:42,柔道,女子57公斤级32强淘汰赛 费尔兹莫瑟 VS 韦尔哈根·桑内,日本武道馆
