时间,大项,比赛,场馆
26日10:48,柔道,男子73公斤级32强淘汰赛 马赛阿斯 VS 斯沃托夫,日本武道馆
26日10:48,柔道,女子57公斤级32强淘汰赛 道尔吉苏荣·苏米亚 VS 凯泽尔,日本武道馆
26日10:54,柔道,男子73公斤级32强淘汰赛 济科娃 VS 斯图姆普,日本武道馆
26日10:54,柔道,女子57公斤级16强淘汰赛 克里姆凯特 VS 伊利耶娃,日本武道馆
26日11:00,柔道,男子73公斤级32强淘汰赛 朝格特巴特尔·曾德奥其尔 VS 巴,日本武道馆
26日11:00,柔道,女子57公斤级16强淘汰赛 蒙泰罗 VS 科瓦尔齐克·朱莉娅,日本武道馆
26日11:06,柔道,男子73公斤级32强淘汰赛 贝西 VS 迪亚罗·勒·布兰科,日本武道馆
26日11:06,柔道,女子57公斤级16强淘汰赛 西吉克 VS 金智秀,日本武道馆
26日11:12,柔道,男子73公斤级32强淘汰赛 沙夫达图阿什维利 拉沙 VS 谢纳,日本武道馆
26日11:12,柔道,女子57公斤级16强淘汰赛 斯托尔 VS 利帕特利亚尼 埃特里,日本武道馆
26日11:18,柔道,男子73公斤级32强淘汰赛 雷皮亚拉奇 VS 艾哈迈德·阿布尔拉赫曼,日本武道馆
26日11:18,柔道,女子57公斤级16强淘汰赛 芳田司 VS 卢童娟,日本武道馆
26日11:24,柔道,男子73公斤级32强淘汰赛 马格斯登 VS 苏莱曼·哈马德,日本武道馆
26日11:24,柔道,女子57公斤级16强淘汰赛 蒂姆娜·尼尔森·莱维 VS 佩利西奇,日本武道馆
26日11:30,柔道,男子73公斤级32强淘汰赛 斯玛胡洛夫·扎伊桑 VS 卡拉佩蒂安,日本武道馆
26日11:30,柔道,女子57公斤级16强淘汰赛 济科娃 VS 韦尔哈根·桑内,日本武道馆
26日11:36,柔道,男子73公斤级32强淘汰赛 安昌林 VS 巴西莱,日本武道馆
26日11:36,柔道,女子57公斤级16强淘汰赛 连珍羚 VS 凯泽尔,日本武道馆
26日11:42,柔道,男子73公斤级32强淘汰赛 汪特克 VS 图拉耶夫 希克马季尔洛赫,日本武道馆
26日11:42,柔道,女子57公斤级1/4决赛 克里姆凯特 VS 科瓦尔齐克·朱莉娅,日本武道馆
26日11:48,柔道,男子73公斤级32强淘汰赛,日本武道馆
26日11:48,柔道,女子57公斤级1/4决赛 西吉克 VS 利帕特利亚尼 埃特里,日本武道馆
26日11:54,柔道,男子73公斤级32强淘汰赛 埃斯特拉达 VS 斯特普 维克托,日本武道馆
26日11:54,柔道,女子57公斤级1/4决赛 芳田司 VS 蒂姆娜·尼尔森·莱维,日本武道馆
26日12:00,柔道,男子73公斤级16强淘汰赛 奥鲁杰夫 鲁斯塔姆 VS 马赫马德别科夫 索蒙,日本武道馆
26日12:00,柔道,女子57公斤级1/4决赛 济科娃 VS 凯泽尔,日本武道馆
26日12:06,柔道,男子73公斤级16强淘汰赛 奇洛格鲁·比拉尔 VS 大野将平,日本武道馆
26日12:12,柔道,男子73公斤级16强淘汰赛 马赛阿斯 VS 济科娃,日本武道馆
26日12:18,柔道,男子73公斤级16强淘汰赛 朝格特巴特尔·曾德奥其尔 VS 贝西,日本武道馆
26日12:24,柔道,男子73公斤级16强淘汰赛 沙夫达图阿什维利 拉沙 VS 艾哈迈德·阿布尔拉赫曼,日本武道馆
26日12:30,柔道,男子73公斤级16强淘汰赛 马格斯登 VS 斯玛胡洛夫·扎伊桑,日本武道馆
26日12:36,柔道,男子73公斤级16强淘汰赛 安昌林 VS 图拉耶夫 希克马季尔洛赫,日本武道馆
26日12:42,柔道,男子73公斤级16强淘汰赛 托哈尔·布特布尔 VS 斯特普 维克托,日本武道馆
26日12:48,柔道,男子73公斤级1/4决赛 奥鲁杰夫 鲁斯塔姆 VS 大野将平,日本武道馆
26日12:54,柔道,男子73公斤级1/4决赛 济科娃 VS 朝格特巴特尔·曾德奥其尔,日本武道馆
26日13:00,柔道,男子73公斤级1/4决赛 沙夫达图阿什维利 拉沙 VS 马格斯登,日本武道馆
26日13:06,柔道,男子73公斤级1/4决赛 安昌林 VS 托哈尔·布特布尔,日本武道馆
26日16:00,柔道,女子57公斤级复活赛 科瓦尔齐克·朱莉娅 VS 利帕特利亚尼 埃特里,日本武道馆
26日16:08,柔道,女子57公斤级复活赛 蒂姆娜·尼尔森·莱维 VS 凯泽尔,日本武道馆
26日16:17,柔道,女子57公斤级B表半决赛 芳田司 VS 济科娃,日本武道馆
26日16:25,柔道,女子57公斤级A表半决赛 克里姆凯特 VS 西吉克,日本武道馆
26日16:34,柔道,男子73公斤级复活赛 奥鲁杰夫 鲁斯塔姆 VS 济科娃,日本武道馆
26日16:42,柔道,男子73公斤级复活赛 马格斯登 VS 托哈尔·布特布尔,日本武道馆
26日16:51,柔道,男子73公斤级B表半决赛 沙夫达图阿什维利 拉沙 VS 安昌林,日本武道馆
26日16:59,柔道,男子73公斤级A表半决赛 大野将平 VS 朝格特巴特尔·曾德奥其尔,日本武道馆
26日17:08,柔道,女子57公斤级铜牌争夺赛A 利帕特利亚尼 埃特里 VS 芳田司,日本武道馆
26日17:16,柔道,女子57公斤级铜牌争夺赛B 凯泽尔 VS 克里姆凯特,日本武道馆
26日17:25,柔道,女子57公斤级决赛 西吉克 VS 济科娃,日本武道馆
26日17:33,柔道,男子73公斤级铜牌争夺赛A 奥鲁杰夫 鲁斯塔姆 VS 安昌林,日本武道馆
26日17:42,柔道,男子73公斤级铜牌争夺赛B 马格斯登 VS 朝格特巴特尔·曾德奥其尔,日本武道馆
26日17:50,柔道,男子73公斤级决赛 大野将平 VS 沙夫达图阿什维利 拉沙,日本武道馆
26日08:00,击剑,女子个人佩剑64强 穆罕默德-贝尔克比尔 VS 杨恒郁,幕张展览馆 B厅
26日08:00,击剑,女子个人佩剑64强 查达尔瓦达·阿南达·辛德 VS 纳迪亚·本·阿齐兹,幕张展览馆 B厅
26日08:00,击剑,女子个人佩剑64强 黛别科娃 扎伊娜布 VS 青木千佳,幕张展览馆 B厅
26日08:00,击剑,女子个人佩剑64强 卡托纳·雷娜塔 VS 亚斯明·达格福斯,幕张展览馆 B厅
26日08:25,击剑,男子个人花剑64强 梅利尼科夫 弗拉季斯拉夫 VS 赫鲁伊,幕张展览馆 B厅
26日08:25,击剑,男子个人花剑64强 塞万提斯 VS 黄梦恺,幕张展览馆 B厅
26日08:25,击剑,男子个人花剑64强 才 VS 裘皮奇,幕张展览馆 B厅
26日08:25,击剑,男子个人花剑64强 张小伦 VS 坎特,幕张展览馆 B厅
26日08:55,击剑,女子个人佩剑32强 哈勒兰 奥莉加 VS 杨恒郁,幕张展览馆 B厅
26日08:55,击剑,女子个人佩剑32强 史东 VS 芭莎 安娜,幕张展览馆 B厅
26日08:55,击剑,女子个人佩剑32强 邵雅琦 VS 黛别科娃 扎伊娜布,幕张展览馆 B厅
26日08:55,击剑,女子个人佩剑32强 纳达·哈菲兹 VS 金智妍,幕张展览馆 B厅
26日09:20,击剑,女子个人佩剑32强 波兹德尼亚科娃 索菲娅 VS 格雷戈里,幕张展览馆 B厅
26日09:20,击剑,女子个人佩剑32强 妮基京娜 奥莉加 VS 沃兹尼亚克,幕张展览馆 B厅
26日09:20,击剑,女子个人佩剑32强 尹智秀 VS 克里斯西奥,幕张展览馆 B厅
26日09:20,击剑,女子个人佩剑32强 佩奇 VS 扎古尼斯,幕张展览馆 B厅
26日09:45,击剑,女子个人佩剑32强 钱佳睿 VS 田村 纪佳 ,幕张展览馆 B厅
26日09:45,击剑,女子个人佩剑32强 昆图拉 VS 江村 美咲,幕张展览馆 B厅
26日09:45,击剑,女子个人佩剑32强 伯德 VS 崔淑妍,幕张展览馆 B厅
26日09:45,击剑,女子个人佩剑32强 伦巴赫 VS 维奇,幕张展览馆 B厅
26日10:10,击剑,女子个人佩剑32强 阿米拉·本·查巴妮 VS 普斯泰·丽莎,幕张展览馆 B厅
26日10:10,击剑,女子个人佩剑32强 查达尔瓦达·阿南达·辛德 VS 布鲁内,幕张展览馆 B厅
26日10:10,击剑,女子个人佩剑32强 马顿·安娜 VS 佩雷斯·莫里斯,幕张展览馆 B厅
26日10:10,击剑,女子个人佩剑32强 卡托纳·雷娜塔 VS 韦莉卡娅 索菲娅,幕张展览馆 B厅
26日10:35,击剑,男子个人花剑32强 迈哈特 VS 梅利尼科夫 弗拉季斯拉夫,幕张展览馆 B厅
26日10:35,击剑,男子个人花剑32强 加罗佐 VS 穆罕默德·哈桑,幕张展览馆 B厅
26日10:35,击剑,男子个人花剑32强 玛歇拉斯 VS 裘皮奇,幕张展览馆 B厅
26日10:35,击剑,男子个人花剑32强 伊特金 VS 博罗达切夫 安东,幕张展览馆 B厅
26日11:05,击剑,男子个人花剑32强 克莱布林克 VS 阿莱尔丁·阿波尔卡西姆,幕张展览馆 B厅
26日11:05,击剑,男子个人花剑32强 保蒂 VS 松山恭助,幕张展览馆 B厅
26日11:05,击剑,男子个人花剑32强 秋皮尼奇·亚历山大 VS 亚瓦多尔,幕张展览馆 B厅
26日11:05,击剑,男子个人花剑32强 李光现 VS 博罗达切夫 基里尔,幕张展览馆 B厅
26日11:35,击剑,男子个人花剑32强 敷根 崇裕 VS 穆罕默德·萨曼迪,幕张展览馆 B厅
26日11:35,击剑,男子个人花剑32强 西藤 俊哉 VS 托尔多,幕张展览馆 B厅
26日11:35,击剑,男子个人花剑32强 梅普斯特德 VS 穆罕默德·德苏基,幕张展览馆 B厅
26日11:35,击剑,男子个人花剑32强 梅尔廷 VS 张家朗,幕张展览馆 B厅
26日12:05,击剑,男子个人花剑32强 范·哈斯特 VS 蔡俊彥,幕张展览馆 B厅
26日12:05,击剑,男子个人花剑32强 塞万提斯 VS 勒福尔,幕张展览馆 B厅
26日12:05,击剑,男子个人花剑32强 申克尔 VS 卡萨拉,幕张展览馆 B厅
26日12:05,击剑,男子个人花剑32强 福科尼 VS 坎特,幕张展览馆 B厅
26日12:35,击剑,女子个人佩剑16强 杨恒郁 VS 波兹德尼亚科娃 索菲娅,幕张展览馆 B厅
26日12:35,击剑,女子个人佩剑16强 妮基京娜 奥莉加 VS 芭莎 安娜,幕张展览馆 B厅
26日12:35,击剑,女子个人佩剑16强 黛别科娃 扎伊娜布 VS 尹智秀,幕张展览馆 B厅
26日12:35,击剑,女子个人佩剑16强 金智妍 VS 扎古尼斯,幕张展览馆 B厅
26日13:00,击剑,女子个人佩剑16强 钱佳睿 VS 普斯泰·丽莎,幕张展览馆 B厅
26日13:00,击剑,女子个人佩剑16强 江村 美咲 VS 布鲁内,幕张展览馆 B厅
26日13:00,击剑,女子个人佩剑16强 崔淑妍 VS 马顿·安娜,幕张展览馆 B厅
26日13:00,击剑,女子个人佩剑16强 维奇 VS 韦莉卡娅 索菲娅,幕张展览馆 B厅
26日13:25,击剑,男子个人花剑16强 梅利尼科夫 弗拉季斯拉夫 VS 阿莱尔丁·阿波尔卡西姆,幕张展览馆 B厅
26日13:25,击剑,男子个人花剑16强 加罗佐 VS 松山恭助,幕张展览馆 B厅
26日13:25,击剑,男子个人花剑16强 裘皮奇 VS 秋皮尼奇·亚历山大,幕张展览馆 B厅
26日13:25,击剑,男子个人花剑16强 伊特金 VS 博罗达切夫 基里尔,幕张展览馆 B厅
26日13:55,击剑,男子个人花剑16强 敷根 崇裕 VS 蔡俊彥,幕张展览馆 B厅
26日13:55,击剑,男子个人花剑16强 西藤 俊哉 VS 勒福尔,幕张展览馆 B厅
26日13:55,击剑,男子个人花剑16强 穆罕默德·德苏基 VS 卡萨拉,幕张展览馆 B厅
26日13:55,击剑,男子个人花剑16强 福科尼 VS 张家朗,幕张展览馆 B厅
26日14:25,击剑,女子个人佩剑1/4决赛1 波兹德尼亚科娃 索菲娅 VS 钱佳睿,幕张展览馆 B厅
26日14:25,击剑,女子个人佩剑1/4决赛2 妮基京娜 奥莉加 VS 布鲁内,幕张展览馆 B厅
26日14:25,击剑,女子个人佩剑1/4决赛3 黛别科娃 扎伊娜布 VS 马顿·安娜,幕张展览馆 B厅
26日14:25,击剑,女子个人佩剑1/4决赛4 韦莉卡娅 索菲娅 VS 扎古尼斯,幕张展览馆 B厅
26日14:50,击剑,男子个人花剑1/4决赛1 敷根 崇裕 VS 阿莱尔丁·阿波尔卡西姆,幕张展览馆 B厅
26日14:50,击剑,男子个人花剑1/4决赛2 加罗佐 VS 勒福尔,幕张展览馆 B厅
26日14:50,击剑,男子个人花剑1/4决赛3 秋皮尼奇·亚历山大 VS 穆罕默德·德苏基,幕张展览馆 B厅
26日14:50,击剑,男子个人花剑1/4决赛4 博罗达切夫 基里尔 VS 张家朗,幕张展览馆 B厅
26日17:00,击剑,女子个人佩剑半决赛1 波兹德尼亚科娃 索菲娅 VS 布鲁内,幕张展览馆 B厅
26日17:25,击剑,女子个人佩剑半决赛2 马顿·安娜 VS 韦莉卡娅 索菲娅,幕张展览馆 B厅
26日17:50,击剑,男子个人花剑半决赛1 敷根 崇裕 VS 加罗佐,幕张展览馆 B厅
26日18:20,击剑,男子个人花剑半决赛2 秋皮尼奇·亚历山大 VS 张家朗,幕张展览馆 B厅
26日18:50,击剑,女子个人佩剑铜牌赛 布鲁内 VS 马顿·安娜,幕张展览馆 B厅
26日19:15,击剑,男子个人花剑铜牌赛 敷根 崇裕 VS 秋皮尼奇·亚历山大,幕张展览馆 B厅
26日19:45,击剑,女子个人佩剑金牌赛 波兹德尼亚科娃 索菲娅 VS 韦莉卡娅 索菲娅,幕张展览馆 B厅
26日20:10,击剑,男子个人花剑金牌赛 加罗佐 VS 张家朗,幕张展览馆 B厅
26日14:00,山地自行车,男子越野赛,伊豆山地车赛道
26日05:30,铁人三项,男子个人赛,御台场海滨公园
26日18:00,竞技体操,男子团体决赛,有明体操竞技场
26日11:05,帆船,男子单人艇激光级第2轮,江之岛游艇码头
26日11:05,帆船,女子帆板RS:X级第4轮,江之岛游艇码头
26日11:55,帆船,女子帆板RS:X级第5轮,江之岛游艇码头
26日12:20,帆船,男子单人艇激光级第3轮,江之岛游艇码头
26日12:45,帆船,女子帆板RS:X级第6轮,江之岛游艇码头
26日13:35,帆船,女子单人艇激光雷迪尔级第3轮,江之岛游艇码头
26日14:05,帆船,男子帆板RS:X级第4轮,江之岛游艇码头
26日14:50,帆船,女子单人艇激光雷迪尔级第4轮,江之岛游艇码头
26日14:55,帆船,男子帆板RS:X级第5轮,江之岛游艇码头
26日15:45,帆船,男子帆板RS:X级第6轮,江之岛游艇码头
26日13:00,皮划艇激流回旋,男子划艇半决赛,葛西激流皮划艇赛场
26日14:45,皮划艇激流回旋,男子划艇决赛,葛西激流皮划艇赛场
26日07:30,滑板,女子街式赛预赛第1组,有明城市运动公园
26日08:19,滑板,女子街式赛预赛第2组,有明城市运动公园
26日09:08,滑板,女子街式赛预赛第3组,有明城市运动公园
26日09:58,滑板,女子街式赛预赛第4组,有明城市运动公园
26日11:25,滑板,女子街式赛决赛,有明城市运动公园
26日08:00,射击,女子双向飞碟资格赛 - 第2天,朝霞射击场
26日09:00,射击,男子双向飞碟资格赛 - 第2天,朝霞射击场
26日13:50,射击,女子双向飞碟决赛,朝霞射击场
26日14:50,射击,男子双向飞碟决赛,朝霞射击场
26日08:30,射箭,男子团体1/8淘汰赛 印度 VS 哈萨克斯坦,梦之岛公园射箭场
26日08:53,射箭,男子团体1/8淘汰赛 美国 VS 法国,梦之岛公园射箭场
26日09:16,射箭,男子团体1/8淘汰赛 印度尼西亚 VS 英国,梦之岛公园射箭场
26日09:39,射箭,男子团体1/8淘汰赛 澳大利亚 VS 中国台北,梦之岛公园射箭场
26日12:45,射箭,男子团体1/4决赛 韩国 VS 印度,梦之岛公园射箭场
26日13:08,射箭,男子团体1/4决赛 美国 VS 日本,梦之岛公园射箭场
26日13:31,射箭,男子团体1/4决赛 中国 VS 中国台北,梦之岛公园射箭场
26日13:54,射箭,男子团体1/4决赛 英国 VS 荷兰,梦之岛公园射箭场
26日14:17,射箭,男子团体半决赛 韩国 VS 日本,梦之岛公园射箭场
26日14:40,射箭,男子团体半决赛 中国台北 VS 荷兰,梦之岛公园射箭场
26日15:15,射箭,男子团体铜牌赛,梦之岛公园射箭场
26日15:40,射箭,男子团体金牌赛,梦之岛公园射箭场
26日12:50,举重,女子55公斤级B组,东京国际论坛大楼
26日18:50,举重,女子55公斤级A组,东京国际论坛大楼
26日06:00,冲浪,女子第3轮 - 第1组,钓崎海岸冲浪会场
26日06:36,冲浪,女子第3轮 - 第2组,钓崎海岸冲浪会场
26日07:12,冲浪,女子第3轮 - 第3组,钓崎海岸冲浪会场
26日07:48,冲浪,女子第3轮 - 第4组,钓崎海岸冲浪会场
26日08:24,冲浪,女子第3轮 - 第5组,钓崎海岸冲浪会场
26日09:00,冲浪,女子第3轮 - 第6组,钓崎海岸冲浪会场
26日09:36,冲浪,女子第3轮 - 第7组,钓崎海岸冲浪会场
26日10:12,冲浪,女子第3轮 - 第8组,钓崎海岸冲浪会场
26日12:18,冲浪,男子第3轮 - 第1组,钓崎海岸冲浪会场
26日12:54,冲浪,男子第3轮 - 第2组,钓崎海岸冲浪会场
26日13:30,冲浪,男子第3轮 - 第3组,钓崎海岸冲浪会场
26日14:06,冲浪,男子第3轮 - 第4组,钓崎海岸冲浪会场
26日14:42,冲浪,男子第3轮 - 第5组,钓崎海岸冲浪会场
26日15:18,冲浪,男子第3轮 - 第6组,钓崎海岸冲浪会场
26日15:54,冲浪,男子第3轮 - 第7组,钓崎海岸冲浪会场
26日16:30,冲浪,男子第3轮 - 第8组,钓崎海岸冲浪会场
