时间,大项,比赛,场馆
27日10:45,柔道,女子63公斤级32强淘汰赛 特尔斯滕雅克 VS 韩熙周,日本武道馆
27日10:52,柔道,男子81公斤级32强淘汰赛 穆罕默德·阿卜杜拉 VS 帕拉蒂,日本武道馆
27日10:52,柔道,女子63公斤级32强淘汰赛 卡巴纳·佩雷斯 VS 瓦塔纳比,日本武道馆
27日10:58,柔道,男子81公斤级32强淘汰赛 维特·弗兰克 VS 珀西瓦尔,日本武道馆
27日10:58,柔道,女子63公斤级32强淘汰赛 德尔托罗·卡瓦哈尔 VS 达胡克,日本武道馆
27日11:05,柔道,男子81公斤级32强淘汰赛 阿布米拉 VS 雷赛尔,日本武道馆
27日11:05,柔道,女子63公斤级32强淘汰赛 巴里奥斯 VS 达维多娃 达丽娅,日本武道馆
27日11:11,柔道,男子81公斤级32强淘汰赛 萨希·穆克 VS 桑托斯,日本武道馆
27日11:11,柔道,女子63公斤级32强淘汰赛 田代未来 VS 伦肖尔,日本武道馆
27日11:18,柔道,男子81公斤级32强淘汰赛 埃古蒂泽 VS 博尔查什维利,日本武道馆
27日11:18,柔道,女子63公斤级32强淘汰赛 布拉奇·阿加塔 VS 加西亚,日本武道馆
27日11:24,柔道,男子81公斤级32强淘汰赛 博尔塔博耶夫 沙罗菲德金 VS 昆博,日本武道馆
27日11:24,柔道,女子63公斤级32强淘汰赛 特莱多斯 VS 奥兹巴斯·佐菲,日本武道馆
27日11:31,柔道,男子81公斤级32强淘汰赛 伊万诺夫 VS 卢森蒂,日本武道馆
27日11:31,柔道,女子63公斤级32强淘汰赛 森特拉基奥 VS 诺门贾纳哈里,日本武道馆
27日11:37,柔道,男子81公斤级32强淘汰赛 格里加拉什维利 塔托 VS 穆罗多夫 阿克马尔,日本武道馆
27日11:37,柔道,女子63公斤级16强淘汰赛 阿格贝格努 VS 比耶,日本武道馆
27日11:44,柔道,男子81公斤级32强淘汰赛 纳西夫 VS 李崇昊,日本武道馆
27日11:44,柔道,女子63公斤级16强淘汰赛 弗兰森·朱尔 VS 海克,日本武道馆
27日11:50,柔道,男子81公斤级32强淘汰赛 莫拉伊·赛义德 VS 哈姆扎·迪达尔,日本武道馆
27日11:50,柔道,女子63公斤级16强淘汰赛 博舍曼·皮纳德 VS 克里萨科娃,日本武道馆
27日11:57,柔道,男子81公斤级32强淘汰赛 哈里斯 VS 法季耶夫 穆拉德,日本武道馆
27日11:57,柔道,女子63公斤级16强淘汰赛 夸德罗斯 VS 博尔德·甘哈伊奇,日本武道馆
27日12:03,柔道,男子81公斤级16强淘汰赛 卡斯 VS 帕塞克,日本武道馆
27日12:03,柔道,女子63公斤级16强淘汰赛 特尔斯滕雅克 VS 卡巴纳·佩雷斯,日本武道馆
27日12:10,柔道,男子81公斤级16强淘汰赛 胡别措夫 阿兰 VS 瓦卢瓦 弗蒂,日本武道馆
27日12:10,柔道,女子63公斤级16强淘汰赛 德尔托罗·卡瓦哈尔 VS 巴里奥斯,日本武道馆
27日12:16,柔道,男子81公斤级16强淘汰赛 永濑贵归 VS 帕拉蒂,日本武道馆
27日12:16,柔道,女子63公斤级16强淘汰赛 田代未来 VS 布拉奇·阿加塔,日本武道馆
27日12:23,柔道,男子81公斤级16强淘汰赛 维特·弗兰克 VS 雷赛尔,日本武道馆
27日12:23,柔道,女子63公斤级16强淘汰赛 奥兹巴斯·佐菲 VS 森特拉基奥,日本武道馆
27日12:29,柔道,男子81公斤级16强淘汰赛 萨希·穆克 VS 博尔查什维利,日本武道馆
27日12:29,柔道,女子63公斤级1/4决赛 阿格贝格努 VS 弗兰森·朱尔,日本武道馆
27日12:36,柔道,男子81公斤级16强淘汰赛 博尔塔博耶夫 沙罗菲德金 VS 伊万诺夫,日本武道馆
27日12:36,柔道,女子63公斤级1/4决赛 博舍曼·皮纳德 VS 夸德罗斯,日本武道馆
27日12:42,柔道,男子81公斤级16强淘汰赛 格里加拉什维利 塔托 VS 李崇昊,日本武道馆
27日12:42,柔道,女子63公斤级1/4决赛 特尔斯滕雅克 VS 巴里奥斯,日本武道馆
27日12:49,柔道,男子81公斤级16强淘汰赛 莫拉伊·赛义德 VS 法季耶夫 穆拉德,日本武道馆
27日12:49,柔道,女子63公斤级1/4决赛 布拉奇·阿加塔 VS 森特拉基奥,日本武道馆
27日12:55,柔道,男子81公斤级1/4决赛 卡斯 VS 胡别措夫 阿兰,日本武道馆
27日13:02,柔道,男子81公斤级1/4决赛 永濑贵归 VS 雷赛尔,日本武道馆
27日13:08,柔道,男子81公斤级1/4决赛 博尔查什维利 VS 博尔塔博耶夫 沙罗菲德金,日本武道馆
27日13:15,柔道,男子81公斤级1/4决赛 格里加拉什维利 塔托 VS 莫拉伊·赛义德,日本武道馆
27日16:00,柔道,女子63公斤级复活赛 弗兰森·朱尔 VS 夸德罗斯,日本武道馆
27日16:08,柔道,女子63公斤级复活赛 巴里奥斯 VS 布拉奇·阿加塔,日本武道馆
27日16:17,柔道,女子63公斤级B表半决赛 特尔斯滕雅克 VS 森特拉基奥,日本武道馆
27日16:25,柔道,女子63公斤级A表半决赛 阿格贝格努 VS 博舍曼·皮纳德,日本武道馆
27日16:34,柔道,男子81公斤级复活赛 胡别措夫 阿兰 VS 雷赛尔,日本武道馆
27日16:42,柔道,男子81公斤级复活赛 博尔塔博耶夫 沙罗菲德金 VS 格里加拉什维利 塔托,日本武道馆
27日16:51,柔道,男子81公斤级B表半决赛 博尔查什维利 VS 莫拉伊·赛义德,日本武道馆
27日16:59,柔道,男子81公斤级A表半决赛 卡斯 VS 永濑贵归,日本武道馆
27日17:08,柔道,女子63公斤级铜牌争夺赛A 弗兰森·朱尔 VS 森特拉基奥,日本武道馆
27日17:16,柔道,女子63公斤级铜牌争夺赛B 巴里奥斯 VS 博舍曼·皮纳德,日本武道馆
27日17:25,柔道,女子63公斤级决赛 阿格贝格努 VS 特尔斯滕雅克,日本武道馆
27日17:33,柔道,男子81公斤级铜牌争夺赛A 雷赛尔 VS 博尔查什维利,日本武道馆
27日17:42,柔道,男子81公斤级铜牌争夺赛B 格里加拉什维利 塔托 VS 卡斯,日本武道馆
27日17:50,柔道,男子81公斤级决赛 永濑贵归 VS 莫拉伊·赛义德,日本武道馆
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日09:00,击剑,女子团体重剑16强,幕张展览馆 B厅
27日10:25,击剑,女子团体重剑1/4决赛1 中国 VS 中国香港,幕张展览馆 B厅
27日10:25,击剑,女子团体重剑1/4决赛2 美国 VS 韩国,幕张展览馆 B厅
27日10:25,击剑,女子团体重剑1/4决赛3 ROC VS 意大利,幕张展览馆 B厅
27日10:25,击剑,女子团体重剑1/4决赛4 爱沙尼亚 VS 波兰,幕张展览馆 B厅
27日11:45,击剑,女子团体重剑5-8名排名赛 中国香港 VS 美国,幕张展览馆 B厅
27日11:45,击剑,女子团体重剑5-8名排名赛 ROC VS 波兰,幕张展览馆 B厅
27日12:40,击剑,女子团体重剑半决赛1 中国 VS 韩国,幕张展览馆 B厅
27日12:40,击剑,女子团体重剑半决赛2 意大利 VS 爱沙尼亚,幕张展览馆 B厅
27日13:30,击剑,女子团体重剑5-6名赛 美国 VS 波兰,幕张展览馆 B厅
27日13:30,击剑,女子团体重剑7-8名赛 中国香港 VS ROC,幕张展览馆 B厅
27日17:30,击剑,女子团体重剑铜牌赛 意大利 VS 中国,幕张展览馆 B厅
27日18:30,击剑,女子团体重剑金牌赛 韩国 VS 爱沙尼亚,幕张展览馆 B厅
27日14:00,山地自行车,女子越野赛,伊豆山地车赛道
27日05:45,铁人三项,女子个人赛,御台场海滨公园
27日18:45,竞技体操,女子团体决赛,有明体操竞技场
27日11:05,帆船,女子49人FX级第1轮,江之岛游艇码头
27日11:05,帆船,女子单人艇激光雷迪尔级第5轮,江之岛游艇码头
27日11:15,帆船,男子单人艇激光级第4轮,江之岛游艇码头
27日12:00,帆船,女子49人FX级第2轮,江之岛游艇码头
27日12:05,帆船,男子单人艇芬兰人级第1轮,江之岛游艇码头
27日12:20,帆船,女子单人艇激光雷迪尔级第6轮,江之岛游艇码头
27日12:30,帆船,男子单人艇激光级第5轮,江之岛游艇码头
27日12:55,帆船,女子49人FX级第3轮,江之岛游艇码头
27日13:20,帆船,男子单人艇芬兰人级第2轮,江之岛游艇码头
27日13:45,帆船,男子单人艇激光级第6轮,江之岛游艇码头
27日13:50,帆船,男子49人级第1轮,江之岛游艇码头
27日13:00,皮划艇激流回旋,女子皮艇半决赛,葛西激流皮划艇赛场
27日15:15,皮划艇激流回旋,女子皮艇决赛,葛西激流皮划艇赛场
27日08:00,射击,混合团体10米气手枪资格赛 - 第1阶段,朝霞射击场
27日08:45,射击,混合团体10米气手枪资格赛 - 第2阶段,朝霞射击场
27日10:00,射击,混合团体10米气手枪铜牌赛,朝霞射击场
27日10:37,射击,混合团体10米气手枪金牌赛 庞伟/姜冉馨 VS 芭察拉什金娜 维塔琳娜/切尔诺乌索夫 阿尔乔姆,朝霞射击场
27日12:15,射击,混合团体10米气步枪资格赛 - 第1阶段,朝霞射击场
27日13:00,射击,混合团体10米气步枪资格赛 - 第2阶段,朝霞射击场
27日14:15,射击,混合团体10米气步枪铜牌赛,朝霞射击场
27日14:52,射击,混合团体10米气步枪金牌赛,朝霞射击场
27日11:00,射箭,男子个人1/32淘汰赛 甘尼金·丹尼斯 VS 优素福·托尔巴,梦之岛公园射箭场
27日11:13,射箭,男子个人1/32淘汰赛 内斯波利 VS 拉夫尼卡,梦之岛公园射箭场
27日11:26,射箭,女子个人1/32淘汰赛 阿纳戈兹·亚塞明 VS 巴雷特,梦之岛公园射箭场
27日11:39,射箭,女子个人1/32淘汰赛 杨晓蕾 VS 米尔卡 亚历山德拉,梦之岛公园射箭场
27日11:52,射箭,男子个人1/16淘汰赛 内斯波利 VS 甘尼金·丹尼斯,梦之岛公园射箭场
27日12:05,射箭,女子个人1/16淘汰赛 阿纳戈兹·亚塞明 VS 杨晓蕾,梦之岛公园射箭场
27日12:18,射箭,男子个人1/32淘汰赛 沙娜 VS 霍尔,梦之岛公园射箭场
27日12:31,射箭,男子个人1/32淘汰赛 杜纳斯 VS 奥拉鲁 丹,梦之岛公园射箭场
27日12:44,射箭,女子个人1/32淘汰赛 克罗本 VS 锡琴妮科娃 莉季娅,梦之岛公园射箭场
27日12:57,射箭,女子个人1/32淘汰赛 奥锡波娃 叶连娜 VS 马沙伊赫,梦之岛公园射箭场
27日13:10,射箭,男子个人1/16淘汰赛 杜纳斯 VS 沙娜,梦之岛公园射箭场
27日13:23,射箭,女子个人1/16淘汰赛 奥锡波娃 叶连娜 VS 克罗本,梦之岛公园射箭场
27日13:36,射箭,男子个人1/32淘汰赛 金杰德 VS 大卫,梦之岛公园射箭场
27日13:49,射箭,男子个人1/32淘汰赛 乌鲁赫 VS 潘格斯图·阿里夫,梦之岛公园射箭场
27日14:02,射箭,女子个人1/32淘汰赛 皮特曼 VS 谭雅婷,梦之岛公园射箭场
27日14:15,射箭,女子个人1/32淘汰赛 罗曼 VS 里哈卜·瓦利德,梦之岛公园射箭场
27日14:28,射箭,男子个人1/16淘汰赛 乌鲁赫 VS 金杰德,梦之岛公园射箭场
27日10:50,举重,女子59公斤级B组,东京国际论坛大楼
27日14:41,射箭,女子个人1/16淘汰赛 皮特曼 VS 罗曼,梦之岛公园射箭场
27日10:50,举重,女子64公斤级B组,东京国际论坛大楼
27日14:50,举重,女子59公斤级A组,东京国际论坛大楼
27日18:50,举重,女子64公斤级A组,东京国际论坛大楼
27日16:00,马术,团体盛装舞步特别大奖赛,马事公苑
27日06:00,冲浪,男子1/4决赛 - 第1组,钓崎海岸冲浪会场
27日06:36,冲浪,男子1/4决赛 - 第2组,钓崎海岸冲浪会场
27日07:12,冲浪,男子1/4决赛 - 第3组,钓崎海岸冲浪会场
27日07:48,冲浪,男子1/4决赛 - 第4组,钓崎海岸冲浪会场
27日08:24,冲浪,女子1/4决赛 - 第1组,钓崎海岸冲浪会场
27日09:00,冲浪,女子1/4决赛 - 第2组,钓崎海岸冲浪会场
27日09:36,冲浪,女子1/4决赛 - 第3组,钓崎海岸冲浪会场
27日10:12,冲浪,女子1/4决赛 - 第4组,钓崎海岸冲浪会场
27日10:48,冲浪,男子半决赛 - 第1组,钓崎海岸冲浪会场
27日11:24,冲浪,男子半决赛 - 第2组,钓崎海岸冲浪会场
27日12:00,冲浪,女子半决赛 - 第1组,钓崎海岸冲浪会场
27日12:36,冲浪,女子半决赛 - 第2组,钓崎海岸冲浪会场
27日13:16,冲浪,男子铜牌赛,钓崎海岸冲浪会场
27日14:01,冲浪,女子铜牌赛,钓崎海岸冲浪会场
27日14:46,冲浪,男子金牌赛,钓崎海岸冲浪会场
27日15:31,冲浪,女子金牌赛,钓崎海岸冲浪会场
