时间,大项,比赛,场馆
27日12:20,羽毛球,女子单打小组赛 - K组 杨贾敏 VS 盖坦,武藏野之森综合体育广场
27日14:30,乒乓球,女子单打第3轮 孙颖莎 VS 杨晓欣,东京体育馆
27日12:20,羽毛球,女子单打小组赛 - I组 泽奇里 VS 陈,武藏野之森综合体育广场
27日15:30,乒乓球,男子单打16强 林昀儒 VS 坪井,东京体育馆
27日12:20,羽毛球,男子单打小组赛 - M组 勒韦尔得兹 VS 波奇塔罗夫 阿尔捷姆,武藏野之森综合体育广场
27日15:30,乒乓球,女子单打16强 陈梦 VS 张,东京体育馆
27日13:00,羽毛球,女子单打小组赛 - L组 吉尔莫 VS 沙赫扎德,武藏野之森综合体育广场
27日15:30,乒乓球,女子单打16强 石川 佳纯 VS 波尔卡诺娃,东京体育馆
27日13:00,羽毛球,女子单打小组赛 - N组 索尼娅·谢 VS 萨罗西·劳拉,武藏野之森综合体育广场
27日15:30,乒乓球,男子单打16强 郑荣植 VS 博尔,东京体育馆
27日17:00,羽毛球,女子双打小组赛 - B组 永原 和可那 /松本 麻佑 VS 塞尔宁·谢丽尔/皮克·塞莱娜,武藏野之森综合体育广场
27日18:30,乒乓球,男子单打16强 樊振东 VS 弗雷塔斯,东京体育馆
27日17:00,羽毛球,男子双打小组赛 - C组 塞德尔/拉姆斯福斯 VS 楚/楚,武藏野之森综合体育广场
27日18:30,乒乓球,女子单打16强 艾尔兰德·布利特 VS 杜凯琹,东京体育馆
27日17:40,羽毛球,女子单打小组赛 - D组 恩布鲁庞·布桑兰 VS 库巴 克里斯汀,武藏野之森综合体育广场
27日18:30,乒乓球,女子单打16强 刘 VS 于梦雨,东京体育馆
27日17:40,羽毛球,男子双打小组赛 - B组 索宗诺夫 伊万/伊万诺夫 弗拉季米尔 VS 俄佩约里/奥洛法,武藏野之森综合体育广场
27日18:30,乒乓球,男子单打16强 约尔奇 VS 张本 智和,东京体育馆
27日17:40,羽毛球,女子双打小组赛 - B组 赛/亨德里卡 VS 哈迪亚·胡斯尼/多哈·哈尼,武藏野之森综合体育广场
27日19:30,乒乓球,男子单打16强 卡尔德拉诺 VS 张禹珍,东京体育馆
27日18:20,羽毛球,女子单打小组赛 - C组 安洗莹 VS 阿德索坎,武藏野之森综合体育广场
27日19:30,乒乓球,男子单打16强 高兹 VS 马龙,东京体育馆
27日18:20,羽毛球,男子单打小组赛 - P组 杨 VS 布雷斯特,武藏野之森综合体育广场
27日19:30,乒乓球,女子单打16强 伊藤 美诚 VS 萨维塔布·素塔西尼,东京体育馆
27日18:20,羽毛球,女子双打小组赛 - D组 斯托耶娃/斯托耶娃 VS 巴宗哉·拉温达/基蒂塔拉库尔 ·宗空潘,武藏野之森综合体育广场
27日19:30,乒乓球,女子单打16强 刘 VS 田志希,东京体育馆
27日19:00,羽毛球,女子双打小组赛 - C组 申昇瓒/李绍希 VS 李茵晖/杜玥,武藏野之森综合体育广场
27日20:30,乒乓球,男子单打16强 丹羽 孝希 VS 奥夫特查洛夫,东京体育馆
27日19:00,羽毛球,男子双打小组赛 - D组 苏佑益/嘉亚伦 VS 雅库拉/霍·舒,武藏野之森综合体育广场
27日20:30,乒乓球,男子单打16强 奥马尔·阿萨尔 VS 庄智渊,东京体育馆
27日19:00,羽毛球,男子单打小组赛 - L组 雷查约 艾德 雷斯基 VS 阮田明,武藏野之森综合体育广场
27日20:30,乒乓球,女子单打16强 冯天威 VS 汉,东京体育馆
27日20:30,乒乓球,女子单打16强 陈思羽 VS 孙颖莎,东京体育馆
27日08:00,排球,女子预赛 - B组 ROC3:0阿根廷,有明竞技场
27日10:05,排球,女子预赛 - B组 中国0:3美国,有明竞技场
27日13:20,排球,女子预赛 - A组 日本0:3塞尔维亚,有明竞技场
27日15:25,排球,女子预赛 - B组 意大利3:1土耳其,有明竞技场
27日18:40,排球,女子预赛 - A组 巴西3:2多米尼加,有明竞技场
27日20:45,排球,女子预赛 - A组 韩国3:0肯尼亚,有明竞技场
27日08:00,沙滩排球,女子预赛 - B组 罗斯/克兰曼2:0费尔南德斯·斯特內/巴克里索·麦克米兰,潮风公园
27日09:00,沙滩排球,男子预赛 - F组 白鸟 胜浩/石岛 雄介0:2卢波/尼古拉,潮风公园
27日10:00,沙滩排球,女子预赛 - C组 班斯利/威尔克森2:0加莱/佩雷伊拉,潮风公园
27日11:00,沙滩排球,男子预赛 - D组 塞鲁蒂/莫拉伊斯·菲略1:2卢塞纳/达尔豪瑟,潮风公园
27日14:00,沙滩排球,男子预赛 - E组 奥斯卡·施密特/贡萨尔维斯·奥利维拉·儒尼奥尔2:0穆罕默德·阿比奇/祖海尔·埃尔·格劳伊,潮风公园
27日15:00,沙滩排球,女子预赛 - B组 凯泽·桑娜/梅普林克·玛德琳1:2王鑫鑫/薛晨,潮风公园
27日16:00,沙滩排球,男子预赛 - E组 费杰莱克·格尔泽格斯/布瑞尔·迈克尔2:0格里马尔特/格里马尔特,潮风公园
27日19:00,沙滩排球,男子预赛 - F组 塔勒/维克勒2:0洛西亚克·巴托斯/坎特尔·皮特,潮风公园
27日20:00,沙滩排球,男子预赛 - D组 布劳威尔·亚历山大/米乌森·罗伯特2:0阿萨德/卡波格罗索,潮风公园
27日21:00,沙滩排球,女子预赛 - C组 贝德纳苏克/桑托斯·里斯本0:2王凡/夏欣怡,潮风公园
27日12:00,棒球/垒球,垒球铜牌赛 墨西哥2:3加拿大,横滨棒球场
27日19:00,棒球/垒球,垒球金牌赛 日本2:0美国,横滨棒球场
27日08:30,曲棍球,男子分组循环赛A组 阿根廷2:5澳大利亚,大井曲棍球场
27日09:00,曲棍球,男子分组循环赛A组 印度3:0西班牙,大井曲棍球场
27日10:45,曲棍球,男子分组循环赛A组 日本2:2新西兰,大井曲棍球场
27日11:15,曲棍球,男子分组循环赛B组 德国5:1英国,大井曲棍球场
27日17:30,曲棍球,男子分组循环赛B组 比利时9:4南非,大井曲棍球场
27日19:45,曲棍球,男子分组循环赛B组 荷兰4:2加拿大,大井曲棍球场
27日08:00,手球,女子预赛A组 日本29:26黑山,国立代代木竞技场
27日10:00,手球,女子预赛B组 巴西33:27匈牙利,国立代代木竞技场
27日13:15,手球,女子预赛B组 瑞典36:24ROC,国立代代木竞技场
27日15:15,手球,女子预赛A组 韩国36:43荷兰,国立代代木竞技场
27日18:30,手球,女子预赛A组 安哥拉21:30挪威,国立代代木竞技场
27日20:30,手球,女子预赛B组 法国25:28西班牙,国立代代木竞技场
27日08:00,橄榄球,男子分组循环赛B组 加拿大36:12日本,东京体育场
27日08:30,橄榄球,男子分组循环赛B组 斐济33:7英国,东京体育场
27日09:00,橄榄球,男子分组循环赛A组 阿根廷56:0韩国,东京体育场
27日09:30,橄榄球,男子分组循环赛A组 新西兰14:12澳大利亚,东京体育场
27日10:00,网球,男子单打第2轮 施瓦茨曼 VS 马哈奇·托马什,有明网球森林公园
27日10:00,橄榄球,男子分组循环赛C组 肯尼亚7:12爱尔兰,东京体育场
27日10:00,网球,男子单打第2轮 布罗迪 VS 胡尔卡奇·胡贝特,有明网球森林公园
27日10:30,橄榄球,男子分组循环赛C组 南非17:12美国,东京体育场
27日15:30,橄榄球,男子9-12名排名赛 爱尔兰31:0韩国,东京体育场
27日10:00,网球,女子单打第3轮 维基奇 VS 莱巴基娜·伊莲娜,有明网球森林公园
27日16:00,橄榄球,男子9-12名排名赛 肯尼亚21:7日本,东京体育场
27日10:00,网球,女子双打第2轮,有明网球森林公园
27日16:30,橄榄球,男子1/4决赛 新西兰21:10加拿大,东京体育场
27日17:00,橄榄球,男子1/4决赛 英国26:21美国,东京体育场
27日10:00,网球,女子单打第3轮 本西奇 VS 克赖奇科娃 ·巴尔博拉,有明网球森林公园
27日17:30,橄榄球,男子1/4决赛 南非14:19阿根廷,东京体育场
27日10:00,网球,女子单打第3轮 普利斯科娃·卡洛琳娜 VS 乔治,有明网球森林公园
27日18:00,橄榄球,男子1/4决赛 斐济19:0澳大利亚,东京体育场
27日10:00,网球,男子双打第2轮 然姆/提阿福 VS 多迪格/西里奇,有明网球森林公园
27日10:00,网球,女子双打第2轮 穆古鲁萨/苏亚雷斯·纳瓦罗 VS 本西奇/戈鲁比奇,有明网球森林公园
27日10:00,网球,女子单打第3轮 范·乌伊特万克 VS 穆古鲁萨,有明网球森林公园
27日10:00,网球,男子单打第2轮 达克沃斯 VS 哈昌诺夫 卡连,有明网球森林公园
27日10:00,网球,男子单打第2轮 卡拉采夫 阿斯兰 VS 查迪,有明网球森林公园
27日10:00,网球,男子单打第2轮 安贝尔 VS 凯克马诺维奇,有明网球森林公园
27日10:00,网球,男子双打第2轮 孟菲尔斯/查迪 VS 斯特鲁夫/兹维列夫,有明网球森林公园
27日10:00,网球,女子双打第2轮 斯尼亚科娃·卡特琳娜/克赖奇科娃 ·巴尔博拉 VS 巴多萨/索里贝斯·托尔莫,有明网球森林公园
27日10:00,网球,女子单打第3轮 索里贝斯·托尔莫 VS 帕弗柳琴科娃 安娜斯塔锡娅,有明网球森林公园
27日10:00,网球,女子单打第3轮 巴多萨 VS 波多罗斯卡,有明网球森林公园
27日10:00,网球,男子双打第2轮 克莱因·卢卡斯/波拉施克·菲利普 VS 桑德格伦/克拉切克,有明网球森林公园
27日10:00,网球,女子双打第2轮 科尔奈/费罗 VS 佩古拉/默泰克·山兹,有明网球森林公园
27日10:00,网球,男子双打第2轮 普埃兹/克拉维耶茨 VS 索尔兹伯里/穆雷,有明网球森林公园
27日10:00,网球,男子单打第2轮 伊瓦什卡 伊利亚 VS 库库什金·米哈伊尔,有明网球森林公园
27日10:00,网球,男子单打第2轮 提阿福 VS 齐齐帕斯,有明网球森林公园
27日10:00,网球,女子单打第3轮 万卓索娃·马克塔 VS 大坂 直美,有明网球森林公园
27日10:00,网球,女子单打第3轮 萨卡里 VS 斯维托琳娜 埃琳娜,有明网球森林公园
27日10:00,网球,男子单打第2轮 吉隆 VS 锦织 圭,有明网球森林公园
27日09:00,水球,男子预赛A组 南非3:20美国,东京辰巳国际游泳场水球中心
27日10:30,水球,男子预赛B组 黑山6:8西班牙,东京辰巳国际游泳场水球中心
27日13:00,水球,男子预赛B组 哈萨克斯坦5:19塞尔维亚,东京辰巳国际游泳场水球中心
27日14:30,水球,男子预赛A组 意大利6:6希腊,东京辰巳国际游泳场水球中心
27日17:20,水球,男子预赛A组 日本11:16匈牙利,东京辰巳国际游泳场水球中心
27日18:50,水球,男子预赛B组 澳大利亚11:8克罗地亚,东京辰巳国际游泳场水球中心
27日14:00,跳水,女子双人10米跳台跳水,东京水上运动中心
27日09:30,游泳,女子200米自由泳半决赛第1组,东京水上运动中心
27日09:36,游泳,女子200米自由泳半决赛第2组,东京水上运动中心
27日09:43,游泳,男子200米自由泳决赛,东京水上运动中心
27日09:51,游泳,女子100米仰泳决赛,东京水上运动中心
27日09:59,游泳,男子100米仰泳决赛,东京水上运动中心
27日10:17,游泳,女子100米蛙泳决赛,东京水上运动中心
27日10:35,游泳,男子200米蝶泳半决赛第1组,东京水上运动中心
27日10:41,游泳,男子200米蝶泳半决赛第2组,东京水上运动中心
27日10:58,游泳,女子200米个人混合泳半决赛第1组,东京水上运动中心
27日11:05,游泳,女子200米个人混合泳半决赛第2组,东京水上运动中心
27日18:00,游泳,男子100米自由泳分组预赛第1组,东京水上运动中心
27日18:04,游泳,男子100米自由泳分组预赛第2组,东京水上运动中心
27日18:07,游泳,男子100米自由泳分组预赛第3组,东京水上运动中心
27日18:09,游泳,男子100米自由泳分组预赛第4组,东京水上运动中心
27日18:12,游泳,男子100米自由泳分组预赛第5组,东京水上运动中心
27日18:14,游泳,男子100米自由泳分组预赛第6组,东京水上运动中心
27日18:17,游泳,男子100米自由泳分组预赛第7组,东京水上运动中心
27日18:19,游泳,男子100米自由泳分组预赛第8组,东京水上运动中心
27日18:22,游泳,男子100米自由泳分组预赛第9组,东京水上运动中心
27日18:25,游泳,女子200米蝶泳分组预赛第1组,东京水上运动中心
27日18:29,游泳,女子200米蝶泳分组预赛第2组,东京水上运动中心
27日18:33,游泳,女子200米蝶泳分组预赛第3组,东京水上运动中心
27日18:38,游泳,男子200米蛙泳分组预赛第1组,东京水上运动中心
27日18:42,游泳,男子200米蛙泳分组预赛第2组,东京水上运动中心
27日18:46,游泳,男子200米蛙泳分组预赛第3组,东京水上运动中心
27日18:50,游泳,男子200米蛙泳分组预赛第4组,东京水上运动中心
27日18:53,游泳,男子200米蛙泳分组预赛第5组,东京水上运动中心
27日18:58,游泳,男子4x200米自由泳接力分组预赛第1组,东京水上运动中心
27日19:07,游泳,男子4x200米自由泳接力分组预赛第2组,东京水上运动中心
27日19:17,游泳,男子800米自由泳分组预赛第1组,东京水上运动中心
27日19:27,游泳,男子800米自由泳分组预赛第2组,东京水上运动中心
27日19:36,游泳,男子800米自由泳分组预赛第3组,东京水上运动中心
27日19:46,游泳,男子800米自由泳分组预赛第4组,东京水上运动中心
27日19:55,游泳,男子800米自由泳分组预赛第5组,东京水上运动中心
27日09:00,跆拳道,女子67公斤以上级16强 罗德里格斯·佩格罗 VS 库斯·纳菲亚,幕张展览馆 A厅
27日09:15,跆拳道,男子80公斤以上级16强 萨皮纳 VS 桑索雷斯,幕张展览馆 A厅
27日09:30,跆拳道,女子67公斤以上级16强 李多彬 VS 特劳雷,幕张展览馆 A厅
27日09:45,跆拳道,男子80公斤以上级16强 周 VS 孙宏义,幕张展览馆 A厅
27日10:00,跆拳道,女子67公斤以上级16强 奥锡波娃 斯韦特兰娜 VS 丹尼兹·康塞尔,幕张展览馆 A厅
27日10:15,跆拳道,男子80公斤以上级16强 奥巴梅 VS 特拉伊科维奇,幕张展览馆 A厅
27日10:45,跆拳道,男子80公斤以上级16强 拉林 弗拉季斯拉夫 VS 陶法托夫,幕张展览馆 A厅
27日11:00,跆拳道,女子67公斤以上级16强 阿维拉·拉米雷斯 VS 郑姝音,幕张展览馆 A厅
27日11:15,跆拳道,男子80公斤以上级16强 曼苏里 VS 印教敦,幕张展览馆 A厅
27日11:30,跆拳道,女子67公斤以上级16强 阿科斯塔 VS 劳林,幕张展览馆 A厅
27日11:45,跆拳道,男子80公斤以上级16强 巴赫曼 VS 扎帕罗夫·鲁斯兰,幕张展览馆 A厅
27日12:00,跆拳道,女子67公斤以上级16强 斯图尔特 VS 科瓦尔丘克·亚历山德拉,幕张展览馆 A厅
27日12:15,跆拳道,男子80公斤以上级16强 巴内 VS 伊苏福阿尔法加,幕张展览馆 A厅
27日12:30,跆拳道,女子67公斤以上级16强 曼迪奇 VS 奥加洛,幕张展览馆 A厅
27日12:45,跆拳道,男子80公斤以上级16强 阿尔巴·卡斯蒂略 VS 乔治耶夫斯基,幕张展览馆 A厅
27日13:00,跆拳道,女子67公斤以上级1/4决赛 罗德里格斯·佩格罗 VS 李多彬,幕张展览馆 A厅
27日13:15,跆拳道,男子80公斤以上级1/4决赛 萨皮纳 VS 孙宏义,幕张展览馆 A厅
27日13:30,跆拳道,女子67公斤以上级1/4决赛 丹尼兹·康塞尔 VS 沃克登,幕张展览馆 A厅
27日13:45,跆拳道,男子80公斤以上级1/4决赛 特拉伊科维奇 VS 拉林 弗拉季斯拉夫,幕张展览馆 A厅
27日14:00,跆拳道,女子67公斤以上级1/4决赛 郑姝音 VS 劳林,幕张展览馆 A厅
27日14:15,跆拳道,男子80公斤以上级1/4决赛 印教敦 VS 扎帕罗夫·鲁斯兰,幕张展览馆 A厅
27日14:30,跆拳道,女子67公斤以上级1/4决赛 科瓦尔丘克·亚历山德拉 VS 曼迪奇,幕张展览馆 A厅
27日14:45,跆拳道,男子80公斤以上级1/4决赛 巴内 VS 乔治耶夫斯基,幕张展览馆 A厅
27日15:00,跆拳道,女子67公斤以上级半决赛 李多彬 VS 沃克登,幕张展览馆 A厅
27日15:15,跆拳道,男子80公斤以上级半决赛 孙宏义 VS 拉林 弗拉季斯拉夫,幕张展览馆 A厅
27日15:30,跆拳道,女子67公斤以上级半决赛 劳林 VS 曼迪奇,幕张展览馆 A厅
27日15:45,跆拳道,男子80公斤以上级半决赛 印教敦 VS 乔治耶夫斯基,幕张展览馆 A厅
27日18:00,跆拳道,女子67公斤以上级复活赛 罗德里格斯·佩格罗 VS 特劳雷,幕张展览馆 A厅
27日18:15,跆拳道,男子80公斤以上级复活赛 特拉伊科维奇 VS 陶法托夫,幕张展览馆 A厅
27日18:30,跆拳道,女子67公斤以上级复活赛 奥加洛 VS 科瓦尔丘克·亚历山德拉,幕张展览馆 A厅
27日18:45,跆拳道,男子80公斤以上级复活赛 阿尔巴·卡斯蒂略 VS 巴内,幕张展览馆 A厅
27日19:30,跆拳道,女子67公斤以上级铜牌赛 劳林 VS 特劳雷,幕张展览馆 A厅
27日19:45,跆拳道,男子80公斤以上级铜牌赛 印教敦 VS 特拉伊科维奇,幕张展览馆 A厅
27日10:00,拳击,男子沉量级 (63-69公斤) 16 强 麦科马克 VS 拉济翁诺夫 亚历山大,国技馆
27日20:00,跆拳道,女子67公斤以上级铜牌赛 科瓦尔丘克·亚历山德拉 VS 沃克登,幕张展览馆 A厅
27日10:15,拳击,男子沉量级 (63-69公斤) 16 强 波兰科·埃米利亚诺 VS 巴图罗夫 博博-乌斯蒙,国技馆
27日20:15,跆拳道,男子80公斤以上级铜牌赛 阿尔巴·卡斯蒂略 VS 孙宏义,幕张展览馆 A厅
27日10:30,拳击,男子沉量级 (63-69公斤) 16 强 沃尔什 VS 门格·阿伊西,国技馆
27日20:30,跆拳道,女子67公斤以上级金牌赛 李多彬 VS 曼迪奇,幕张展览馆 A厅
27日10:48,拳击,男子沉量级 (63-69公斤) 16 强 克莱尔 VS 齐亚德·伊沙·侯赛因·伊沙什,国技馆
27日11:03,拳击,男子重量级 (81-91公斤) 16强 加吉马戈梅多夫 穆斯利姆 VS 本查伯拉,国技馆
27日20:45,跆拳道,男子80公斤以上级金牌赛 拉林 弗拉季斯拉夫 VS 乔治耶夫斯基,幕张展览馆 A厅
27日11:18,拳击,男子重量级 (81-91公斤) 16强 阿卜杜勒-贾巴尔 VS 卢卡·哈梅斯,国技馆
27日11:36,拳击,男子重量级 (81-91公斤) 16强 普洛季奇基·法奥加利 VS 斯米阿赫利科夫 夫拉季斯拉夫,国技馆
27日11:51,拳击,男子重量级 (81-91公斤) 16强 尤努斯·巴拉 VS 尼卡,国技馆
27日12:06,拳击,女子轻量级 (57-60公斤) 32强 尼古利 VS 法尔肯·雷耶斯,国技馆
27日12:24,拳击,女子轻量级 (57-60公斤) 32强 杜波依斯 VS 萨迪库,国技馆
27日12:39,拳击,女子轻量级 (57-60公斤) 32强 西松迪·苏达朋 VS 帕拉西奥斯·埃斯皮诺萨,国技馆
27日12:54,拳击,女子沉量级 (64-69公斤) 16强 苏尔梅内利·布塞纳兹 VS 科舍夫斯卡·卡罗琳娜,国技馆
27日13:12,拳击,女子沉量级 (64-69公斤) 16强 乌迈马·贝拉赫比卜 VS 蕾先科 安娜,国技馆
27日13:27,拳击,女子沉量级 (64-69公斤) 16强 阿佩兹 VS 博尔戈海因,国技馆
27日13:42,拳击,女子沉量级 (64-69公斤) 16强 卡里尼 VS 陈念琴,国技馆
27日16:00,拳击,男子沉量级 (63-69公斤) 16 强 伊格莱西亚斯 VS 冈泽 塞温・昆西・门萨,国技馆
27日16:15,拳击,男子沉量级 (63-69公斤) 16 强 约翰逊 VS 朱苏波夫·阿布莱坎,国技馆
27日16:30,拳击,男子沉量级 (63-69公斤) 16 强 布沃吉 VS 马季耶夫 埃斯克尔汉,国技馆
27日16:48,拳击,男子沉量级 (63-69公斤) 16 强 津巴 VS 扎姆科沃 安德列,国技馆
27日17:03,拳击,男子重量级 (81-91公斤) 16强 卡斯蒂略·托雷斯 VS 侯赛因·伊沙 侯赛因·阿什,国技馆
27日17:18,拳击,男子重量级 (81-91公斤) 16强 特谢拉 VS 克拉克,国技馆
27日17:36,拳击,男子重量级 (81-91公斤) 16强 奥乔拉 VS 拉克鲁斯,国技馆
27日17:51,拳击,男子重量级 (81-91公斤) 16强 雷耶斯·普拉 VS 列维特·瓦西里,国技馆
27日18:06,拳击,女子轻量级 (57-60公斤) 32强 吴诗仪 VS 埃里克逊松,国技馆
27日18:24,拳击,女子轻量级 (57-60公斤) 32强 哈马杜什 VS 波特科宁,国技馆
27日18:39,拳击,女子沉量级 (64-69公斤) 16强 琼斯 VS 克鲁斯·桑多瓦尔,国技馆
27日18:54,拳击,女子沉量级 (64-69公斤) 16强 达·席尔瓦 VS 莫隆塔·埃尔南德斯,国技馆
27日19:12,拳击,女子沉量级 (64-69公斤) 16强 阿金尼伊 VS 盘古那,国技馆
27日19:27,拳击,女子沉量级 (64-69公斤) 16强 曼尼康·拜森 VS 谷红,国技馆
27日10:00,柔道,女子63公斤级32强淘汰赛 库杰娃 VS 比耶,日本武道馆
27日10:00,柔道,男子81公斤级64强淘汰赛 帕塞克 VS 塔乌巴尼,日本武道馆
27日10:06,柔道,女子63公斤级32强淘汰赛 弗兰森·朱尔 VS 奥布拉多维奇,日本武道馆
27日10:06,柔道,男子81公斤级64强淘汰赛 穆罕默德·阿卜杜拉 VS 温格瓦里·阿提拉,日本武道馆
27日10:13,柔道,女子63公斤级32强淘汰赛 海克 VS 吉利·塞格雷·沙里尔,日本武道馆
27日10:13,柔道,男子81公斤级64强淘汰赛 安德鲁 VS 穆罗多夫 阿克马尔,日本武道馆
27日10:19,柔道,男子81公斤级32强淘汰赛 卡斯 VS 甘迪亚,日本武道馆
27日10:19,柔道,女子63公斤级32强淘汰赛 博舍曼·皮纳德 VS 奥勒森,日本武道馆
27日10:26,柔道,男子81公斤级32强淘汰赛 阿普拉哈米安 VS 帕塞克,日本武道馆
27日10:26,柔道,女子63公斤级32强淘汰赛 克里萨科娃 VS 杨俊霞,日本武道馆
27日10:32,柔道,男子81公斤级32强淘汰赛 胡别措夫 阿兰 VS 佐洛耶夫 夫拉季米尔,日本武道馆
27日10:32,柔道,女子63公斤级32强淘汰赛 夸德罗斯 VS 大卫,日本武道馆
27日10:39,柔道,男子81公斤级32强淘汰赛 瓦卢瓦 弗蒂 VS 纳塔西迪斯,日本武道馆
27日10:39,柔道,女子63公斤级32强淘汰赛 阿维蒂·阿尔卡拉斯 VS 博尔德·甘哈伊奇,日本武道馆
27日10:45,柔道,男子81公斤级32强淘汰赛 阿尔贝拉克·维达特 VS 永濑贵归,日本武道馆
