时间,大项,比赛,场馆
07日15:03,场地自行车,男子凯林赛第1轮 - 第4组,伊豆场地自行车馆
07日15:08,场地自行车,男子凯林赛第1轮 - 第5组,伊豆场地自行车馆
07日15:13,场地自行车,女子争先赛1/8决赛复活赛 - 第1组,伊豆场地自行车馆
07日15:16,场地自行车,女子争先赛1/8决赛复活赛 - 第2组,伊豆场地自行车馆
07日15:19,场地自行车,男子凯林赛复活赛 - 第1组,伊豆场地自行车馆
07日15:24,场地自行车,男子凯林赛复活赛 - 第2组,伊豆场地自行车馆
07日15:29,场地自行车,男子凯林赛复活赛 - 第3组,伊豆场地自行车馆
07日15:34,场地自行车,男子凯林赛复活赛 - 第4组,伊豆场地自行车馆
07日15:39,场地自行车,女子争先赛1/4决赛 - 第1场,伊豆场地自行车馆
07日15:55,场地自行车,男子麦迪逊赛决赛,伊豆场地自行车馆
07日16:55,场地自行车,女子争先赛1/4决赛 - 第2场,伊豆场地自行车馆
07日17:15,场地自行车,女子争先赛1/4决赛 - 第3场,伊豆场地自行车馆
07日13:30,现代五项,男子个人200米自由泳第1组,东京体育场
07日13:36,现代五项,男子个人200米自由泳第2组,东京体育场
07日13:42,现代五项,男子个人200米自由泳第3组,东京体育场
07日13:48,现代五项,男子个人200米自由泳第4组,东京体育场
07日13:54,现代五项,男子个人200米自由泳第5组,东京体育场
07日14:00,现代五项,男子个人200米自由泳第6组,东京体育场
07日14:45,现代五项,男子个人击剑奖励赛,东京体育场
07日16:15,现代五项,男子个人马术障碍跳跃,东京体育场
07日18:30,现代五项,男子个人激光跑,东京体育场
07日09:00,艺术体操,团体全能资格赛 - 第1轮,有明体操竞技场
07日10:30,艺术体操,团体全能资格赛 - 第2轮,有明体操竞技场
07日14:20,艺术体操,个人全能决赛 - 第1轮,有明体操竞技场
07日14:53,艺术体操,个人全能决赛 - 第2轮,有明体操竞技场
07日15:31,艺术体操,个人全能决赛 - 第3轮,有明体操竞技场
07日16:04,艺术体操,个人全能决赛 - 第4轮,有明体操竞技场
07日05:00,田径,女子马拉松决赛,札幌大通公园
07日18:35,田径,女子跳高决赛,奥林匹克体育场
07日18:45,田径,女子10000米决赛,奥林匹克体育场
07日19:00,田径,男子标枪决赛,奥林匹克体育场
07日19:40,田径,男子1500米决赛,奥林匹克体育场
07日20:30,田径,女子 4 x 400米接力决赛,奥林匹克体育场
07日20:50,田径,男子 4 x 400米接力决赛,奥林匹克体育场
07日08:30,皮划艇静水,女子500米双人划艇半决赛1,海之森水上竞技场
07日08:37,皮划艇静水,女子500米双人划艇半决赛2,海之森水上竞技场
07日08:44,皮划艇静水,男子1000米单人划艇半决赛1,海之森水上竞技场
07日08:52,皮划艇静水,男子1000米单人划艇半决赛2,海之森水上竞技场
07日09:07,皮划艇静水,女子500米四人皮艇半决赛1,海之森水上竞技场
07日09:14,皮划艇静水,女子500米四人皮艇半决赛2,海之森水上竞技场
07日09:21,皮划艇静水,男子500米四人皮艇半决赛1,海之森水上竞技场
07日09:28,皮划艇静水,男子500米四人皮艇半决赛2,海之森水上竞技场
07日10:30,皮划艇静水,女子500米双人划艇决赛B,海之森水上竞技场
07日10:37,皮划艇静水,女子500米双人划艇决赛A,海之森水上竞技场
07日10:45,皮划艇静水,男子1000米单人划艇决赛B,海之森水上竞技场
07日10:53,皮划艇静水,男子1000米单人划艇决赛A,海之森水上竞技场
07日11:12,皮划艇静水,女子500米四人皮艇决赛B,海之森水上竞技场
07日11:19,皮划艇静水,女子500米四人皮艇决赛A,海之森水上竞技场
07日11:37,皮划艇静水,男子500米四人皮艇决赛A,海之森水上竞技场
07日18:00,马术,团体场地障碍决赛,马事公苑
07日19:57,马术,团体场地障碍附加赛,马事公苑
