时间,大项,比赛,场馆
04日11:26,摔跤,男子自由式86公斤级1/4决赛 亚兹达尼查拉蒂·哈桑 VS 吕克穆特,幕张展览馆 A厅
04日11:26,摔跤,女子自由式57公斤级1/4决赛 川井 梨纱子 VS 博尔赛汗·孔戈尔祖尔,幕张展览馆 A厅
04日11:26,摔跤,男子自由式57公斤级1/4决赛 高桥 侑希 VS 萨纳耶夫·努里斯拉姆,幕张展览馆 A厅
04日11:33,摔跤,男子自由式86公斤级1/4决赛 戈森·奥斯曼 VS 奈丰诺夫 阿尔图尔,幕张展览馆 A厅
04日11:33,摔跤,女子自由式57公斤级1/4决赛 基特 塔季扬娜 VS 毛利斯,幕张展览馆 A厅
04日11:33,摔跤,男子自由式57公斤级1/4决赛 万赫洛夫 VS 拉维,幕张展览馆 A厅
04日11:40,摔跤,男子自由式86公斤级1/4决赛 阿明 VS 泰勒三世,幕张展览馆 A厅
04日11:40,摔跤,女子自由式57公斤级1/4决赛 库拉奇金娜 伊琳娜 VS 科布洛娃 瓦列丽娅,幕张展览馆 A厅
04日11:40,摔跤,男子自由式57公斤级1/4决赛 阿特里纳哈奇·礼萨 VS 埃尔德内巴特·贝克巴亚尔,幕张展览馆 A厅
04日11:47,摔跤,男子自由式86公斤级1/4决赛 林祖沈 VS 普尼亚,幕张展览馆 A厅
04日11:47,摔跤,女子自由式57公斤级1/4决赛 尼科洛娃 VS 妮奇塔 安娜斯塔锡娅,幕张展览馆 A厅
04日11:47,摔跤,男子自由式57公斤级1/4决赛 阿布杜尔拉耶夫 古洛姆容 VS 乌古耶夫 扎武尔,幕张展览馆 A厅
04日17:15,摔跤,男子自由式57公斤级半决赛 萨纳耶夫·努里斯拉姆 VS 拉维,幕张展览馆 A厅
04日17:22,摔跤,男子自由式57公斤级半决赛 阿特里纳哈奇·礼萨 VS 乌古耶夫 扎武尔,幕张展览馆 A厅
04日17:29,摔跤,男子自由式86公斤级半决赛 亚兹达尼查拉蒂·哈桑 VS 奈丰诺夫 阿尔图尔,幕张展览馆 A厅
04日17:36,摔跤,男子自由式86公斤级半决赛 泰勒三世 VS 普尼亚,幕张展览馆 A厅
04日17:43,摔跤,女子自由式57公斤级半决赛 川井 梨纱子 VS 毛利斯,幕张展览馆 A厅
04日17:50,摔跤,女子自由式57公斤级半决赛 库拉奇金娜 伊琳娜 VS 尼科洛娃,幕张展览馆 A厅
04日18:30,摔跤,男子古典式67公斤级铜牌赛 斯塔布勒 VS 佐伊泽 拉马兹,幕张展览馆 A厅
04日18:40,摔跤,男子古典式67公斤级铜牌赛 苏尔科夫 阿尔乔姆 VS 穆罕默德·易卜拉欣·萨义德·萨义德,幕张展览馆 A厅
04日18:50,摔跤,男子古典式67公斤级决赛 杰雷·穆罕默德德雷萨 VS 纳西博夫 帕尔维兹,幕张展览馆 A厅
04日19:00,摔跤,男子古典式87公斤级铜牌赛 库德拉 VS 穆罕默德·梅特瓦利,幕张展览馆 A厅
04日19:10,摔跤,男子古典式87公斤级铜牌赛 达图纳什维利 VS 哈克勒克,幕张展览馆 A厅
04日19:20,摔跤,男子古典式87公斤级决赛 洛林茨·维克多 VS 别连纽克 詹,幕张展览馆 A厅
04日19:55,摔跤,女子自由式62公斤级铜牌赛 格里戈耶娃 VS 科利亚坚科 伊琳娜,幕张展览馆 A厅
04日20:05,摔跤,女子自由式62公斤级铜牌赛 奥弗恰萝娃 柳博维 VS 尤塞因,幕张展览馆 A厅
04日20:15,摔跤,女子自由式62公斤级决赛 滕内别科娃 艾苏卢乌 VS 川井 友香子,幕张展览馆 A厅
04日13:00,拳击,女子蝇量级 (48-51公斤) 半决赛1 卡基罗格鲁·巴斯纳兹 VS 黄筱雯,国技馆
04日13:15,拳击,女子蝇量级 (48-51公斤) 半决赛2 并木 月海 VS 克拉斯提娃,国技馆
04日13:30,拳击,女子沉量级 (64-69公斤) 半决赛1 苏尔梅内利·布塞纳兹 VS 博尔戈海因,国技馆
04日13:48,拳击,女子沉量级 (64-69公斤) 半决赛2 琼斯 VS 谷红,国技馆
04日14:03,拳击,男子超重量级 (91公斤以上) 半决赛1 贾洛洛夫 巴霍季尔 VS 克拉克,国技馆
04日14:18,拳击,男子超重量级 (91公斤以上) 半决赛2 小托雷斯 VS 昆卡巴耶夫·卡姆西别克,国技馆
04日14:35,拳击,男子轻重量级 (75-81公斤) 决赛 惠特克 VS 洛佩斯,国技馆
04日14:30,场地自行车,男子争先赛资格赛,伊豆场地自行车馆
04日15:10,场地自行车,女子凯林赛第1轮 - 第1组,伊豆场地自行车馆
04日15:15,场地自行车,女子凯林赛第1轮 - 第2组,伊豆场地自行车馆
04日15:20,场地自行车,女子凯林赛第1轮 - 第3组,伊豆场地自行车馆
04日15:25,场地自行车,女子凯林赛第1轮 - 第4组,伊豆场地自行车馆
04日15:30,场地自行车,女子凯林赛第1轮 - 第5组,伊豆场地自行车馆
04日15:35,场地自行车,男子争先赛1/32决赛 - 第1组 霍格兰·杰弗里 VS 米歇尔,伊豆场地自行车馆
04日15:38,场地自行车,男子争先赛1/32决赛 - 第2组 拉夫雷森·哈里 VS 沙罗姆,伊豆场地自行车馆
04日15:41,场地自行车,男子争先赛1/32决赛 - 第3组 卡林 VS 哈特,伊豆场地自行车馆
04日15:44,场地自行车,男子争先赛1/32决赛 - 第4组 保罗 VS 理查森,伊豆场地自行车馆
04日15:47,场地自行车,男子争先赛1/32决赛 - 第5组 德米特里耶夫 丹尼斯 VS 埃拉尔,伊豆场地自行车馆
04日15:50,场地自行车,男子争先赛1/32决赛 - 第6组 利维 VS 乔恩·恩·法,伊豆场地自行车馆
04日15:53,场地自行车,男子争先赛1/32决赛 - 第7组 韦伯斯特 VS 鲁迪克·马特乌斯,伊豆场地自行车馆
04日15:56,场地自行车,男子争先赛1/32决赛 - 第8组 肯尼 VS 阿旺,伊豆场地自行车馆
04日15:59,场地自行车,男子争先赛1/32决赛 - 第9组 胁本 雄太 VS 金特罗·查瓦罗,伊豆场地自行车馆
04日16:02,场地自行车,男子争先赛1/32决赛 - 第10组 维吉耶 VS 伯莱特,伊豆场地自行车馆
04日16:05,场地自行车,男子争先赛1/32决赛 - 第11组 拉科夫斯基·帕特里克 VS 徐超,伊豆场地自行车馆
04日16:08,场地自行车,男子争先赛1/32决赛 - 第12组 瓦姆斯 VS 玻特彻,伊豆场地自行车馆
04日16:11,场地自行车,女子凯林赛复活赛 - 第1组,伊豆场地自行车馆
04日16:16,场地自行车,女子凯林赛复活赛 - 第2组,伊豆场地自行车馆
04日16:21,场地自行车,女子凯林赛复活赛 - 第3组,伊豆场地自行车馆
04日16:26,场地自行车,女子凯林赛复活赛 - 第4组,伊豆场地自行车馆
04日16:31,场地自行车,男子争先赛1/32决赛复活赛 - 第1组,伊豆场地自行车馆
04日16:34,场地自行车,男子争先赛1/32决赛复活赛 - 第2组,伊豆场地自行车馆
04日16:37,场地自行车,男子争先赛1/32决赛复活赛 - 第3组,伊豆场地自行车馆
04日16:40,场地自行车,男子争先赛1/32决赛复活赛 - 第4组,伊豆场地自行车馆
04日16:45,场地自行车,男子团体追逐赛7-8名决赛,伊豆场地自行车馆
04日16:52,场地自行车,男子团体追逐赛5-6名决赛,伊豆场地自行车馆
04日16:59,场地自行车,男子团体追逐赛铜牌赛,伊豆场地自行车馆
04日17:06,场地自行车,男子团体追逐赛金牌赛,伊豆场地自行车馆
04日17:13,场地自行车,男子争先赛1/16决赛 - 第1组 霍格兰·杰弗里 VS 玻特彻,伊豆场地自行车馆
04日17:16,场地自行车,男子争先赛1/16决赛 - 第2组 拉夫雷森·哈里 VS 乔恩·恩·法,伊豆场地自行车馆
04日17:19,场地自行车,男子争先赛1/16决赛 - 第3组 卡林 VS 沙罗姆,伊豆场地自行车馆
04日17:22,场地自行车,男子争先赛1/16决赛 - 第4组 保罗 VS 阿旺,伊豆场地自行车馆
04日17:25,场地自行车,男子争先赛1/16决赛 - 第5组 德米特里耶夫 丹尼斯 VS 瓦姆斯,伊豆场地自行车馆
04日17:28,场地自行车,男子争先赛1/16决赛 - 第6组 利维 VS 拉科夫斯基·帕特里克,伊豆场地自行车馆
04日17:31,场地自行车,男子争先赛1/16决赛 - 第7组 韦伯斯特 VS 维吉耶,伊豆场地自行车馆
04日17:34,场地自行车,男子争先赛1/16决赛 - 第8组 肯尼 VS 胁本 雄太,伊豆场地自行车馆
04日17:47,场地自行车,男子争先赛1/16决赛复活赛 - 第1组 胁本 雄太 VS 玻特彻,伊豆场地自行车馆
04日17:50,场地自行车,男子争先赛1/16决赛复活赛 - 第2组 维吉耶 VS 乔恩·恩·法,伊豆场地自行车馆
04日17:53,场地自行车,男子争先赛1/16决赛复活赛 - 第3组 沙罗姆 VS 拉科夫斯基·帕特里克,伊豆场地自行车馆
04日17:56,场地自行车,男子争先赛1/16决赛复活赛 - 第4组 阿旺 VS 瓦姆斯,伊豆场地自行车馆
04日08:00,田径,男子十项全能100米 - 第1组,奥林匹克体育场
04日08:05,田径,男子标枪资格赛 - A组,奥林匹克体育场
04日08:08,田径,男子十项全能100米 - 第2组,奥林匹克体育场
04日08:16,田径,男子十项全能100米 - 第3组,奥林匹克体育场
04日08:35,田径,女子七项全能100米跨栏 - 第1组,奥林匹克体育场
04日08:43,田径,女子七项全能100米跨栏 - 第2组,奥林匹克体育场
04日08:51,田径,女子七项全能100米跨栏 - 第3组,奥林匹克体育场
04日08:55,田径,男子十项全能跳远 - A组,奥林匹克体育场
04日08:55,田径,男子十项全能跳远 - B组,奥林匹克体育场
04日09:35,田径,男子标枪资格赛 - B组,奥林匹克体育场
04日09:35,田径,女子七项全能跳高 - A组,奥林匹克体育场
04日09:35,田径,女子七项全能跳高 - B组,奥林匹克体育场
04日10:00,田径,男子110米跨栏半决赛1,奥林匹克体育场
04日10:08,田径,男子110米跨栏半决赛2,奥林匹克体育场
04日10:16,田径,男子110米跨栏半决赛3,奥林匹克体育场
04日10:30,田径,女子400米跨栏决赛,奥林匹克体育场
04日10:40,田径,男子十项全能铅球 - A组,奥林匹克体育场
04日10:40,田径,男子十项全能铅球 - B组,奥林匹克体育场
04日17:30,田径,男子十项全能跳高 - A组,奥林匹克体育场
04日17:30,田径,男子十项全能跳高 - B组,奥林匹克体育场
04日18:00,田径,女子1500米半决赛1,奥林匹克体育场
04日18:05,田径,女子七项全能铅球 - A组,奥林匹克体育场
04日18:05,田径,女子七项全能铅球 - B组,奥林匹克体育场
04日18:12,田径,女子1500米半决赛2,奥林匹克体育场
04日18:30,田径,女子400米半决赛1,奥林匹克体育场
04日18:38,田径,女子400米半决赛2,奥林匹克体育场
04日18:46,田径,女子400米半决赛3,奥林匹克体育场
04日19:00,田径,女子3000米障碍赛决赛,奥林匹克体育场
04日19:15,田径,男子链球决赛,奥林匹克体育场
04日19:30,田径,女子七项全能200米 - 第1组,奥林匹克体育场
04日19:38,田径,女子七项全能200米 - 第2组,奥林匹克体育场
04日19:46,田径,女子七项全能200米 - 第3组,奥林匹克体育场
04日20:05,田径,男子800米决赛,奥林匹克体育场
04日20:30,田径,男子十项全能400米 - 第1组,奥林匹克体育场
04日20:38,田径,男子十项全能400米 - 第2组,奥林匹克体育场
04日20:46,田径,男子十项全能400米 - 第3组,奥林匹克体育场
04日20:55,田径,男子200米决赛,奥林匹克体育场
04日08:30,皮划艇静水,男子200米单人皮艇分组预赛1,海之森水上竞技场
04日08:37,皮划艇静水,男子200米单人皮艇分组预赛2,海之森水上竞技场
04日08:44,皮划艇静水,男子200米单人皮艇分组预赛3,海之森水上竞技场
04日08:51,皮划艇静水,男子200米单人皮艇分组预赛4,海之森水上竞技场
04日08:58,皮划艇静水,男子200米单人皮艇分组预赛5,海之森水上竞技场
04日09:05,皮划艇静水,女子200米单人划艇分组预赛1,海之森水上竞技场
04日09:12,皮划艇静水,女子200米单人划艇分组预赛2,海之森水上竞技场
04日09:19,皮划艇静水,女子200米单人划艇分组预赛3,海之森水上竞技场
04日09:26,皮划艇静水,女子200米单人划艇分组预赛4,海之森水上竞技场
04日09:33,皮划艇静水,女子200米单人划艇分组预赛5,海之森水上竞技场
04日09:40,皮划艇静水,女子500米单人皮艇分组预赛1,海之森水上竞技场
04日09:47,皮划艇静水,女子500米单人皮艇分组预赛2,海之森水上竞技场
04日09:54,皮划艇静水,女子500米单人皮艇分组预赛3,海之森水上竞技场
04日10:01,皮划艇静水,女子500米单人皮艇分组预赛4,海之森水上竞技场
04日10:08,皮划艇静水,女子500米单人皮艇分组预赛5,海之森水上竞技场
04日10:15,皮划艇静水,女子500米单人皮艇分组预赛6,海之森水上竞技场
04日10:22,皮划艇静水,男子1000米双人皮艇分组预赛1,海之森水上竞技场
04日10:30,皮划艇静水,男子1000米双人皮艇分组预赛2,海之森水上竞技场
04日10:38,皮划艇静水,男子1000米双人皮艇分组预赛3,海之森水上竞技场
04日11:08,皮划艇静水,男子200米单人皮艇1/4决赛1,海之森水上竞技场
04日08:00,滑板,女子公园赛预赛第1组,有明城市运动公园
04日11:15,皮划艇静水,男子200米单人皮艇1/4决赛2,海之森水上竞技场
04日08:42,滑板,女子公园赛预赛第2组,有明城市运动公园
04日09:24,滑板,女子公园赛预赛第3组,有明城市运动公园
04日11:22,皮划艇静水,男子200米单人皮艇1/4决赛3,海之森水上竞技场
04日10:06,滑板,女子公园赛预赛第4组,有明城市运动公园
04日11:29,皮划艇静水,女子200米单人划艇1/4决赛1,海之森水上竞技场
04日11:30,滑板,女子公园赛决赛,有明城市运动公园
04日11:36,皮划艇静水,女子200米单人划艇1/4决赛2,海之森水上竞技场
04日11:43,皮划艇静水,女子200米单人划艇1/4决赛3,海之森水上竞技场
04日11:50,皮划艇静水,女子500米单人皮艇1/4决赛1,海之森水上竞技场
04日11:57,皮划艇静水,女子500米单人皮艇1/4决赛2,海之森水上竞技场
04日12:04,皮划艇静水,女子500米单人皮艇1/4决赛3,海之森水上竞技场
04日12:11,皮划艇静水,女子500米单人皮艇1/4决赛4,海之森水上竞技场
04日12:18,皮划艇静水,男子1000米双人皮艇1/4决赛1,海之森水上竞技场
04日12:26,皮划艇静水,男子1000米双人皮艇1/4决赛2,海之森水上竞技场
04日13:33,帆船,男子双人艇470级奖牌赛,江之岛游艇码头
04日14:33,帆船,女子双人艇470级奖牌赛,江之岛游艇码头
04日16:00,运动攀岩,女子全能资格赛 - 速度赛,青海城市运动公园
04日17:00,运动攀岩,女子全能资格赛 - 抱石赛,青海城市运动公园
04日20:10,运动攀岩,女子全能资格赛 - 先锋赛,青海城市运动公园
04日12:50,举重,男子109公斤以上级B组,东京国际论坛大楼
04日18:50,举重,男子109公斤以上级A组,东京国际论坛大楼
04日18:00,马术,个人场地障碍决赛,马事公苑
04日19:36,马术,个人场地障碍附加赛,马事公苑
