时间,大项,比赛,场馆
02日10:51,摔跤,男子古典式97公斤级1/8决赛 海克尔·阿舒里 VS 米查利克·塔德乌什,幕张展览馆 A厅
02日10:51,摔跤,女子自由式68公斤级1/8决赛 艾纳斯·艾哈迈德 VS 薛尔,幕张展览馆 A厅
02日10:58,摔跤,男子古典式77公斤级1/8决赛 查利安 VS 别尔季穆拉托夫 贾尔加斯拜,幕张展览馆 A厅
02日10:58,摔跤,男子古典式97公斤级1/8决赛 萨拉维·穆罕默德哈迪 VS 布杰姆林,幕张展览馆 A厅
02日10:58,摔跤,女子自由式68公斤级1/8决赛 拉罗克 VS 索隆宗博尔德·巴图其其格,幕张展览馆 A厅
02日11:05,摔跤,男子古典式77公斤级1/8决赛 莱伊瓦·耶佩斯 VS 切希尔金 亚历山大,幕张展览馆 A厅
02日11:05,摔跤,男子古典式97公斤级1/8决赛 米洛夫 VS 伊尔德姆·登克,幕张展览馆 A厅
02日11:05,摔跤,女子自由式68公斤级1/8决赛 拉配直 VS 韦莉叶娃 汉努姆,幕张展览馆 A厅
02日11:12,摔跤,男子古典式77公斤级1/8决赛 拉姆杰德·马非 VS 马赫穆多夫 阿克若尔,幕张展览馆 A厅
02日11:12,摔跤,男子古典式97公斤级1/8决赛 罗西洛·金德兰 VS 萨沃莱宁,幕张展览馆 A厅
02日11:12,摔跤,女子自由式68公斤级1/8决赛 赫里斯托娃 VS 茹曼娜扎萝娃 梅埃丽姆,幕张展览馆 A厅
02日11:19,摔跤,男子古典式77公斤级1/8决赛 侯赛因诺夫 拉菲格 VS 布尔伯格·科斯蒂斯,幕张展览馆 A厅
02日11:19,摔跤,男子古典式97公斤级1/8决赛 朱祖普别科夫 乌祖尔 VS 阿列克萨尼扬,幕张展览馆 A厅
02日11:19,摔跤,女子自由式68公斤级1/8决赛 曼诺洛娃 埃莉斯 VS 奥博鲁杜杜,幕张展览馆 A厅
02日11:26,摔跤,男子古典式77公斤级1/4决赛 洛林茨·塔马斯 VS 屋比久 翔平,幕张展览馆 A厅
02日11:26,摔跤,男子古典式97公斤级1/4决赛 耶夫洛耶夫 穆萨 VS 索克·亚历克斯,幕张展览馆 A厅
02日11:26,摔跤,女子自由式68公斤级1/4决赛 斯塔克 门萨 VS 周凤,幕张展览馆 A厅
02日11:33,摔跤,男子古典式77公斤级1/4决赛 斯塔切维奇 VS 杰拉伊·穆罕默德阿里,幕张展览馆 A厅
02日11:33,摔跤,男子古典式97公斤级1/4决赛 汉考克 VS 米查利克·塔德乌什,幕张展览馆 A厅
02日11:33,摔跤,女子自由式68公斤级1/4决赛 切勒卡索娃 阿勒拉 VS 薛尔,幕张展览馆 A厅
02日11:40,摔跤,男子古典式77公斤级1/4决赛 查利安 VS 切希尔金 亚历山大,幕张展览馆 A厅
02日11:40,摔跤,男子古典式97公斤级1/4决赛 萨拉维·穆罕默德哈迪 VS 米洛夫,幕张展览馆 A厅
02日11:40,摔跤,女子自由式68公斤级1/4决赛 索隆宗博尔德·巴图其其格 VS 韦莉叶娃 汉努姆,幕张展览馆 A厅
02日11:47,摔跤,男子古典式77公斤级1/4决赛 马赫穆多夫 阿克若尔 VS 侯赛因诺夫 拉菲格,幕张展览馆 A厅
02日11:47,摔跤,男子古典式97公斤级1/4决赛 萨沃莱宁 VS 阿列克萨尼扬,幕张展览馆 A厅
02日11:47,摔跤,女子自由式68公斤级1/4决赛 茹曼娜扎萝娃 梅埃丽姆 VS 奥博鲁杜杜,幕张展览馆 A厅
02日17:15,摔跤,男子古典式77公斤级半决赛 洛林茨·塔马斯 VS 杰拉伊·穆罕默德阿里,幕张展览馆 A厅
02日17:25,摔跤,男子古典式77公斤级半决赛 查利安 VS 马赫穆多夫 阿克若尔,幕张展览馆 A厅
02日17:35,摔跤,男子古典式97公斤级半决赛 耶夫洛耶夫 穆萨 VS 米查利克·塔德乌什,幕张展览馆 A厅
02日17:45,摔跤,男子古典式97公斤级半决赛 萨拉维·穆罕默德哈迪 VS 阿列克萨尼扬,幕张展览馆 A厅
02日17:55,摔跤,女子自由式68公斤级半决赛 斯塔克 门萨 VS 切勒卡索娃 阿勒拉,幕张展览馆 A厅
02日18:05,摔跤,女子自由式68公斤级半决赛 索隆宗博尔德·巴图其其格 VS 奥博鲁杜杜,幕张展览馆 A厅
02日18:30,摔跤,男子古典式60公斤级铜牌赛 瓦里汗·赛里克 VS 捷米罗夫 连努尔,幕张展览馆 A厅
02日18:40,摔跤,男子古典式60公斤级铜牌赛 耶梅利因 谢尔盖 VS 乔班诺夫 维克托,幕张展览馆 A厅
02日18:50,摔跤,男子古典式60公斤级决赛 文田 健一郎 VS 奥尔塔·桑切斯,幕张展览馆 A厅
02日19:00,摔跤,男子古典式130公斤级铜牌赛 米尔扎德·阿敏 VS 卡亚拉普·里扎,幕张展览馆 A厅
02日19:10,摔跤,男子古典式130公斤级铜牌赛 谢缅诺夫 谢尔盖 VS 阿科斯塔·费尔南德斯,幕张展览馆 A厅
02日19:20,摔跤,男子古典式130公斤级决赛 洛佩斯·努涅斯 VS 卡贾亚 伊阿茨,幕张展览馆 A厅
02日19:55,摔跤,女子自由式76公斤级铜牌赛 阿达尔·亚塞明 VS 梅杰特 克济 艾佩丽,幕张展览馆 A厅
02日20:05,摔跤,女子自由式76公斤级铜牌赛 周倩 VS 皆川 博惠,幕张展览馆 A厅
02日20:15,摔跤,女子自由式76公斤级决赛 格雷 VS 罗特-福克恩,幕张展览馆 A厅
02日14:30,场地自行车,女子团体竞速赛资格赛,伊豆场地自行车馆
02日14:54,场地自行车,女子团体追逐赛资格赛,伊豆场地自行车馆
02日15:50,场地自行车,女子团体竞速赛第1轮 - 第1组,伊豆场地自行车馆
02日15:53,场地自行车,女子团体竞速赛第1轮 - 第2组,伊豆场地自行车馆
02日15:56,场地自行车,女子团体竞速赛第1轮 - 第3组,伊豆场地自行车馆
02日15:59,场地自行车,女子团体竞速赛第1轮 - 第4组,伊豆场地自行车馆
02日16:02,场地自行车,男子团体追逐赛资格赛,伊豆场地自行车馆
02日17:00,场地自行车,女子团体竞速赛7-8名决赛,伊豆场地自行车馆
02日17:03,场地自行车,女子团体竞速赛5-6名决赛,伊豆场地自行车馆
02日17:06,场地自行车,女子团体竞速赛铜牌赛,伊豆场地自行车馆
02日17:09,场地自行车,女子团体竞速赛金牌赛,伊豆场地自行车馆
02日08:00,田径,男子链球资格赛 - A组,奥林匹克体育场
02日08:35,田径,女子1500米第1轮 - 第1组,奥林匹克体育场
02日08:47,田径,女子1500米第1轮 - 第2组,奥林匹克体育场
02日08:59,田径,女子1500米第1轮 - 第3组,奥林匹克体育场
02日09:20,田径,男子跳远决赛,奥林匹克体育场
02日09:30,田径,男子链球资格赛 - B组,奥林匹克体育场
02日09:30,田径,女子200米第1轮 - 第1组,奥林匹克体育场
02日09:38,田径,女子200米第1轮 - 第2组,奥林匹克体育场
02日09:46,田径,女子200米第1轮 - 第3组,奥林匹克体育场
02日09:54,田径,女子200米第1轮 - 第4组,奥林匹克体育场
02日10:02,田径,女子200米第1轮 - 第5组,奥林匹克体育场
02日10:10,田径,女子200米第1轮 - 第6组,奥林匹克体育场
02日10:18,田径,女子200米第1轮 - 第7组,奥林匹克体育场
02日10:50,田径,女子100米跨栏决赛,奥林匹克体育场
02日18:20,田径,女子撑竿跳高资格赛 - A组,奥林匹克体育场
02日18:20,田径,女子撑竿跳高资格赛 - B组,奥林匹克体育场
02日18:25,田径,女子200米半决赛1,奥林匹克体育场
02日18:32,田径,女子200米半决赛2,奥林匹克体育场
02日18:39,田径,女子200米半决赛3,奥林匹克体育场
02日19:00,田径,女子铁饼决赛,奥林匹克体育场
02日19:05,田径,男子400米半决赛1,奥林匹克体育场
02日19:13,田径,男子400米半决赛2,奥林匹克体育场
02日19:21,田径,男子400米半决赛3,奥林匹克体育场
02日19:35,田径,女子400米跨栏半决赛1,奥林匹克体育场
02日19:45,田径,女子400米跨栏半决赛2,奥林匹克体育场
02日19:55,田径,女子400米跨栏半决赛3,奥林匹克体育场
02日20:15,田径,男子3000米障碍赛决赛,奥林匹克体育场
02日20:40,田径,女子5000米决赛,奥林匹克体育场
02日16:00,竞技体操,男子吊环决赛,有明体操竞技场
02日16:57,竞技体操,女子自由体操决赛,有明体操竞技场
02日17:51,竞技体操,男子跳马决赛,有明体操竞技场
02日08:30,皮划艇静水,女子200米单人皮艇分组预赛1,海之森水上竞技场
02日08:37,皮划艇静水,女子200米单人皮艇分组预赛2,海之森水上竞技场
02日08:44,皮划艇静水,女子200米单人皮艇分组预赛3,海之森水上竞技场
02日08:51,皮划艇静水,女子200米单人皮艇分组预赛4,海之森水上竞技场
02日08:58,皮划艇静水,女子200米单人皮艇分组预赛5,海之森水上竞技场
02日09:05,皮划艇静水,男子1000米双人划艇分组预赛1,海之森水上竞技场
02日09:13,皮划艇静水,男子1000米双人划艇分组预赛2,海之森水上竞技场
02日09:21,皮划艇静水,男子1000米单人皮艇分组预赛1,海之森水上竞技场
02日09:29,皮划艇静水,男子1000米单人皮艇分组预赛2,海之森水上竞技场
02日09:37,皮划艇静水,男子1000米单人皮艇分组预赛3,海之森水上竞技场
02日09:45,皮划艇静水,男子1000米单人皮艇分组预赛4,海之森水上竞技场
02日09:53,皮划艇静水,男子1000米单人皮艇分组预赛5,海之森水上竞技场
02日10:08,皮划艇静水,女子500米双人皮艇分组预赛1,海之森水上竞技场
02日10:15,皮划艇静水,女子500米双人皮艇分组预赛2,海之森水上竞技场
02日10:22,皮划艇静水,女子500米双人皮艇分组预赛3,海之森水上竞技场
02日10:29,皮划艇静水,女子500米双人皮艇分组预赛4,海之森水上竞技场
02日11:00,皮划艇静水,女子200米单人皮艇1/4决赛1,海之森水上竞技场
02日11:07,皮划艇静水,女子200米单人皮艇1/4决赛2,海之森水上竞技场
02日11:14,皮划艇静水,女子200米单人皮艇1/4决赛3,海之森水上竞技场
02日11:21,皮划艇静水,男子1000米双人划艇1/4决赛1,海之森水上竞技场
02日11:29,皮划艇静水,男子1000米双人划艇1/4决赛2,海之森水上竞技场
02日11:37,皮划艇静水,男子1000米单人皮艇1/4决赛1,海之森水上竞技场
02日11:45,皮划艇静水,男子1000米单人皮艇1/4决赛2,海之森水上竞技场
02日11:53,皮划艇静水,男子1000米单人皮艇1/4决赛3,海之森水上竞技场
02日12:08,皮划艇静水,女子500米双人皮艇1/4决赛1,海之森水上竞技场
02日12:15,皮划艇静水,女子500米双人皮艇1/4决赛2,海之森水上竞技场
02日07:30,射击,男子25米手枪速射资格赛 - 第2阶段,朝霞射击场
02日10:30,射击,男子50米步枪三姿资格赛,朝霞射击场
02日13:30,射击,男子25米手枪速射决赛,朝霞射击场
02日15:50,射击,男子50米步枪三姿决赛,朝霞射击场
02日10:50,举重,女子87公斤级B组,东京国际论坛大楼
02日10:50,举重,女子87公斤以上级B组,东京国际论坛大楼
02日14:50,举重,女子87公斤级A组,东京国际论坛大楼
02日18:50,举重,女子87公斤以上级A组,东京国际论坛大楼
02日16:00,马术,三项赛 - 团体及个人场地障碍预赛,马事公苑
02日19:45,马术,三项赛 - 个人场地障碍决赛,马事公苑
