时间,大项,比赛,场馆
05日12:29,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日10:30,摔跤,男子自由式74公斤级1/8决赛 查米索-马尔克斯 VS 肯恰泽 阿夫坦季尔,幕张展览馆 A厅
05日12:36,空手道,男子组手67公斤级淘汰赛A组,日本武道馆
05日12:43,空手道,男子组手67公斤级淘汰赛A组,日本武道馆
05日10:30,摔跤,男子自由式125公斤级1/8决赛 佩特里阿什维利 根诺 VS 戴艾汀·卡迈勒·古达·阿卜杜拉穆塔利卜,幕张展览馆 A厅
05日12:50,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日10:30,摔跤,女子自由式53公斤级1/8决赛 维内什 VS 马特森,幕张展览馆 A厅
05日12:57,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日13:04,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日10:37,摔跤,男子自由式74公斤级1/8决赛 Turan BAYRAMOV VS 米海洛夫 瓦西里,幕张展览馆 A厅
05日13:11,空手道,男子组手67公斤级淘汰赛A组,日本武道馆
05日13:18,空手道,男子组手67公斤级淘汰赛A组,日本武道馆
05日10:37,摔跤,男子自由式125公斤级1/8决赛 科济列夫 谢尔盖 VS 邓志伟,幕张展览馆 A厅
05日13:25,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日10:37,摔跤,女子自由式53公斤级1/8决赛 卡拉津斯卡娅 万涅萨 VS 安娜,幕张展览馆 A厅
05日13:32,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日13:39,空手道,男子组手67公斤级淘汰赛B组,日本武道馆
05日10:44,摔跤,男子自由式74公斤级1/8决赛 加尔松·卡瓦耶罗 VS 卡济马哈梅多夫 马哈梅德哈比布,幕张展览馆 A厅
05日13:46,空手道,男子组手67公斤级淘汰赛A组,日本武道馆
05日13:53,空手道,男子组手67公斤级淘汰赛A组,日本武道馆
05日10:44,摔跤,男子自由式125公斤级1/8决赛 沙拉 VS 贝拉哈尔,幕张展览馆 A厅
05日16:00,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日16:07,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日10:44,摔跤,女子自由式53公斤级1/8决赛 霍萝莎弗采娃 奥莉加 VS 温彻斯特,幕张展览馆 A厅
05日16:14,空手道,女子组手55公斤级淘汰赛A组,日本武道馆
05日10:51,摔跤,男子自由式74公斤级1/8决赛 戴克 VS 侯赛因卡尼·穆斯塔法,幕张展览馆 A厅
05日16:21,空手道,女子组手55公斤级淘汰赛A组,日本武道馆
05日16:28,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日10:51,摔跤,男子自由式125公斤级1/8决赛 扎雷·阿米尔 VS 霍齐亚尼夫斯基 亚历山大,幕张展览馆 A厅
05日16:35,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日16:42,空手道,女子组手55公斤级淘汰赛A组,日本武道馆
05日10:51,摔跤,女子自由式53公斤级1/8决赛 埃林·阿维拉 VS 庞倩玉,幕张展览馆 A厅
05日16:49,空手道,女子组手55公斤级淘汰赛A组,日本武道馆
05日10:58,摔跤,男子自由式74公斤级1/8决赛 西达科夫 扎乌尔别克 VS 米达纳,幕张展览馆 A厅
05日16:56,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日17:03,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日10:58,摔跤,男子自由式125公斤级1/8决赛 阿克古·塔哈 VS 黛西,幕张展览馆 A厅
05日17:10,空手道,女子组手55公斤级淘汰赛A组,日本武道馆
05日17:17,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日10:58,摔跤,女子自由式53公斤级1/8决赛 巴尔维德·梅伦德雷斯 VS 普雷沃拉基,幕张展览馆 A厅
05日17:24,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日17:31,空手道,女子组手55公斤级淘汰赛A组,日本武道馆
05日11:05,摔跤,男子自由式74公斤级1/8决赛 戈麦斯·马托斯 VS 阿布杜拉赫蒙诺夫 别克佐德,幕张展览馆 A厅
05日17:38,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日11:05,摔跤,男子自由式125公斤级1/8决赛 拉扎列夫 艾阿尔 VS 史蒂文森,幕张展览馆 A厅
05日17:45,空手道,女子组手55公斤级淘汰赛B组,日本武道馆
05日18:30,空手道,女子个人型铜牌赛1,日本武道馆
05日11:05,摔跤,女子自由式53公斤级1/8决赛 奥希尔·博洛图亚 VS 阿基诺,幕张展览馆 A厅
05日18:40,空手道,女子个人型铜牌赛2,日本武道馆
05日11:12,摔跤,男子自由式74公斤级1/8决赛 阿穆尔·瑞达·拉马丹·侯赛因 VS 雷比基·卡米尔,幕张展览馆 A厅
05日18:50,空手道,女子个人型决赛,日本武道馆
05日19:05,空手道,男子组手67公斤级半决赛,日本武道馆
05日11:12,摔跤,男子自由式125公斤级1/8决赛 蒙赫图尔·勒哈格瓦格尔 VS 赫拉米扬科夫 济安尼斯,幕张展览馆 A厅
05日19:13,空手道,男子组手67公斤级半决赛,日本武道馆
05日19:22,空手道,女子组手55公斤级半决赛,日本武道馆
05日11:12,摔跤,女子自由式53公斤级1/8决赛 艾哈迈托娃·塔季扬娜 VS 扎西娜·罗克萨娜,幕张展览馆 A厅
05日19:30,空手道,女子组手55公斤级半决赛,日本武道馆
05日11:19,摔跤,男子自由式74公斤级1/8决赛 乙黑 圭祐 VS 凯萨诺夫·达尼亚尔,幕张展览馆 A厅
05日19:40,空手道,男子组手67公斤级金牌赛,日本武道馆
05日19:50,空手道,女子组手55公斤级金牌赛,日本武道馆
05日11:19,摔跤,男子自由式125公斤级1/8决赛 库迪诺维奇 VS 巴蒂尔穆扎耶夫·尤苏普,幕张展览馆 A厅
05日11:19,摔跤,女子自由式53公斤级1/8决赛 埃松贝·蒂亚科 VS 向田 真优,幕张展览馆 A厅
05日11:26,摔跤,男子自由式74公斤级1/4决赛 查米索-马尔克斯 VS Turan BAYRAMOV,幕张展览馆 A厅
05日11:26,摔跤,男子自由式125公斤级1/4决赛 佩特里阿什维利 根诺 VS 邓志伟,幕张展览馆 A厅
05日11:26,摔跤,女子自由式53公斤级1/4决赛 维内什 VS 卡拉津斯卡娅 万涅萨,幕张展览馆 A厅
05日11:33,摔跤,男子自由式74公斤级1/4决赛 卡济马哈梅多夫 马哈梅德哈比布 VS 戴克,幕张展览馆 A厅
05日11:33,摔跤,男子自由式125公斤级1/4决赛 沙拉 VS 扎雷·阿米尔,幕张展览馆 A厅
05日11:33,摔跤,女子自由式53公斤级1/4决赛 温彻斯特 VS 庞倩玉,幕张展览馆 A厅
05日11:40,摔跤,男子自由式74公斤级1/4决赛 西达科夫 扎乌尔别克 VS 阿布杜拉赫蒙诺夫 别克佐德,幕张展览馆 A厅
05日11:40,摔跤,男子自由式125公斤级1/4决赛 阿克古·塔哈 VS 史蒂文森,幕张展览馆 A厅
05日11:40,摔跤,女子自由式53公斤级1/4决赛 巴尔维德·梅伦德雷斯 VS 奥希尔·博洛图亚,幕张展览馆 A厅
05日11:47,摔跤,男子自由式74公斤级1/4决赛 阿穆尔·瑞达·拉马丹·侯赛因 VS 凯萨诺夫·达尼亚尔,幕张展览馆 A厅
05日11:47,摔跤,男子自由式125公斤级1/4决赛 蒙赫图尔·勒哈格瓦格尔 VS 库迪诺维奇,幕张展览馆 A厅
05日11:47,摔跤,女子自由式53公斤级1/4决赛 扎西娜·罗克萨娜 VS 向田 真优,幕张展览馆 A厅
05日17:15,摔跤,男子自由式74公斤级半决赛 查米索-马尔克斯 VS 卡济马哈梅多夫 马哈梅德哈比布,幕张展览馆 A厅
05日17:25,摔跤,男子自由式74公斤级半决赛 西达科夫 扎乌尔别克 VS 凯萨诺夫·达尼亚尔,幕张展览馆 A厅
05日17:35,摔跤,男子自由式125公斤级半决赛 佩特里阿什维利 根诺 VS 扎雷·阿米尔,幕张展览馆 A厅
05日17:45,摔跤,男子自由式125公斤级半决赛 史蒂文森 VS 蒙赫图尔·勒哈格瓦格尔,幕张展览馆 A厅
05日17:55,摔跤,女子自由式53公斤级半决赛 卡拉津斯卡娅 万涅萨 VS 庞倩玉,幕张展览馆 A厅
05日18:05,摔跤,女子自由式53公斤级半决赛 奥希尔·博洛图亚 VS 向田 真优,幕张展览馆 A厅
05日18:30,摔跤,男子自由式57公斤级铜牌赛 万赫洛夫 VS 萨纳耶夫·努里斯拉姆,幕张展览馆 A厅
05日18:40,摔跤,男子自由式57公斤级铜牌赛 吉尔曼 VS 阿特里纳哈奇·礼萨,幕张展览馆 A厅
05日18:50,摔跤,男子自由式57公斤级决赛 拉维 VS 乌古耶夫 扎武尔,幕张展览馆 A厅
05日19:00,摔跤,男子自由式86公斤级铜牌赛 沙皮耶夫 亚夫赖尔 VS 奈丰诺夫 阿尔图尔,幕张展览馆 A厅
05日19:10,摔跤,男子自由式86公斤级铜牌赛 阿明 VS 普尼亚,幕张展览馆 A厅
05日19:20,摔跤,男子自由式86公斤级决赛 亚兹达尼查拉蒂·哈桑 VS 泰勒三世,幕张展览馆 A厅
05日19:55,摔跤,女子自由式57公斤级铜牌赛 博尔赛汗·孔戈尔祖尔 VS 毛利斯,幕张展览馆 A厅
05日20:05,摔跤,女子自由式57公斤级铜牌赛 科布洛娃 瓦列丽娅 VS 尼科洛娃,幕张展览馆 A厅
05日20:15,摔跤,女子自由式57公斤级决赛 川井 梨纱子 VS 库拉奇金娜 伊琳娜,幕张展览馆 A厅
05日13:00,拳击,女子轻量级 (57-60公斤) 半决赛1 哈灵顿 VS 西松迪·苏达朋,国技馆
05日13:15,拳击,女子轻量级 (57-60公斤) 半决赛2 费雷拉 VS 波特科宁,国技馆
05日13:30,拳击,男子蝇量级 (48-52公斤) 半决赛1 田中 亮明 VS 帕拉姆,国技馆
05日13:48,拳击,男子蝇量级 (48-52公斤) 半决赛2 亚菲 VS 比博西诺夫·萨肯,国技馆
05日14:03,拳击,男子中量级 (69-75公斤) 半决赛1 赫日尼亚克 亚历山大 VS 马夏尔,国技馆
05日14:18,拳击,男子中量级 (69-75公斤) 半决赛2 索萨 VS 巴克希 格列布,国技馆
05日14:35,拳击,男子羽量级 (52-57公斤) 决赛 拉甘 VS 巴特尔加济耶夫 阿利别尔特,国技馆
05日14:30,场地自行车,男子全能赛捕捉赛 1/4,伊豆场地自行车馆
05日14:48,场地自行车,男子争先赛1/8决赛 - 第1组 霍格兰·杰弗里 VS 阿旺,伊豆场地自行车馆
05日14:51,场地自行车,男子争先赛1/8决赛 - 第2组 拉夫雷森·哈里 VS 沙罗姆,伊豆场地自行车馆
05日14:54,场地自行车,男子争先赛1/8决赛 - 第3组 卡林 VS 维吉耶,伊豆场地自行车馆
05日14:57,场地自行车,男子争先赛1/8决赛 - 第4组 保罗 VS 胁本 雄太,伊豆场地自行车馆
05日15:00,场地自行车,男子争先赛1/8决赛 - 第5组 德米特里耶夫 丹尼斯 VS 肯尼,伊豆场地自行车馆
05日15:03,场地自行车,男子争先赛1/8决赛 - 第6组 利维 VS 韦伯斯特,伊豆场地自行车馆
05日15:06,场地自行车,女子凯林赛1/4决赛 - 第1组,伊豆场地自行车馆
05日15:11,场地自行车,女子凯林赛1/4决赛 - 第2组,伊豆场地自行车馆
05日15:16,场地自行车,女子凯林赛1/4决赛 - 第3组,伊豆场地自行车馆
05日15:21,场地自行车,男子争先赛1/8决赛复活赛 - 第1组,伊豆场地自行车馆
05日15:24,场地自行车,男子争先赛1/8决赛复活赛 - 第2组,伊豆场地自行车馆
05日15:27,场地自行车,男子全能赛节奏赛 2/4,伊豆场地自行车馆
05日15:45,场地自行车,男子争先赛1/4决赛 - 第1场,伊豆场地自行车馆
05日15:57,场地自行车,女子凯林赛半决赛 - 第1组,伊豆场地自行车馆
05日16:02,场地自行车,女子凯林赛半决赛 - 第2组,伊豆场地自行车馆
05日16:07,场地自行车,男子全能赛淘汰赛 3/4,伊豆场地自行车馆
05日16:25,场地自行车,男子争先赛1/4决赛 - 第2场,伊豆场地自行车馆
05日16:37,场地自行车,女子凯林赛7-12名决赛,伊豆场地自行车馆
05日16:45,场地自行车,女子凯林赛1-6名决赛,伊豆场地自行车馆
05日16:50,场地自行车,男子争先赛1/4决赛 - 第3场,伊豆场地自行车馆
05日16:55,场地自行车,男子全能赛积分赛 4/4,伊豆场地自行车馆
05日17:27,场地自行车,男子争先赛5-8名排名赛,伊豆场地自行车馆
05日12:00,现代五项,女子个人击剑排名赛,武藏野之森综合体育广场
05日15:30,现代五项,男子个人击剑排名赛,武藏野之森综合体育广场
05日08:00,田径,男子十项全能110米跨栏 - 第1组,奥林匹克体育场
05日08:08,田径,男子十项全能110米跨栏 - 第2组,奥林匹克体育场
05日08:10,田径,女子跳高资格赛 - A组,奥林匹克体育场
05日08:10,田径,女子跳高资格赛 - B组,奥林匹克体育场
05日08:16,田径,男子十项全能110米跨栏 - 第3组,奥林匹克体育场
05日08:40,田径,女子七项全能跳远 - A组,奥林匹克体育场
05日08:40,田径,女子七项全能跳远 - B组,奥林匹克体育场
05日08:50,田径,男子十项全能铁饼 - A组,奥林匹克体育场
05日09:00,田径,女子 4 x 100米接力第1轮 - 第1组,奥林匹克体育场
05日09:09,田径,女子 4 x 100米接力第1轮 - 第2组,奥林匹克体育场
05日09:55,田径,男子十项全能铁饼 - B组,奥林匹克体育场
05日10:00,田径,男子三级跳远决赛,奥林匹克体育场
05日10:05,田径,男子铅球决赛,奥林匹克体育场
05日10:30,田径,男子 4 x 100米接力第1轮 - 第1组,奥林匹克体育场
05日10:39,田径,男子 4 x 100米接力第1轮 - 第2组,奥林匹克体育场
05日10:55,田径,男子110米跨栏决赛,奥林匹克体育场
05日11:30,田径,女子七项全能标枪 - A组,奥林匹克体育场
05日11:45,田径,男子十项全能撑杆跳高 - A组,奥林匹克体育场
05日11:45,田径,男子十项全能撑杆跳高 - B组,奥林匹克体育场
05日12:40,田径,女子七项全能标枪 - B组,奥林匹克体育场
05日15:30,田径,男子20公里竞走决赛,札幌大通公园
05日18:00,田径,女子撑竿跳高决赛,奥林匹克体育场
05日18:15,田径,男子十项全能标枪 - A组,奥林匹克体育场
05日18:25,田径,女子 4 x 400米接力第1轮 - 第1组,奥林匹克体育场
05日18:37,田径,女子 4 x 400米接力第1轮 - 第2组,奥林匹克体育场
05日19:00,田径,男子1500米半决赛1,奥林匹克体育场
05日19:10,田径,男子1500米半决赛2,奥林匹克体育场
05日19:20,田径,男子十项全能标枪 - B组,奥林匹克体育场
05日20:00,田径,男子400米决赛,奥林匹克体育场
05日20:20,田径,女子七项全能800米 - 第1组,奥林匹克体育场
05日20:30,田径,女子七项全能800米 - 第2组,奥林匹克体育场
05日20:40,田径,男子十项全能1500米 - 第1组,奥林匹克体育场
05日08:00,滑板,男子公园赛预赛第1组,有明城市运动公园
05日08:42,滑板,男子公园赛预赛第2组,有明城市运动公园
05日09:24,滑板,男子公园赛预赛第3组,有明城市运动公园
05日10:06,滑板,男子公园赛预赛第4组,有明城市运动公园
05日11:30,滑板,男子公园赛决赛,有明城市运动公园
05日08:30,皮划艇静水,男子200米单人皮艇半决赛1,海之森水上竞技场
05日08:37,皮划艇静水,男子200米单人皮艇半决赛2,海之森水上竞技场
05日08:44,皮划艇静水,女子200米单人划艇半决赛1,海之森水上竞技场
05日08:51,皮划艇静水,女子200米单人划艇半决赛2,海之森水上竞技场
05日08:58,皮划艇静水,女子500米单人皮艇半决赛1,海之森水上竞技场
05日09:05,皮划艇静水,女子500米单人皮艇半决赛2,海之森水上竞技场
05日09:12,皮划艇静水,女子500米单人皮艇半决赛3,海之森水上竞技场
05日09:19,皮划艇静水,女子500米单人皮艇半决赛4,海之森水上竞技场
05日09:26,皮划艇静水,男子1000米双人皮艇半决赛1,海之森水上竞技场
05日09:34,皮划艇静水,男子1000米双人皮艇半决赛2,海之森水上竞技场
05日10:35,皮划艇静水,男子200米单人皮艇决赛B,海之森水上竞技场
05日10:42,皮划艇静水,男子200米单人皮艇决赛A,海之森水上竞技场
05日10:50,皮划艇静水,女子200米单人划艇决赛B,海之森水上竞技场
05日10:57,皮划艇静水,女子200米单人划艇决赛A,海之森水上竞技场
05日11:15,皮划艇静水,女子500米单人皮艇决赛C,海之森水上竞技场
05日11:22,皮划艇静水,女子500米单人皮艇决赛B,海之森水上竞技场
05日11:29,皮划艇静水,女子500米单人皮艇决赛A,海之森水上竞技场
05日11:47,皮划艇静水,男子1000米双人皮艇决赛B,海之森水上竞技场
05日11:55,皮划艇静水,男子1000米双人皮艇决赛A,海之森水上竞技场
05日16:30,运动攀岩,男子全能决赛 - 速度赛,青海城市运动公园
05日17:30,运动攀岩,男子全能决赛 - 抱石赛,青海城市运动公园
05日20:10,运动攀岩,男子全能决赛 - 先锋赛,青海城市运动公园
