时间,大项,比赛,场馆
03日11:05,摔跤,女子自由式62公斤级1/8决赛 马尔瓦·阿姆里 VS 约翰松,幕张展览馆 A厅
03日11:12,摔跤,男子古典式67公斤级1/8决赛 纳西博夫 帕尔维兹 VS 贝杰瑞哈斯,幕张展览馆 A厅
03日11:12,摔跤,男子古典式87公斤级1/8决赛 彭飞 VS 西德阿扎拉,幕张展览馆 A厅
03日11:12,摔跤,女子自由式62公斤级1/8决赛 库雷尔胡·博洛图亚 VS 索南,幕张展览馆 A厅
03日11:19,摔跤,男子古典式67公斤级1/8决赛 阿斯兰尼扬 VS 科尔帕西·巴林特,幕张展览馆 A厅
03日11:19,摔跤,男子古典式87公斤级1/8决赛 达图纳什维利 VS 别连纽克 詹,幕张展览馆 A厅
03日11:19,摔跤,女子自由式62公斤级1/8决赛 努涅斯·德奥利维拉 VS 尤塞因,幕张展览馆 A厅
03日11:26,摔跤,男子古典式67公斤级1/8决赛 柳汉寿 VS 穆罕默德·易卜拉欣·萨义德·萨义德,幕张展览馆 A厅
03日11:26,摔跤,男子古典式87公斤级1/4决赛 洛林茨·维克多 VS 库德拉,幕张展览馆 A厅
03日11:26,摔跤,女子自由式62公斤级1/4决赛 滕内别科娃 艾苏卢乌 VS 印克采,幕张展览馆 A厅
03日11:33,摔跤,男子古典式67公斤级1/4决赛 佐伊泽 拉马兹 VS 艾尔·奥贝迪,幕张展览馆 A厅
03日11:33,摔跤,男子古典式87公斤级1/4决赛 穆罕默德·梅特瓦利 VS 格雷戈里奇·埃查瓦里亚,幕张展览馆 A厅
03日11:33,摔跤,女子自由式62公斤级1/4决赛 科利亚坚科 伊琳娜 VS 龙佳,幕张展览馆 A厅
03日11:40,摔跤,男子古典式67公斤级1/4决赛 杰雷·穆罕默德德雷萨 VS 斯塔布勒,幕张展览馆 A厅
03日11:40,摔跤,男子古典式87公斤级1/4决赛 阿斯萨卡洛夫 鲁斯塔姆 VS 哈克勒克,幕张展览馆 A厅
03日11:40,摔跤,女子自由式62公斤级1/4决赛 川井 友香子 VS 约翰松,幕张展览馆 A厅
03日11:47,摔跤,男子古典式67公斤级1/4决赛 苏尔科夫 阿尔乔姆 VS 纳西博夫 帕尔维兹,幕张展览馆 A厅
03日11:47,摔跤,男子古典式87公斤级1/4决赛 西德阿扎拉 VS 别连纽克 詹,幕张展览馆 A厅
03日11:47,摔跤,女子自由式62公斤级1/4决赛 库雷尔胡·博洛图亚 VS 尤塞因,幕张展览馆 A厅
03日11:54,摔跤,男子古典式67公斤级1/4决赛 阿斯兰尼扬 VS 穆罕默德·易卜拉欣·萨义德·萨义德,幕张展览馆 A厅
03日17:15,摔跤,男子古典式67公斤级半决赛 佐伊泽 拉马兹 VS 杰雷·穆罕默德德雷萨,幕张展览馆 A厅
03日17:25,摔跤,男子古典式67公斤级半决赛 纳西博夫 帕尔维兹 VS 穆罕默德·易卜拉欣·萨义德·萨义德,幕张展览馆 A厅
03日17:35,摔跤,男子古典式87公斤级半决赛 洛林茨·维克多 VS 穆罕默德·梅特瓦利,幕张展览馆 A厅
03日17:45,摔跤,男子古典式87公斤级半决赛 哈克勒克 VS 别连纽克 詹,幕张展览馆 A厅
03日17:55,摔跤,女子自由式62公斤级半决赛 滕内别科娃 艾苏卢乌 VS 科利亚坚科 伊琳娜,幕张展览馆 A厅
03日18:05,摔跤,女子自由式62公斤级半决赛 川井 友香子 VS 尤塞因,幕张展览馆 A厅
03日18:30,摔跤,男子古典式77公斤级铜牌赛 屋比久 翔平 VS 杰拉伊·穆罕默德阿里,幕张展览馆 A厅
03日18:40,摔跤,男子古典式77公斤级铜牌赛 侯赛因诺夫 拉菲格 VS 查利安,幕张展览馆 A厅
03日18:50,摔跤,男子古典式77公斤级决赛 洛林茨·塔马斯 VS 马赫穆多夫 阿克若尔,幕张展览馆 A厅
03日19:00,摔跤,男子古典式97公斤级铜牌赛 索克·亚历克斯 VS 米查利克·塔德乌什,幕张展览馆 A厅
03日19:10,摔跤,男子古典式97公斤级铜牌赛 萨沃莱宁 VS 萨拉维·穆罕默德哈迪,幕张展览馆 A厅
03日19:20,摔跤,男子古典式97公斤级决赛 耶夫洛耶夫 穆萨 VS 阿列克萨尼扬,幕张展览馆 A厅
03日19:55,摔跤,女子自由式68公斤级铜牌赛 土性 沙罗 VS 切勒卡索娃 阿勒拉,幕张展览馆 A厅
03日20:05,摔跤,女子自由式68公斤级铜牌赛 茹曼娜扎萝娃 梅埃丽姆 VS 索隆宗博尔德·巴图其其格,幕张展览馆 A厅
03日20:15,摔跤,女子自由式68公斤级决赛 斯塔克 门萨 VS 奥博鲁杜杜,幕张展览馆 A厅
03日10:00,拳击,男子蝇量级 (48-52公斤) 1/4决赛1 马丁内斯·里瓦斯 VS 田中 亮明,国技馆
03日10:15,拳击,男子蝇量级 (48-52公斤) 1/4决赛2 佐伊罗夫 沙霍比金 VS 帕拉姆,国技馆
03日10:30,拳击,男子羽量级 (52-57公斤) 半决赛1 拉甘 VS 塔基,国技馆
03日10:48,拳击,男子轻量级 (57-63公斤) 1/4决赛1 戴维斯 VS 马梅多夫 加比利,国技馆
03日11:03,拳击,男子轻量级 (57-63公斤) 1/4决赛2 巴科夫 VS 阿布杜赖莫夫 埃利努尔,国技馆
03日11:18,拳击,男子重量级 (81-91公斤) 半决赛1 加吉马戈梅多夫 穆斯利姆 VS 尼卡,国技馆
03日11:35,拳击,女子轻量级 (57-60公斤) 1/4决赛1 哈灵顿 VS 凯利夫,国技馆
03日11:50,拳击,女子轻量级 (57-60公斤) 1/4决赛2 杜波依斯 VS 西松迪·苏达朋,国技馆
03日12:05,拳击,女子羽量级 (54-57公斤) 决赛 佩特西奥 VS 入江 圣奈,国技馆
03日16:00,拳击,女子轻量级 (57-60公斤) 1/4决赛3 费雷拉 VS 科季萝娃 莱洪娜,国技馆
03日16:15,拳击,女子轻量级 (57-60公斤) 1/4决赛4 伊尔迪兹·埃斯拉 VS 波特科宁,国技馆
03日16:30,拳击,男子蝇量级 (48-52公斤) 1/4决赛3 维蒂亚 VS 亚菲,国技馆
03日16:48,拳击,男子蝇量级 (48-52公斤) 1/4决赛4 埃斯科瓦尔·马斯库纳诺 VS 比博西诺夫·萨肯,国技馆
03日17:03,拳击,男子羽量级 (52-57公斤) 半决赛2 阿尔瓦雷斯 VS 巴特尔加济耶夫 阿利别尔特,国技馆
03日17:18,拳击,男子轻量级 (57-63公斤) 1/4决赛3 克鲁斯 VS 德奥利维拉,国技馆
03日17:35,拳击,男子轻量级 (57-63公斤) 1/4决赛4 萨菲乌林·扎基尔 VS 加赛德,国技馆
03日17:50,拳击,男子重量级 (81-91公斤) 半决赛2 特谢拉 VS 拉克鲁斯,国技馆
03日18:05,拳击,男子沉量级 (63-69公斤) 决赛 麦科马克 VS 伊格莱西亚斯,国技馆
03日14:30,场地自行车,女子团体追逐赛第1轮 - 第1组,伊豆场地自行车馆
03日14:37,场地自行车,女子团体追逐赛第1轮 - 第2组,伊豆场地自行车馆
03日14:44,场地自行车,女子团体追逐赛第1轮 - 第3组,伊豆场地自行车馆
03日14:51,场地自行车,女子团体追逐赛第1轮 - 第4组,伊豆场地自行车馆
03日14:58,场地自行车,男子团体竞速赛资格赛,伊豆场地自行车馆
03日15:22,场地自行车,男子团体追逐赛第1轮 - 第1组,伊豆场地自行车馆
03日15:29,场地自行车,男子团体追逐赛第1轮 - 第2组,伊豆场地自行车馆
03日15:36,场地自行车,男子团体追逐赛第1轮 - 第3组,伊豆场地自行车馆
03日15:43,场地自行车,男子团体追逐赛第1轮 - 第4组,伊豆场地自行车馆
03日15:50,场地自行车,男子团体竞速赛第1轮 - 第1组,伊豆场地自行车馆
03日15:53,场地自行车,男子团体竞速赛第1轮 - 第2组,伊豆场地自行车馆
03日15:56,场地自行车,男子团体竞速赛第1轮 - 第3组,伊豆场地自行车馆
03日15:59,场地自行车,男子团体竞速赛第1轮 - 第4组,伊豆场地自行车馆
03日16:05,场地自行车,女子团体追逐赛7-8名决赛,伊豆场地自行车馆
03日16:12,场地自行车,女子团体追逐赛5-6名决赛,伊豆场地自行车馆
03日16:19,场地自行车,女子团体追逐赛铜牌赛,伊豆场地自行车馆
03日16:26,场地自行车,女子团体追逐赛金牌赛,伊豆场地自行车馆
03日16:35,场地自行车,男子团体竞速赛7-8名决赛,伊豆场地自行车馆
03日16:38,场地自行车,男子团体竞速赛5-6名决赛,伊豆场地自行车馆
03日16:41,场地自行车,男子团体竞速赛铜牌赛,伊豆场地自行车馆
03日16:44,场地自行车,男子团体竞速赛金牌赛,伊豆场地自行车馆
03日08:00,田径,男子三级跳远资格赛 - A组,奥林匹克体育场
03日08:00,田径,男子三级跳远资格赛 - B组,奥林匹克体育场
03日08:05,田径,男子1500米第1轮 - 第1组,奥林匹克体育场
03日08:16,田径,男子1500米第1轮 - 第2组,奥林匹克体育场
03日08:20,田径,女子标枪资格赛 - A组,奥林匹克体育场
03日08:27,田径,男子1500米第1轮 - 第3组,奥林匹克体育场
03日08:45,田径,女子400米第1轮 - 第1组,奥林匹克体育场
03日08:53,田径,女子400米第1轮 - 第2组,奥林匹克体育场
03日09:01,田径,女子400米第1轮 - 第3组,奥林匹克体育场
03日09:09,田径,女子400米第1轮 - 第4组,奥林匹克体育场
03日09:17,田径,女子400米第1轮 - 第5组,奥林匹克体育场
03日09:25,田径,女子400米第1轮 - 第6组,奥林匹克体育场
03日09:50,田径,女子标枪资格赛 - B组,奥林匹克体育场
03日09:50,田径,女子跳远决赛,奥林匹克体育场
03日10:05,田径,男子200米第1轮 - 第1组,奥林匹克体育场
03日10:13,田径,男子200米第1轮 - 第2组,奥林匹克体育场
03日10:21,田径,男子200米第1轮 - 第3组,奥林匹克体育场
03日10:29,田径,男子200米第1轮 - 第4组,奥林匹克体育场
03日10:37,田径,男子200米第1轮 - 第5组,奥林匹克体育场
03日10:45,田径,男子200米第1轮 - 第6组,奥林匹克体育场
03日10:53,田径,男子200米第1轮 - 第7组,奥林匹克体育场
03日11:20,田径,男子400米跨栏决赛,奥林匹克体育场
03日18:10,田径,男子110米跨栏第1轮 - 第1组,奥林匹克体育场
03日18:15,田径,男子铅球资格赛 - A组,奥林匹克体育场
03日18:18,田径,男子110米跨栏第1轮 - 第2组,奥林匹克体育场
03日18:20,田径,男子撑竿跳高决赛,奥林匹克体育场
03日18:26,田径,男子110米跨栏第1轮 - 第3组,奥林匹克体育场
03日18:34,田径,男子110米跨栏第1轮 - 第4组,奥林匹克体育场
03日18:42,田径,男子110米跨栏第1轮 - 第5组,奥林匹克体育场
03日18:56,田径,男子5000米第1轮 - 第1组,奥林匹克体育场
03日19:16,田径,男子5000米第1轮 - 第2组,奥林匹克体育场
03日19:35,田径,女子链球决赛,奥林匹克体育场
03日19:40,田径,男子铅球资格赛 - B组,奥林匹克体育场
03日19:50,田径,男子200米半决赛1,奥林匹克体育场
03日19:58,田径,男子200米半决赛2,奥林匹克体育场
03日20:06,田径,男子200米半决赛3,奥林匹克体育场
03日20:25,田径,女子800米决赛,奥林匹克体育场
03日20:50,田径,女子200米决赛,奥林匹克体育场
03日16:00,竞技体操,男子双杠决赛,有明体操竞技场
03日16:50,竞技体操,女子平衡木决赛,有明体操竞技场
03日17:39,竞技体操,男子单杠决赛,有明体操竞技场
03日08:30,皮划艇静水,女子200米单人皮艇半决赛1,海之森水上竞技场
03日08:37,皮划艇静水,女子200米单人皮艇半决赛2,海之森水上竞技场
03日08:44,皮划艇静水,男子1000米双人划艇半决赛1,海之森水上竞技场
03日08:52,皮划艇静水,男子1000米双人划艇半决赛2,海之森水上竞技场
03日09:00,皮划艇静水,男子1000米单人皮艇半决赛1,海之森水上竞技场
03日09:08,皮划艇静水,男子1000米单人皮艇半决赛2,海之森水上竞技场
03日09:23,皮划艇静水,女子500米双人皮艇半决赛1,海之森水上竞技场
03日09:30,皮划艇静水,女子500米双人皮艇半决赛2,海之森水上竞技场
03日10:30,皮划艇静水,女子200米单人皮艇决赛B,海之森水上竞技场
03日10:37,皮划艇静水,女子200米单人皮艇决赛A,海之森水上竞技场
03日10:45,皮划艇静水,男子1000米双人划艇决赛B,海之森水上竞技场
03日10:53,皮划艇静水,男子1000米双人划艇决赛A,海之森水上竞技场
03日11:12,皮划艇静水,男子1000米单人皮艇决赛B,海之森水上竞技场
03日11:20,皮划艇静水,男子1000米单人皮艇决赛A,海之森水上竞技场
03日11:39,皮划艇静水,女子500米双人皮艇决赛B,海之森水上竞技场
03日11:46,皮划艇静水,女子500米双人皮艇决赛A,海之森水上竞技场
03日11:05,帆船,女子双人艇470级第9轮,江之岛游艇码头
03日11:15,帆船,男子双人艇470级第9轮,江之岛游艇码头
03日11:33,帆船,女子49人FX级奖牌赛,江之岛游艇码头
03日12:20,帆船,女子双人艇470级第10轮,江之岛游艇码头
03日12:30,帆船,男子双人艇470级第10轮,江之岛游艇码头
03日12:33,帆船,男子49人级奖牌赛,江之岛游艇码头
03日13:33,帆船,男子单人艇芬兰人级奖牌赛,江之岛游艇码头
03日14:33,帆船,男女混合多体船诺卡拉17级奖牌赛,江之岛游艇码头
03日16:00,运动攀岩,男子全能资格赛 - 速度赛,青海城市运动公园
03日17:00,运动攀岩,男子全能资格赛 - 抱石赛,青海城市运动公园
03日20:10,运动攀岩,男子全能资格赛 - 先锋赛,青海城市运动公园
03日12:50,举重,男子109公斤级B组,东京国际论坛大楼
03日18:50,举重,男子109公斤级A组,东京国际论坛大楼
03日18:00,马术,个人场地障碍预赛,马事公苑
